bin coverage transcript strand gene cigar MD NM fileName species introns_len introns_num swap.introns_len
OverlapSucceeded_2.iteration.1 0.99 maker-168348166-augustus-gene-0.90-mRNA-2 16 4632685 572M133N516M282N716M455N230M191N52M252N187M147N213M985N84M603N170M99N237M541N516M145N49M650N69M611N190M418N624M MD:Z:97T151G1257C29A185T154G395T861A31T578T13T117A23T49T42T50T73A175G127 NM:i:18 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 133,282,455,191,252,147,985,603,99,541,145,650,611,418 14 418,611,650,145,541,99,603,985,147,252,191,455,282,133
OverlapSucceeded_2.iteration.1 0.99 maker-168348166-augustus-gene-0.90-mRNA-3 16 4632685 572M133N516M282N716M171N102M182N230M191N52M252N187M147N213M985N84M603N170M99N237M541N661M263N2369M MD:Z:97T151G1257C29A185T256G395T861A31T410C410G209G430A258T13T317G12A82A121A23T49T42T50T73A175G148 NM:i:25 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 133,282,171,182,191,252,147,985,603,99,541,263 12 263,541,99,603,985,147,252,191,182,171,282,133
OverlapSucceeded_6.iteration.1 0.99 augustus_masked-167894133-processed-gene-0.1-mRNA-1 0 5156272 1480M161N1022M MD:Z:178C316C211T290G9A47C739G329A24C308A41 NM:i:10 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 161 1 161
OverlapSucceeded_2.iteration.1 0.99 maker-168550135-augustus-gene-0.48-mRNA-1 0 4631877 81M92N282M107N99M113N87M352N99M MD:Z:648 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 92,107,113,352 4 92,107,113,352
OverlapSucceeded_1.iteration.1 0.99 snap_masked-168223974-processed-gene-0.66-mRNA-1 0 4600437 288M MD:Z:265A22 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_1.iteration.2 0.99 snap_masked-85511505-processed-gene-0.1-mRNA-1 0 111511 216M MD:Z:54T161 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_5.iteration.3 0.99 augustus_masked-168369787-processed-gene-0.0-mRNA-1 0 6232197 5328M MD:Z:310T234T635G105T9C588G456C555T1349C483C88A87N417 NM:i:12 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_3.iteration.1 0.99 maker-168188481-snap-gene-0.19-mRNA-1 16 5014168 751M326N192M485N124M162N144M278N117M MD:Z:20G221T1085 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 326,485,162,278 4 278,162,485,326
OverlapSucceeded_5.iteration.1 0.99 augustus_masked-168448083-processed-gene-0.7-mRNA-1 16 6981670 2754M MD:Z:225T20A29A56A618C617G241C291G65C63C60T458 NM:i:11 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_5.iteration.1 0.99 augustus_masked-168483500-processed-gene-0.1-mRNA-1 0 6982086 2382M MD:Z:64AT8C153T100T89T53A23C50T6C104G237G169G40T165G56G43T95C196G96A578C36 NM:i:21 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_4.iteration.1 0.99 maker-161779242-augustus-gene-0.3-mRNA-1 16 4363872 831M109N96M117N184M MD:Z:105A690T268T45 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 109,117 2 117,109
OverlapSucceeded_2.iteration.1 0.99 maker-168550131-augustus-gene-0.31-mRNA-1 16 4631955 138M116N978M200N65M682N334M MD:Z:590C545A19C358 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 116,200,682 3 682,200,116
OverlapSucceeded_1.iteration.1 0.99 maker-168577437-augustus-gene-0.56-mRNA-1 16 4672244 909M139N45M270N50M MD:Z:605T398 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 139,270 2 270,139
OverlapSucceeded_3.iteration.1 0.99 maker-168282144-augustus-gene-0.10-mRNA-1 16 5014135 743M93N1015M MD:Z:1184CA272A47C251 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 93 1 93
OverlapSucceeded_5.iteration.2 0.99 augustus_masked-168404664-processed-gene-0.1-mRNA-1 16 7954700 423M MD:Z:96T187G9T3A50G73 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_1.iteration.1 0.99 snap_masked-168423899-processed-gene-0.11-mRNA-1 0 4672917 3267M MD:Z:137G181C201C271CT194A170A40G60C223G8A21G77G14T5A206C27G94C90G103A554C192G88C19G36G28A90G56G31A22 NM:i:29 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_1.iteration.1 0.99 snap_masked-168395146-processed-gene-0.61-mRNA-1 0 4672336 2595M MD:Z:210G284G84A54C579A897A395T85 NM:i:7 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_6.iteration.1 0.99 augustus_masked-167819717-processed-gene-0.0-mRNA-1 16 5155757 4314M MD:Z:1812G182A108A751A34T66T544C139T148A267C253 NM:i:10 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_1.iteration.1 0.99 snap_masked-167832594-processed-gene-0.22-mRNA-1 16 4672808 2025M MD:Z:89T714G1A595C67G23C530 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_4.iteration.1 0.99 maker-115588757-augustus-gene-0.3-mRNA-1 16 4364122 507M93N522M MD:Z:49T601T152T224 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 93 1 93
OverlapSucceeded_1.iteration.1 0.99 snap_masked-168458182-processed-gene-0.20-mRNA-1 16 4672933 959M82N907M MD:Z:72T537N138T15A53C56G97A89C141G17C161C479 NM:i:11 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 82 1 82
OverlapSucceeded_4.iteration.1 0.99 augustus_masked-168557896-processed-gene-2.18-mRNA-1 0 4364102 136M603N1398M127N524M MD:Z:167A616T507T356G408 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 603,127 2 603,127
OverlapSucceeded_1.iteration.1 0.99 snap_masked-25856054-processed-gene-0.2-mRNA-1 0 4672583 1250M MD:Z:21C660G17G549 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_1.iteration.1 0.99 snap_masked-168389632-processed-gene-1.61-mRNA-1 0 4672216 264M MD:Z:264 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_5.iteration.1 0.99 augustus_masked-168421230-processed-gene-0.3-mRNA-1 16 6982220 510M MD:Z:113C162T53C179 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_2.iteration.2 0.99 maker-168442368-snap-gene-0.5-mRNA-1 16 5633824 63M112N16M323N156M162N134M272N98M87N188M191N77M MD:Z:12A29C404CG203T79 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 112,323,162,272,87,191 6 191,87,272,162,323,112
OverlapSucceeded_1.iteration.1 0.99 snap_masked-158642469-processed-gene-0.4-mRNA-1 16 4672637 771M348N315M MD:Z:125G244T109G123A130T14A183C151 NM:i:7 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 348 1 348
OverlapSucceeded_6.iteration.1 0.99 augustus_masked-167033022-processed-gene-0.0-mRNA-1 0 5156159 2421M MD:Z:1342C147T507A422 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_2.iteration.1 0.99 maker-168518435-augustus-gene-0.23-mRNA-1 0 4631645 170M181N505M200N72M121N315M292N146M115N481M363N595M MD:Z:736C713A59T233T307C20C26G8C15T158 NM:i:9 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 181,200,121,292,115,363 6 181,200,121,292,115,363
OverlapSucceeded_5.iteration.1 0.99 augustus_masked-168420684-processed-gene-0.10-mRNA-1 0 6981783 2547M MD:Z:196C57T14T5T212C1464T54G60T422G54 NM:i:9 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_5.iteration.1 0.99 augustus_masked-168490652-processed-gene-0.1-mRNA-1 0 6895340 417M MD:Z:229C187 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_3.iteration.1 0.99 maker-168114929-augustus-gene-0.38-mRNA-1 0 5014550 98M159N326M170N90M114N550M MD:Z:305T324C433 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 159,170,114 3 159,170,114
OverlapSucceeded_3.iteration.1 0.99 maker-168328223-augustus-gene-1.55-mRNA-1 0 5014680 389M582N70M121N1833M MD:Z:266T106G632G86A170G544T10G109T30G43T78G207 NM:i:11 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 582,121 2 582,121
OverlapSucceeded_4.iteration.1 0.99 augustus_masked-168577233-processed-gene-0.6-mRNA-1 16 4363741 370M122N161M1256N244M87N122M MD:Z:897 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 122,1256,87 3 87,1256,122
OverlapSucceeded_5.iteration.1 0.99 augustus_masked-168487527-processed-gene-0.0-mRNA-1 16 6895923 879M MD:Z:879 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_6.iteration.3 0.99 augustus_masked-167990981-processed-gene-0.0-mRNA-1 16 307201 543M MD:Z:52T94A23T61T32C6C123C61T16T36C20T8 NM:i:11 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_4.iteration.1 0.99 genemark-166507773-processed-gene-0.0-mRNA-1 0 4296778 321M MD:Z:31G203G85 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_5.iteration.1 0.99 augustus_masked-168477985-processed-gene-0.12-mRNA-1 0 6930663 908M MD:Z:120A290C28G61C71T57TC274 NM:i:7 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_1.iteration.2 0.99 snap_masked-168237797-processed-gene-0.16-mRNA-1 0 6875956 354M MD:Z:104G11A161G68T6 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_5.iteration.1 0.99 augustus_masked-168314018-processed-gene-0.16-mRNA-1 16 6981884 886M170N41M MD:Z:60C98G68T698 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 170 1 170
OverlapSucceeded_3.iteration.1 0.99 maker-168014883-augustus-gene-0.38-mRNA-1 0 4949151 259M86N226M122N498M MD:Z:983 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 86,122 2 86,122
OverlapSucceeded_1.iteration.4 0.99 snap_masked-165311682-processed-gene-0.1-mRNA-1 0 3613718 198M MD:Z:6C25T2G11C138G3G7 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_4.iteration.2 0.99 genemark-168191995-processed-gene-0.17-mRNA-1 16 5715842 848M MD:Z:205G151A8C3C8T81C5A105G74G5A39T116C36 NM:i:12 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_1.iteration.1 0.99 maker-168568482-snap-gene-0.58-mRNA-1 0 283190 119M113N150M198N2218M MD:Z:861G229C1395 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 113,198 2 113,198
OverlapSucceeded_3.iteration.1.extra 0.99 maker-168253021-augustus-gene-0.14-mRNA-1 0 10162457 339M615N567M113N73M113N128M MD:Z:65G433T27G10C71G54A84G166T189 NM:i:8 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 615,113,113 3 615,113,113
OverlapSucceeded_5.iteration.1 0.99 augustus_masked-168449905-processed-gene-0.3-mRNA-1 16 6981790 501M MD:Z:124T328A47 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_6.iteration.3 0.99 augustus_masked-168188747-processed-gene-0.8-mRNA-1 16 5547182 45M89N153M712N54M MD:Z:223G28 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 89,712 2 712,89
NonSucceededWS77111_6.iteration.1 0.99 augustus_masked-168273031-processed-gene-0.1-mRNA-1 0 4832189 753M MD:Z:753 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_3.iteration.1 0.99 maker-168184700-snap-gene-0.39-mRNA-1 0 4952343 78M124N108M353N552M140N594M95N213M191N66M155N270M MD:Z:143T278C101A282C181G8A23A41A404T11A214T44T1TC9T126 NM:i:15 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 124,353,140,95,191,155 6 124,353,140,95,191,155
OverlapSucceeded_5.iteration.1 0.99 augustus_masked-168245120-processed-gene-0.5-mRNA-1 16 6981937 1465M96N461M MD:Z:159G129A172A254A11A1A210T62A11A38G65T112A17C202T64A9T122A38G104C127 NM:i:19 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 96 1 96
OverlapSucceeded_5.iteration.1 0.99 augustus_masked-168553106-processed-gene-1.36-mRNA-1 16 6893676 1890M MD:Z:260T194G34A16C452A2T55A155A104G108A122G179A8A188 NM:i:13 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_4.iteration.1 0.99 maker-163102258-augustus-gene-0.4-mRNA-1 0 711057 361M104N320M66N94M MD:Z:496T252C25 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 104,66 2 104,66
OverlapSucceeded_1.iteration.1 0.99 snap_masked-168241044-processed-gene-0.5-mRNA-1 0 4672379 265M183N221M165N1719M MD:Z:53C36T18GG4A6T6T750T16A132G53G108G121G318G80G144A344 NM:i:16 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 183,165 2 183,165
OverlapSucceeded_5.iteration.2.extra 0.99 augustus_masked-168551064-processed-gene-0.5-mRNA-1 16 12705622 345M MD:Z:32AA1C12T55G4T104T23C12G13C46TT9G2G5A12 NM:i:15 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_1.iteration.1 0.99 snap_masked-168189668-processed-gene-0.74-mRNA-1 0 4672375 846M MD:Z:51A117N135A163A61T314 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_1.iteration.1 0.99 maker-168573468-augustus-gene-0.36-mRNA-1 0 4672368 2379M190N87M145N702M103N165M246N331M115N215M103N327M132N64M205N240M102N231M MD:Z:190T627C367T142A1687C1723 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 190,145,103,246,115,103,132,205,102 9 190,145,103,246,115,103,132,205,102
OverlapSucceeded_1.iteration.1 0.99 snap_masked-167836069-processed-gene-0.14-mRNA-1 0 4594754 1560M MD:Z:137C31T198G13A141G158T120T16C302T20C9T404 NM:i:11 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_3.iteration.2 0.99 maker-168142284-snap-gene-0.27-mRNA-1 16 5281178 299M39N424M106N330M MD:Z:43G369T159C186T115T41T108A25 NM:i:7 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 39,106 2 106,39
OverlapSucceeded_4.iteration.1 0.99 maker-166343090-snap-gene-0.8-mRNA-1 0 4364237 165M1634N1917M MD:Z:49C96G52C535G454C2C510G28A64C77A183G21 NM:i:11 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 1634 1 1634
OverlapSucceeded_5.iteration.1 0.99 augustus_masked-168513276-processed-gene-0.0-mRNA-1 16 6981768 2073M MD:Z:784GC154C21C156A38G131C14G316T117T17G80A46T186 NM:i:13 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
NonSucceededWS77111_6.iteration.2 0.99 maker-168190496-augustus-gene-0.38-mRNA-1 16 5034228 804M1438N125M MD:Z:43C61C823 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 1438 1 1438
OverlapSucceeded_5.iteration.2 0.99 augustus_masked-168547382-processed-gene-0.10-mRNA-1 0 7954685 735M MD:Z:10T498C225 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_4.iteration.1 0.99 maker-167964480-snap-gene-0.38-mRNA-1 0 4364078 352M181N85M143N991M MD:Z:377G9T136T21G85A62A14G57C24A66A53A115T173C77G64G5T74 NM:i:16 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 181,143 2 181,143
OverlapSucceeded_6.iteration.1 0.99 augustus_masked-165423691-processed-gene-0.0-mRNA-1 16 5077419 294M210N72M MD:Z:252T113 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 210 1 210
OverlapSucceeded_6.iteration.1 0.99 augustus_masked-168185686-processed-gene-0.1-mRNA-1 16 5155710 327M MD:Z:268A18CA2C16G5T12 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_1.iteration.1 0.99 snap_masked-168245925-processed-gene-0.11-mRNA-1 0 4672457 658M94N1547M MD:Z:443A711T2T171G33C72A425G320T20 NM:i:8 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 94 1 94
OverlapSucceeded_1.iteration.1 0.99 snap_masked-168562297-processed-gene-0.12-mRNA-1 0 4607905 2484M MD:Z:430T273G339G177A176A142G70A790A79 NM:i:8 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_5.iteration.1 0.99 augustus_masked-168505494-processed-gene-0.2-mRNA-1 16 6981580 273M MD:Z:9A263 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_2.iteration.1 0.99 maker-168435861-augustus-gene-0.92-mRNA-1 0 4632194 129M125N282M350N149M111N295M129N234M103N237M135N882M MD:Z:482T738G106G278C2T304A141T150 NM:i:7 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 125,350,111,129,103,135 6 125,350,111,129,103,135
OverlapSucceeded_1.iteration.5 0.99 snap_masked-168556295-processed-gene-0.48-mRNA-1 0 5246367 300M MD:Z:107G131A9A5G44 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_1.iteration.1 0.99 snap_masked-168224235-processed-gene-0.25-mRNA-1 16 4672761 399M MD:Z:370T28 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_4.iteration.1 0.99 augustus_masked-168573242-processed-gene-0.12-mRNA-1 0 4294317 357M MD:Z:41A65C249 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
NonSucceededWS77111_6.iteration.1 0.99 maker-168474166-augustus-gene-0.63-mRNA-1 0 4832419 212M107N348M244N127M310N441M MD:Z:208C299T522C28A67 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 107,244,310 3 107,244,310
OverlapSucceeded_5.iteration.1 0.99 augustus_masked-168394829-processed-gene-0.3-mRNA-1 0 6981980 1410M MD:Z:223G34T18T1A15T9C134C58A10G5C15T290G86T348G139A10 NM:i:15 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_5.iteration.1 0.99 augustus_masked-168485055-processed-gene-0.1-mRNA-1 0 6981600 2688M MD:Z:38T77T664T726T533A382A104C57A99 NM:i:8 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
OverlapSucceeded_3.iteration.1 0.99 maker-168287331-snap-gene-0.20-mRNA-1 0 5014913 484M440N98M1064N570M113N182M554N590M MD:Z:270A23G721A399T278T59G168 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 440,1064,113,554 4 440,1064,113,554
OverlapSucceeded_5.iteration.1 0.99 augustus_masked-168509066-processed-gene-0.6-mRNA-1 16 6981781 309M MD:Z:309 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
