OG0012312	ABT39_00020472-RA	E0M31_00068937-RA
OG0015348	ABT39_00025045-RA	E0M31_00020361-RA
OG0015354	ABT39_00086820-RB	E0M31_00012990-RA
OG0015356	ABT39_00067254-RA	E0M31_00013189-RB
OG0015357	ABT39_00107341-RA	E0M31_00070330-RA
OG0015361	ABT39_00096753-RA	E0M31_00029514-RA
OG0015362	ABT39_00006222-RB	E0M31_00004082-RF
OG0015363	ABT39_00025324-RB	E0M31_00012719-RG
OG0015366	ABT39_00001412-RA	E0M31_00011079-RA
OG0015368	ABT39_00010838-RA	E0M31_00046616-RA
OG0015369	ABT39_00089667-RA	E0M31_00047914-RA
OG0015370	ABT39_00079881-RA	E0M31_00033373-RA
OG0015372	ABT39_00026748-RA	E0M31_00049265-RA
OG0015373	ABT39_00083360-RA	E0M31_00066568-RA
OG0015374	ABT39_00012686-RA	E0M31_00006276-RG
OG0015376	ABT39_00011975-RB	E0M31_00010645-RC
OG0015377	ABT39_00003010-RE	E0M31_00003265-RE
OG0015379	ABT39_00067055-RA	E0M31_00061221-RA
OG0015380	ABT39_00055319-RA	E0M31_00045733-RA
OG0015385	ABT39_00070486-RB	E0M31_00019814-RB
OG0015388	ABT39_00097885-RA	E0M31_00070397-RA
OG0015389	ABT39_00020908-RD	E0M31_00008386-RB
OG0015395	ABT39_00002159-RA	E0M31_00026962-RB
OG0015399	ABT39_00003648-RA	E0M31_00032283-RB
OG0015400	ABT39_00078820-RB	E0M31_00035775-RA
OG0015404	ABT39_00001961-RD	E0M31_00056376-RB
OG0015405	ABT39_00036276-RA	E0M31_00018165-RA
OG0015407	ABT39_00024653-RB	E0M31_00028219-RB
OG0015409	ABT39_00007432-RD	E0M31_00004244-RA
OG0015410	ABT39_00046697-RA	E0M31_00081660-RA
OG0015411	ABT39_00023931-RA	E0M31_00035250-RA
OG0015414	ABT39_00099001-RA	E0M31_00036882-RA
OG0015417	ABT39_00040898-RA	E0M31_00051390-RA
OG0015418	ABT39_00066096-RB	E0M31_00037175-RA
OG0015426	ABT39_00007502-RD	E0M31_00017173-RB
OG0015428	ABT39_00015702-RA	E0M31_00001211-RA
OG0015433	ABT39_00044196-RB	E0M31_00040840-RB
OG0015434	ABT39_00044194-RA	E0M31_00025849-RA
OG0015441	ABT39_00030760-RA	E0M31_00017467-RD
OG0015445	ABT39_00025217-RA	E0M31_00007785-RA
OG0015446	ABT39_00031462-RA	E0M31_00038955-RA
OG0015448	ABT39_00023359-RC	E0M31_00001387-RA
OG0015449	ABT39_00005904-RA	E0M31_00016906-RA
OG0015450	ABT39_00029827-RA	E0M31_00027321-RA
OG0015451	ABT39_00014790-RA	E0M31_00073365-RA
OG0015458	ABT39_00043516-RB	E0M31_00003770-RA
OG0015459	ABT39_00080542-RA	E0M31_00012472-RF
OG0015460	ABT39_00091651-RA	E0M31_00029996-RA
OG0015466	ABT39_00066069-RA	E0M31_00030326-RB
OG0015467	ABT39_00061217-RB	E0M31_00024579-RC
OG0015469	ABT39_00013053-RA	E0M31_00004883-RA
OG0015470	ABT39_00016520-RC	E0M31_00032888-RB
OG0015471	ABT39_00015274-RA	E0M31_00002035-RD
OG0015477	ABT39_00022552-RA	E0M31_00055421-RA
OG0015479	ABT39_00037864-RA	E0M31_00042225-RA
OG0015487	ABT39_00082846-RB	E0M31_00011698-RC
OG0015489	ABT39_00084555-RA	E0M31_00010011-RA
OG0015493	ABT39_00106164-RA	E0M31_00017558-RA
OG0015494	ABT39_00075147-RA	E0M31_00050811-RA
OG0015497	ABT39_00122390-RA	E0M31_00085528-RA
OG0015500	ABT39_00090751-RA	E0M31_00063278-RA
OG0015503	ABT39_00024883-RE	E0M31_00012480-RG
OG0015504	ABT39_00070265-RA	E0M31_00025216-RB
OG0015507	ABT39_00081272-RB	E0M31_00047363-RA
OG0015521	ABT39_00101691-RA	E0M31_00042857-RA
OG0015528	ABT39_00058350-RA	E0M31_00004866-RC
OG0015531	ABT39_00073302-RC	E0M31_00038655-RA
OG0015535	ABT39_00054112-RA	E0M31_00082076-RA
OG0015536	ABT39_00001196-RC	E0M31_00000630-RA
OG0015542	ABT39_00090063-RA	E0M31_00032286-RA
OG0015545	ABT39_00024166-RB	E0M31_00009281-RA
OG0015546	ABT39_00031781-RB	E0M31_00017914-RD
OG0015548	ABT39_00087904-RA	E0M31_00063521-RA
OG0015550	ABT39_00093734-RA	E0M31_00042904-RA
OG0015551	ABT39_00089112-RA	E0M31_00056565-RA
OG0015557	ABT39_00042619-RA	E0M31_00039599-RA
OG0015559	ABT39_00005124-RC	E0M31_00013453-RA
OG0015563	ABT39_00003540-RB	E0M31_00000698-RB
OG0015565	ABT39_00015677-RA	E0M31_00026140-RC
OG0015568	ABT39_00000048-RB	E0M31_00019986-RA
OG0015570	ABT39_00026470-RA	E0M31_00000072-RC
OG0015572	ABT39_00033030-RA	E0M31_00055581-RB
OG0015576	ABT39_00077991-RA	E0M31_00034191-RA
OG0015578	ABT39_00029852-RB	E0M31_00030084-RB
OG0015581	ABT39_00100246-RA	E0M31_00071852-RA
OG0015582	ABT39_00078730-RA	E0M31_00008307-RA
OG0015588	ABT39_00109445-RA	E0M31_00062969-RA
OG0015590	ABT39_00074816-RA	E0M31_00022951-RA
OG0015591	ABT39_00054573-RA	E0M31_00069213-RA
OG0015592	ABT39_00030143-RA	E0M31_00005582-RA
OG0015596	ABT39_00054523-RA	E0M31_00026522-RA
OG0015597	ABT39_00044130-RC	E0M31_00042802-RA
OG0015598	ABT39_00035785-RB	E0M31_00019776-RA
OG0015603	ABT39_00081233-RA	E0M31_00071333-RA
OG0015604	ABT39_00004293-RB	E0M31_00080244-RA
OG0015611	ABT39_00025422-RA	E0M31_00034726-RB
OG0015612	ABT39_00064789-RA	E0M31_00040468-RB
OG0015617	ABT39_00046195-RC	E0M31_00016332-RD
OG0015622	ABT39_00074283-RA	E0M31_00009565-RA
OG0015623	ABT39_00044837-RA	E0M31_00019007-RA
OG0015626	ABT39_00055846-RA	E0M31_00042452-RA
OG0015628	ABT39_00006250-RA	E0M31_00050532-RA
OG0015629	ABT39_00026097-RA	E0M31_00049567-RA
OG0015630	ABT39_00043757-RA	E0M31_00070193-RA
OG0015631	ABT39_00064466-RA	E0M31_00023135-RA
OG0015634	ABT39_00025429-RA	E0M31_00014598-RB
OG0015638	ABT39_00059511-RA	E0M31_00013245-RA
OG0015641	ABT39_00070217-RA	E0M31_00001049-RA
OG0015644	ABT39_00058056-RB	E0M31_00029894-RA
OG0015646	ABT39_00017903-RC	E0M31_00005697-RA
OG0015647	ABT39_00115073-RA	E0M31_00040883-RA
OG0015648	ABT39_00073379-RB	E0M31_00059590-RB
OG0015649	ABT39_00073562-RA	E0M31_00062775-RA
OG0015650	ABT39_00032004-RB	E0M31_00021799-RD
OG0015657	ABT39_00007174-RB	E0M31_00017076-RA
OG0015660	ABT39_00048895-RA	E0M31_00067604-RA
OG0015666	ABT39_00043826-RA	E0M31_00027145-RA
OG0015668	ABT39_00000943-RA	E0M31_00026653-RA
OG0015672	ABT39_00006664-RA	E0M31_00057934-RA
OG0015673	ABT39_00000123-RA	E0M31_00022929-RA
OG0015676	ABT39_00001769-RA	E0M31_00053514-RA
OG0015677	ABT39_00006695-RA	E0M31_00079127-RA
OG0015679	ABT39_00070522-RB	E0M31_00038646-RA
OG0015680	ABT39_00055909-RA	E0M31_00077274-RA
OG0015683	ABT39_00055772-RA	E0M31_00003173-RA
OG0015686	ABT39_00005072-RA	E0M31_00006164-RA
OG0015688	ABT39_00013185-RB	E0M31_00010827-RB
OG0015689	ABT39_00030457-RA	E0M31_00054783-RB
OG0015692	ABT39_00016664-RA	E0M31_00049254-RA
OG0015694	ABT39_00016804-RB	E0M31_00025414-RA
OG0015697	ABT39_00025999-RB	E0M31_00040597-RA
OG0015698	ABT39_00053363-RB	E0M31_00049666-RA
OG0015703	ABT39_00028313-RA	E0M31_00039405-RA
OG0015704	ABT39_00013651-RA	E0M31_00055932-RA
OG0015710	ABT39_00004471-RB	E0M31_00020690-RB
OG0015715	ABT39_00100187-RA	E0M31_00035951-RA
OG0015718	ABT39_00039376-RA	E0M31_00012493-RA
OG0015719	ABT39_00056207-RD	E0M31_00022995-RB
OG0015720	ABT39_00108850-RA	E0M31_00007814-RA
OG0015721	ABT39_00016493-RA	E0M31_00024552-RA
OG0015723	ABT39_00013395-RB	E0M31_00026790-RD
OG0015728	ABT39_00037494-RC	E0M31_00005158-RC
OG0015731	ABT39_00051371-RA	E0M31_00031986-RA
OG0015732	ABT39_00024081-RA	E0M31_00055916-RA
OG0015735	ABT39_00018235-RB	E0M31_00046921-RB
OG0015737	ABT39_00009930-RA	E0M31_00051956-RA
OG0015738	ABT39_00019313-RA	E0M31_00053530-RA
OG0015739	ABT39_00024027-RB	E0M31_00011445-RB
OG0015741	ABT39_00061988-RA	E0M31_00024514-RA
OG0015743	ABT39_00061469-RB	E0M31_00002721-RF
OG0015746	ABT39_00082776-RA	E0M31_00040437-RB
OG0015747	ABT39_00009699-RB	E0M31_00020423-RC
OG0015751	ABT39_00094725-RA	E0M31_00058532-RA
OG0015752	ABT39_00079534-RA	E0M31_00036706-RA
OG0015754	ABT39_00026255-RB	E0M31_00039480-RB
OG0015757	ABT39_00100776-RA	E0M31_00010977-RA
OG0015761	ABT39_00103456-RA	E0M31_00082191-RA
OG0015764	ABT39_00020038-RB	E0M31_00015384-RB
OG0015768	ABT39_00012465-RA	E0M31_00003707-RA
OG0015770	ABT39_00007680-RB	E0M31_00001957-RD
OG0015771	ABT39_00000710-RE	E0M31_00019122-RA
OG0015772	ABT39_00018116-RB	E0M31_00014214-RD
OG0015773	ABT39_00023384-RA	E0M31_00025031-RA
OG0015776	ABT39_00012823-RC	E0M31_00006467-RA
OG0015784	ABT39_00020940-RA	E0M31_00005825-RA
OG0015785	ABT39_00052120-RA	E0M31_00047758-RA
OG0015788	ABT39_00005335-RA	E0M31_00008276-RA
OG0015789	ABT39_00005337-RA	E0M31_00008275-RA
OG0015790	ABT39_00055606-RA	E0M31_00072321-RA
OG0015796	ABT39_00021987-RG	E0M31_00012243-RF
OG0015797	ABT39_00020353-RA	E0M31_00016129-RA
OG0015799	ABT39_00071983-RA	E0M31_00062825-RA
OG0015804	ABT39_00085879-RA	E0M31_00058454-RA
OG0015808	ABT39_00031039-RA	E0M31_00055488-RA
OG0015811	ABT39_00011764-RA	E0M31_00039084-RA
OG0015812	ABT39_00015299-RA	E0M31_00072147-RA
OG0015817	ABT39_00007497-RC	E0M31_00010186-RC
OG0015830	ABT39_00092755-RA	E0M31_00064391-RA
OG0015831	ABT39_00060878-RA	E0M31_00034462-RA
OG0015832	ABT39_00018280-RA	E0M31_00006083-RA
OG0015838	ABT39_00081250-RA	E0M31_00058971-RA
OG0015839	ABT39_00091440-RA	E0M31_00046835-RA
OG0015840	ABT39_00042806-RA	E0M31_00030428-RA
OG0015841	ABT39_00019380-RA	E0M31_00008891-RA
OG0015845	ABT39_00043379-RB	E0M31_00040660-RA
OG0015847	ABT39_00006726-RB	E0M31_00000332-RA
OG0015852	ABT39_00075128-RA	E0M31_00008019-RB
OG0015853	ABT39_00021386-RB	E0M31_00056216-RA
OG0015859	ABT39_00081066-RA	E0M31_00056188-RA
OG0015862	ABT39_00026218-RA	E0M31_00018610-RB
OG0015864	ABT39_00011760-RA	E0M31_00004137-RA
OG0015869	ABT39_00058230-RB	E0M31_00001116-RA
OG0015871	ABT39_00023989-RF	E0M31_00032116-RE
OG0015874	ABT39_00068831-RA	E0M31_00030546-RA
OG0015875	ABT39_00055304-RB	E0M31_00049972-RB
OG0015877	ABT39_00015529-RB	E0M31_00036907-RC
OG0015879	ABT39_00091555-RA	E0M31_00007524-RB
OG0015881	ABT39_00038813-RB	E0M31_00003088-RC
OG0015882	ABT39_00051863-RB	E0M31_00029076-RA
OG0015885	ABT39_00070885-RA	E0M31_00005057-RB
OG0015888	ABT39_00045980-RC	E0M31_00018868-RB
OG0015889	ABT39_00015771-RA	E0M31_00028179-RB
OG0015891	ABT39_00079835-RA	E0M31_00055555-RA
OG0015894	ABT39_00056845-RA	E0M31_00025211-RA
OG0015896	ABT39_00017955-RA	E0M31_00034176-RB
OG0015897	ABT39_00023260-RB	E0M31_00038874-RC
OG0015903	ABT39_00028182-RA	E0M31_00002238-RA
OG0015905	ABT39_00002766-RA	E0M31_00019873-RA
OG0015908	ABT39_00007970-RA	E0M31_00030172-RB
OG0015909	ABT39_00014219-RA	E0M31_00082523-RA
OG0015912	ABT39_00023135-RD	E0M31_00008725-RA
OG0015916	ABT39_00015425-RA	E0M31_00044340-RB
OG0015917	ABT39_00053509-RA	E0M31_00052148-RA
OG0015919	ABT39_00047568-RA	E0M31_00060395-RA
OG0015920	ABT39_00017059-RA	E0M31_00029644-RA
OG0015924	ABT39_00038831-RA	E0M31_00016252-RA
OG0015933	ABT39_00041940-RA	E0M31_00037501-RB
OG0015934	ABT39_00058065-RB	E0M31_00056467-RA
OG0015935	ABT39_00024619-RA	E0M31_00016774-RA
OG0015938	ABT39_00041597-RB	E0M31_00074160-RA
OG0015939	ABT39_00020829-RA	E0M31_00051336-RA
OG0015940	ABT39_00008189-RB	E0M31_00074473-RA
OG0015942	ABT39_00028978-RA	E0M31_00009928-RA
OG0015945	ABT39_00049085-RA	E0M31_00005463-RA
OG0015947	ABT39_00108169-RA	E0M31_00059364-RA
OG0015956	ABT39_00074627-RA	E0M31_00055098-RA
OG0015957	ABT39_00026534-RA	E0M31_00032853-RA
OG0015958	ABT39_00031628-RC	E0M31_00012415-RE
OG0015966	ABT39_00006833-RB	E0M31_00067844-RA
OG0015969	ABT39_00062518-RA	E0M31_00082310-RA
OG0015972	ABT39_00017580-RA	E0M31_00054072-RA
OG0015973	ABT39_00075820-RB	E0M31_00008457-RA
OG0015979	ABT39_00035304-RB	E0M31_00035928-RA
OG0015982	ABT39_00108044-RA	E0M31_00002330-RA
OG0015983	ABT39_00002793-RA	E0M31_00002541-RA
OG0015986	ABT39_00004194-RF	E0M31_00013315-RA
OG0015990	ABT39_00034349-RB	E0M31_00002495-RB
OG0015993	ABT39_00064491-RA	E0M31_00059206-RA
OG0015998	ABT39_00067901-RB	E0M31_00053418-RA
OG0016001	ABT39_00030615-RA	E0M31_00028645-RB
OG0016003	ABT39_00047239-RA	E0M31_00026755-RA
OG0016006	ABT39_00048731-RA	E0M31_00022820-RA
OG0016008	ABT39_00090843-RA	E0M31_00078556-RA
OG0016014	ABT39_00056566-RB	E0M31_00019642-RA
OG0016030	ABT39_00028565-RA	E0M31_00064796-RA
OG0016031	ABT39_00045978-RA	E0M31_00047167-RA
OG0016035	ABT39_00024532-RB	E0M31_00016528-RB
OG0016036	ABT39_00096967-RA	E0M31_00074101-RA
OG0016039	ABT39_00094590-RA	E0M31_00027886-RA
OG0016041	ABT39_00057672-RA	E0M31_00031067-RA
OG0016042	ABT39_00070340-RB	E0M31_00037813-RB
OG0016043	ABT39_00084648-RA	E0M31_00034540-RB
OG0016044	ABT39_00015591-RA	E0M31_00000380-RB
OG0016045	ABT39_00078338-RA	E0M31_00064566-RA
OG0016047	ABT39_00032808-RC	E0M31_00043485-RA
OG0016049	ABT39_00034912-RA	E0M31_00062088-RA
OG0016050	ABT39_00063020-RA	E0M31_00077092-RA
OG0016055	ABT39_00027692-RB	E0M31_00028574-RC
OG0016058	ABT39_00076506-RA	E0M31_00021341-RA
OG0016060	ABT39_00066049-RA	E0M31_00012903-RA
OG0016061	ABT39_00036654-RB	E0M31_00035072-RA
OG0016062	ABT39_00033718-RA	E0M31_00006810-RB
OG0016063	ABT39_00034653-RA	E0M31_00007200-RB
OG0016064	ABT39_00007298-RB	E0M31_00017601-RC
OG0016067	ABT39_00020192-RB	E0M31_00067451-RA
OG0016069	ABT39_00030993-RC	E0M31_00005830-RC
OG0016070	ABT39_00091183-RA	E0M31_00001007-RD
OG0016072	ABT39_00051797-RB	E0M31_00047565-RA
OG0016078	ABT39_00081427-RA	E0M31_00073278-RA
OG0016080	ABT39_00037782-RA	E0M31_00046055-RA
OG0016083	ABT39_00005056-RC	E0M31_00056169-RB
OG0016084	ABT39_00020674-RA	E0M31_00079158-RA
OG0016088	ABT39_00103460-RA	E0M31_00081649-RA
OG0016089	ABT39_00080758-RB	E0M31_00029437-RA
OG0016099	ABT39_00012279-RA	E0M31_00009740-RA
OG0016101	ABT39_00031520-RA	E0M31_00022721-RA
OG0016103	ABT39_00082750-RA	E0M31_00073061-RA
OG0016104	ABT39_00027865-RB	E0M31_00036253-RA
OG0016106	ABT39_00060353-RA	E0M31_00023920-RA
OG0016112	ABT39_00108445-RA	E0M31_00081708-RA
OG0016115	ABT39_00091001-RA	E0M31_00032272-RA
OG0016118	ABT39_00028928-RB	E0M31_00010821-RA
OG0016127	ABT39_00026800-RA	E0M31_00059772-RB
OG0016133	ABT39_00039440-RA	E0M31_00008148-RA
OG0016134	ABT39_00065048-RA	E0M31_00073924-RA
OG0016135	ABT39_00090483-RA	E0M31_00061694-RA
OG0016138	ABT39_00030471-RB	E0M31_00012303-RB
OG0016139	ABT39_00088186-RA	E0M31_00034879-RA
OG0016140	ABT39_00042330-RA	E0M31_00011721-RA
OG0016143	ABT39_00020143-RA	E0M31_00021072-RB
OG0016145	ABT39_00000552-RC	E0M31_00000112-RE
OG0016147	ABT39_00070223-RC	E0M31_00023878-RB
OG0016148	ABT39_00023025-RC	E0M31_00018173-RC
OG0016149	ABT39_00056058-RB	E0M31_00054241-RA
OG0016152	ABT39_00028068-RA	E0M31_00014884-RB
OG0016153	ABT39_00074589-RA	E0M31_00067788-RA
OG0016154	ABT39_00017779-RA	E0M31_00010852-RA
OG0016155	ABT39_00072364-RA	E0M31_00065034-RA
OG0016166	ABT39_00028732-RA	E0M31_00010311-RA
OG0016167	ABT39_00089293-RA	E0M31_00028967-RA
OG0016170	ABT39_00036070-RA	E0M31_00084212-RA
OG0016172	ABT39_00098657-RA	E0M31_00058214-RA
OG0016177	ABT39_00047101-RA	E0M31_00022044-RA
OG0016178	ABT39_00029554-RB	E0M31_00022169-RA
OG0016179	ABT39_00048293-RB	E0M31_00046449-RA
OG0016180	ABT39_00016481-RB	E0M31_00009571-RA
OG0016181	ABT39_00016477-RA	E0M31_00020388-RA
OG0016183	ABT39_00060556-RA	E0M31_00061675-RB
OG0016187	ABT39_00008856-RB	E0M31_00005721-RA
OG0016192	ABT39_00001360-RC	E0M31_00009689-RC
OG0016195	ABT39_00004105-RA	E0M31_00061136-RA
OG0016198	ABT39_00000418-RC	E0M31_00079355-RA
OG0016204	ABT39_00079889-RA	E0M31_00041911-RA
OG0016206	ABT39_00008698-RC	E0M31_00040980-RA
OG0016207	ABT39_00011126-RB	E0M31_00009208-RD
OG0016209	ABT39_00002856-RB	E0M31_00002672-RB
OG0016210	ABT39_00025550-RA	E0M31_00043878-RA
OG0016218	ABT39_00020781-RC	E0M31_00016072-RB
OG0016221	ABT39_00002106-RK	E0M31_00001045-RH
OG0016234	ABT39_00032717-RE	E0M31_00074103-RA
OG0016235	ABT39_00082691-RB	E0M31_00058627-RB
OG0016236	ABT39_00079470-RA	E0M31_00026976-RC
OG0016243	ABT39_00009778-RE	E0M31_00002693-RB
OG0016247	ABT39_00057964-RA	E0M31_00021247-RB
OG0016249	ABT39_00005928-RA	E0M31_00017300-RA
OG0016250	ABT39_00010121-RA	E0M31_00017781-RA
OG0016251	ABT39_00020760-RA	E0M31_00018530-RA
OG0016253	ABT39_00026536-RA	E0M31_00003116-RA
OG0016254	ABT39_00019467-RA	E0M31_00068525-RA
OG0016255	ABT39_00043670-RA	E0M31_00032368-RA
OG0016257	ABT39_00080686-RA	E0M31_00005479-RD
OG0016259	ABT39_00018947-RA	E0M31_00026220-RA
OG0016262	ABT39_00096479-RA	E0M31_00071482-RA
OG0016265	ABT39_00018996-RA	E0M31_00013224-RA
OG0016268	ABT39_00012093-RB	E0M31_00003919-RF
OG0016272	ABT39_00031241-RA	E0M31_00029202-RA
OG0016275	ABT39_00040567-RB	E0M31_00013599-RA
OG0016281	ABT39_00028803-RA	E0M31_00017860-RA
OG0016282	ABT39_00031787-RA	E0M31_00027833-RB
OG0016283	ABT39_00045740-RA	E0M31_00010235-RA
OG0016285	ABT39_00028113-RB	E0M31_00069507-RA
OG0016287	ABT39_00031212-RC	E0M31_00014657-RC
OG0016288	ABT39_00056463-RA	E0M31_00025673-RA
OG0016294	ABT39_00079723-RA	E0M31_00080709-RA
OG0016295	ABT39_00079722-RA	E0M31_00072144-RA
OG0016297	ABT39_00093945-RA	E0M31_00036193-RA
OG0016298	ABT39_00056879-RB	E0M31_00029843-RA
OG0016300	ABT39_00010876-RB	E0M31_00003233-RH
OG0016302	ABT39_00063201-RC	E0M31_00066511-RA
OG0016304	ABT39_00011213-RB	E0M31_00068955-RA
OG0016308	ABT39_00088716-RA	E0M31_00055397-RA
OG0016309	ABT39_00066226-RA	E0M31_00020980-RA
OG0016312	ABT39_00024752-RA	E0M31_00033075-RA
OG0016318	ABT39_00000569-RA	E0M31_00070808-RA
OG0016319	ABT39_00013947-RA	E0M31_00030653-RB
OG0016323	ABT39_00017314-RA	E0M31_00048307-RA
OG0016324	ABT39_00027307-RC	E0M31_00017248-RA
OG0016328	ABT39_00085965-RA	E0M31_00065659-RA
OG0016335	ABT39_00049911-RA	E0M31_00025059-RB
OG0016344	ABT39_00067295-RB	E0M31_00028707-RA
OG0016345	ABT39_00009602-RF	E0M31_00007321-RC
OG0016354	ABT39_00059615-RA	E0M31_00045627-RA
OG0016357	ABT39_00066001-RA	E0M31_00040308-RA
OG0016359	ABT39_00044985-RA	E0M31_00001140-RG
OG0016360	ABT39_00043055-RB	E0M31_00056158-RA
OG0016361	ABT39_00010740-RA	E0M31_00015512-RA
OG0016362	ABT39_00010746-RA	E0M31_00020889-RA
OG0016363	ABT39_00091927-RA	E0M31_00006375-RA
OG0016364	ABT39_00109406-RA	E0M31_00024093-RA
OG0016365	ABT39_00066395-RB	E0M31_00016462-RA
OG0016366	ABT39_00035249-RA	E0M31_00026300-RA
OG0016368	ABT39_00066896-RA	E0M31_00051559-RA
OG0016369	ABT39_00100437-RA	E0M31_00047029-RA
OG0016370	ABT39_00086241-RA	E0M31_00003603-RA
OG0016371	ABT39_00050084-RA	E0M31_00037647-RB
OG0016376	ABT39_00018157-RA	E0M31_00048932-RA
OG0016377	ABT39_00001499-RA	E0M31_00000859-RB
OG0016381	ABT39_00019901-RB	E0M31_00019644-RD
OG0016384	ABT39_00032988-RA	E0M31_00017582-RA
OG0016388	ABT39_00016822-RB	E0M31_00007474-RF
OG0016391	ABT39_00046796-RA	E0M31_00016994-RA
OG0016397	ABT39_00011472-RD	E0M31_00032972-RA
OG0016400	ABT39_00008963-RA	E0M31_00041806-RB
OG0016401	ABT39_00024041-RD	E0M31_00023731-RD
OG0016402	ABT39_00073191-RA	E0M31_00045342-RA
OG0016403	ABT39_00100343-RA	E0M31_00024946-RD
OG0016406	ABT39_00096749-RA	E0M31_00037789-RB
OG0016414	ABT39_00062395-RA	E0M31_00078179-RA
OG0016415	ABT39_00093271-RA	E0M31_00044997-RA
OG0016416	ABT39_00017993-RF	E0M31_00001572-RC
OG0016417	ABT39_00017994-RA	E0M31_00001571-RF
OG0016418	ABT39_00010361-RC	E0M31_00014761-RA
OG0016419	ABT39_00080763-RA	E0M31_00067916-RA
OG0016420	ABT39_00025235-RF	E0M31_00002605-RA
OG0016421	ABT39_00043878-RB	E0M31_00040413-RB
OG0016426	ABT39_00072415-RA	E0M31_00031811-RA
OG0016427	ABT39_00047104-RB	E0M31_00032943-RA
OG0016428	ABT39_00030202-RD	E0M31_00003955-RF
OG0016430	ABT39_00076614-RA	E0M31_00036949-RA
OG0016432	ABT39_00024289-RA	E0M31_00032766-RB
OG0016434	ABT39_00054442-RA	E0M31_00002953-RG
OG0016435	ABT39_00003227-RA	E0M31_00067405-RA
OG0016436	ABT39_00000854-RA	E0M31_00060409-RA
OG0016440	ABT39_00089168-RA	E0M31_00021840-RC
OG0016442	ABT39_00079422-RA	E0M31_00051206-RA
OG0016443	ABT39_00044717-RA	E0M31_00074386-RA
OG0016448	ABT39_00006982-RB	E0M31_00000256-RA
OG0016449	ABT39_00110502-RA	E0M31_00032287-RA
OG0016450	ABT39_00041630-RA	E0M31_00028542-RA
OG0016453	ABT39_00018360-RA	E0M31_00028127-RA
OG0016456	ABT39_00001566-RB	E0M31_00026489-RA
OG0016461	ABT39_00067514-RA	E0M31_00013207-RA
OG0016468	ABT39_00043748-RA	E0M31_00009907-RA
OG0016473	ABT39_00018938-RA	E0M31_00002910-RA
OG0016475	ABT39_00033182-RD	E0M31_00019587-RA
OG0016477	ABT39_00046786-RB	E0M31_00008096-RA
OG0016481	ABT39_00106198-RA	E0M31_00062498-RB
OG0016482	ABT39_00100301-RA	E0M31_00062346-RA
OG0016486	ABT39_00060618-RB	E0M31_00064163-RA
OG0016487	ABT39_00052378-RA	E0M31_00008844-RA
OG0016490	ABT39_00099788-RA	E0M31_00050847-RA
OG0016493	ABT39_00053692-RA	E0M31_00037985-RA
OG0016494	ABT39_00065196-RA	E0M31_00043027-RA
OG0016498	ABT39_00052730-RA	E0M31_00032220-RA
OG0016499	ABT39_00025492-RA	E0M31_00025864-RA
OG0016501	ABT39_00020548-RC	E0M31_00005741-RD
OG0016504	ABT39_00038990-RB	E0M31_00066368-RA
OG0016506	ABT39_00021507-RD	E0M31_00053785-RA
OG0016508	ABT39_00020183-RD	E0M31_00002346-RD
OG0016510	ABT39_00008719-RB	E0M31_00000194-RC
OG0016512	ABT39_00035000-RD	E0M31_00032668-RB
OG0016513	ABT39_00031912-RA	E0M31_00016554-RB
OG0016521	ABT39_00092435-RA	E0M31_00018153-RA
OG0016525	ABT39_00093205-RA	E0M31_00018733-RA
OG0016529	ABT39_00108347-RA	E0M31_00012808-RA
OG0016532	ABT39_00011857-RC	E0M31_00024193-RC
OG0016536	ABT39_00007688-RC	E0M31_00011215-RB
OG0016537	ABT39_00039116-RA	E0M31_00043396-RA
OG0016538	ABT39_00026516-RA	E0M31_00027813-RB
OG0016541	ABT39_00018073-RA	E0M31_00033350-RA
OG0016542	ABT39_00002569-RF	E0M31_00008947-RA
OG0016544	ABT39_00009726-RA	E0M31_00062550-RA
OG0016545	ABT39_00063110-RA	E0M31_00058302-RA
OG0016546	ABT39_00078617-RA	E0M31_00069711-RA
OG0016547	ABT39_00032654-RA	E0M31_00044829-RA
OG0016548	ABT39_00002576-RB	E0M31_00047566-RA
OG0016549	ABT39_00019580-RD	E0M31_00014389-RA
OG0016550	ABT39_00019583-RB	E0M31_00042922-RB
OG0016552	ABT39_00040288-RA	E0M31_00013060-RA
OG0016553	ABT39_00038027-RA	E0M31_00059712-RA
OG0016556	ABT39_00072115-RA	E0M31_00014428-RA
OG0016562	ABT39_00091044-RA	E0M31_00041523-RA
OG0016563	ABT39_00039960-RC	E0M31_00029832-RB
OG0016570	ABT39_00057509-RA	E0M31_00029603-RA
OG0016571	ABT39_00082050-RA	E0M31_00076611-RA
OG0016573	ABT39_00061662-RA	E0M31_00010114-RA
OG0016576	ABT39_00014495-RA	E0M31_00030197-RC
OG0016578	ABT39_00078369-RA	E0M31_00020239-RA
OG0016581	ABT39_00022937-RC	E0M31_00026356-RC
OG0016582	ABT39_00039243-RA	E0M31_00038848-RA
OG0016587	ABT39_00041801-RA	E0M31_00024536-RA
