OG0012315	DB47_00014285-RA	ABT39_00035779-RB
OG0015345	DB47_00046625-RA	ABT39_00026090-RA
OG0015346	DB47_00023748-RA	ABT39_00056468-RA
OG0015347	DB47_00011365-RA	ABT39_00044443-RA
OG0015349	DB47_00059136-RA	ABT39_00036664-RB
OG0015350	DB47_00031657-RC	ABT39_00001808-RC
OG0015351	DB47_00044531-RA	ABT39_00031095-RC
OG0015355	DB47_00035036-RB	ABT39_00067817-RC
OG0015359	DB47_00006599-RA	ABT39_00049312-RA
OG0015360	DB47_00028718-RB	ABT39_00086554-RA
OG0015365	DB47_00054667-RA	ABT39_00037473-RA
OG0015367	DB47_00022740-RB	ABT39_00032308-RA
OG0015371	DB47_00041014-RB	ABT39_00089549-RA
OG0015375	DB47_00057112-RA	ABT39_00090379-RA
OG0015381	DB47_00010280-RA	ABT39_00098974-RA
OG0015383	DB47_00013538-RA	ABT39_00090278-RA
OG0015386	DB47_00040250-RA	ABT39_00083960-RA
OG0015387	DB47_00041125-RA	ABT39_00089482-RA
OG0015390	DB47_00013724-RA	ABT39_00067586-RB
OG0015391	DB47_00020369-RA	ABT39_00029302-RA
OG0015393	DB47_00036050-RB	ABT39_00001391-RA
OG0015397	DB47_00000076-RB	ABT39_00001154-RA
OG0015398	DB47_00000013-RA	ABT39_00000115-RB
OG0015401	DB47_00003355-RC	ABT39_00032875-RA
OG0015402	DB47_00005466-RA	ABT39_00043773-RB
OG0015403	DB47_00020647-RB	ABT39_00032214-RA
OG0015406	DB47_00027334-RA	ABT39_00003448-RA
OG0015408	DB47_00019914-RE	ABT39_00010870-RB
OG0015412	DB47_00018154-RA	ABT39_00012571-RB
OG0015413	DB47_00000799-RA	ABT39_00086971-RA
OG0015415	DB47_00023029-RD	ABT39_00017817-RB
OG0015416	DB47_00030236-RC	ABT39_00015484-RA
OG0015419	DB47_00040227-RA	ABT39_00049880-RB
OG0015420	DB47_00004627-RA	ABT39_00088629-RA
OG0015421	DB47_00011000-RA	ABT39_00015572-RA
OG0015422	DB47_00041782-RA	ABT39_00022346-RA
OG0015423	DB47_00005826-RD	ABT39_00001485-RA
OG0015424	DB47_00021391-RB	ABT39_00027257-RA
OG0015427	DB47_00056889-RA	ABT39_00016967-RA
OG0015429	DB47_00001429-RA	ABT39_00004743-RA
OG0015430	DB47_00016935-RD	ABT39_00004739-RB
OG0015431	DB47_00016936-RD	ABT39_00004738-RB
OG0015435	DB47_00040127-RA	ABT39_00023038-RB
OG0015437	DB47_00004294-RA	ABT39_00048564-RA
OG0015438	DB47_00007791-RA	ABT39_00007735-RA
OG0015439	DB47_00007790-RB	ABT39_00007734-RC
OG0015442	DB47_00033601-RA	ABT39_00074722-RA
OG0015443	DB47_00056685-RA	ABT39_00008158-RA
OG0015444	DB47_00042932-RA	ABT39_00041087-RA
OG0015447	DB47_00022959-RA	ABT39_00023089-RD
OG0015452	DB47_00024409-RB	ABT39_00008152-RB
OG0015453	DB47_00021600-RA	ABT39_00008287-RB
OG0015454	DB47_00000896-RA	ABT39_00003803-RA
OG0015455	DB47_00002834-RH	ABT39_00004645-RC
OG0015456	DB47_00070660-RA	ABT39_00053529-RA
OG0015457	DB47_00041294-RB	ABT39_00066068-RB
OG0015461	DB47_00058839-RA	ABT39_00066145-RB
OG0015463	DB47_00049870-RA	ABT39_00080030-RA
OG0015464	DB47_00056239-RA	ABT39_00078137-RA
OG0015465	DB47_00030596-RA	ABT39_00107910-RA
OG0015472	DB47_00006111-RH	ABT39_00075132-RA
OG0015473	DB47_00016578-RA	ABT39_00057466-RA
OG0015476	DB47_00009079-RB	ABT39_00034030-RA
OG0015480	DB47_00007765-RB	ABT39_00023579-RB
OG0015482	DB47_00035386-RA	ABT39_00031239-RC
OG0015483	DB47_00060029-RA	ABT39_00107719-RA
OG0015484	DB47_00022206-RB	ABT39_00016769-RD
OG0015485	DB47_00047073-RB	ABT39_00063492-RA
OG0015486	DB47_00027100-RB	ABT39_00093612-RA
OG0015488	DB47_00013741-RA	ABT39_00018480-RB
OG0015490	DB47_00004573-RA	ABT39_00057671-RA
OG0015492	DB47_00040135-RA	ABT39_00041805-RB
OG0015495	DB47_00043708-RA	ABT39_00092656-RA
OG0015496	DB47_00033788-RA	ABT39_00014261-RB
OG0015501	DB47_00043082-RA	ABT39_00066917-RB
OG0015502	DB47_00014289-RC	ABT39_00050066-RC
OG0015505	DB47_00024750-RA	ABT39_00103009-RA
OG0015506	DB47_00025866-RB	ABT39_00097489-RA
OG0015508	DB47_00000957-RA	ABT39_00070856-RA
OG0015509	DB47_00013865-RA	ABT39_00102267-RA
OG0015511	DB47_00040052-RA	ABT39_00076930-RA
OG0015512	DB47_00041176-RA	ABT39_00062012-RA
OG0015513	DB47_00002728-RB	ABT39_00062600-RB
OG0015515	DB47_00006453-RA	ABT39_00054904-RC
OG0015516	DB47_00023479-RA	ABT39_00102547-RA
OG0015518	DB47_00040308-RB	ABT39_00080840-RB
OG0015519	DB47_00047754-RA	ABT39_00096939-RA
OG0015520	DB47_00069104-RA	ABT39_00095814-RA
OG0015522	DB47_00028338-RA	ABT39_00073916-RA
OG0015523	DB47_00015038-RB	ABT39_00041229-RE
OG0015526	DB47_00054561-RA	ABT39_00110053-RA
OG0015527	DB47_00025518-RA	ABT39_00052622-RB
OG0015532	DB47_00018594-RB	ABT39_00003371-RF
OG0015533	DB47_00029516-RC	ABT39_00103529-RA
OG0015534	DB47_00010744-RC	ABT39_00021857-RC
OG0015537	DB47_00067370-RA	ABT39_00001195-RA
OG0015538	DB47_00036971-RB	ABT39_00015386-RA
OG0015539	DB47_00045972-RA	ABT39_00083935-RA
OG0015540	DB47_00014096-RE	ABT39_00010674-RA
OG0015543	DB47_00003421-RA	ABT39_00001105-RA
OG0015544	DB47_00003420-RC	ABT39_00001106-RD
OG0015547	DB47_00028711-RA	ABT39_00065341-RA
OG0015549	DB47_00005852-RF	ABT39_00014055-RD
OG0015552	DB47_00043683-RB	ABT39_00098071-RA
OG0015553	DB47_00039536-RA	ABT39_00107770-RA
OG0015554	DB47_00040276-RB	ABT39_00017245-RA
OG0015558	DB47_00035327-RB	ABT39_00061139-RC
OG0015561	DB47_00044344-RA	ABT39_00061230-RA
OG0015562	DB47_00029836-RD	ABT39_00062092-RB
OG0015564	DB47_00012346-RB	ABT39_00021912-RB
OG0015566	DB47_00002800-RC	ABT39_00002318-RD
OG0015571	DB47_00029759-RA	ABT39_00070337-RA
OG0015573	DB47_00008436-RA	ABT39_00025117-RA
OG0015577	DB47_00041907-RA	ABT39_00027154-RA
OG0015580	DB47_00047571-RA	ABT39_00102453-RA
OG0015585	DB47_00035676-RA	ABT39_00106478-RA
OG0015587	DB47_00069458-RA	ABT39_00060482-RA
OG0015594	DB47_00013661-RC	ABT39_00010337-RA
OG0015595	DB47_00044111-RA	ABT39_00010336-RA
OG0015599	DB47_00001345-RB	ABT39_00002287-RE
OG0015601	DB47_00034635-RA	ABT39_00081574-RA
OG0015602	DB47_00009482-RB	ABT39_00049063-RB
OG0015607	DB47_00031396-RA	ABT39_00039447-RB
OG0015610	DB47_00023483-RA	ABT39_00027132-RA
OG0015613	DB47_00006004-RA	ABT39_00039014-RA
OG0015614	DB47_00064635-RA	ABT39_00058682-RA
OG0015615	DB47_00031227-RA	ABT39_00105611-RA
OG0015616	DB47_00014150-RE	ABT39_00057945-RA
OG0015619	DB47_00018842-RC	ABT39_00084207-RA
OG0015621	DB47_00043389-RB	ABT39_00064641-RA
OG0015624	DB47_00018218-RC	ABT39_00044648-RD
OG0015625	DB47_00033118-RC	ABT39_00019845-RD
OG0015627	DB47_00059257-RA	ABT39_00038553-RA
OG0015632	DB47_00047969-RA	ABT39_00082483-RA
OG0015633	DB47_00062555-RA	ABT39_00085033-RA
OG0015635	DB47_00014107-RB	ABT39_00022056-RA
OG0015636	DB47_00031967-RA	ABT39_00016901-RB
OG0015637	DB47_00063084-RA	ABT39_00099265-RA
OG0015640	DB47_00029032-RB	ABT39_00012246-RE
OG0015651	DB47_00036411-RA	ABT39_00066715-RA
OG0015652	DB47_00001843-RB	ABT39_00042223-RA
OG0015654	DB47_00071292-RA	ABT39_00090347-RA
OG0015655	DB47_00029224-RA	ABT39_00027611-RA
OG0015656	DB47_00001793-RA	ABT39_00026490-RD
OG0015659	DB47_00004284-RC	ABT39_00032462-RA
OG0015662	DB47_00024110-RA	ABT39_00020721-RA
OG0015667	DB47_00018430-RC	ABT39_00030173-RF
OG0015669	DB47_00023079-RA	ABT39_00005531-RA
OG0015671	DB47_00049645-RA	ABT39_00033333-RA
OG0015674	DB47_00012084-RC	ABT39_00017988-RD
OG0015678	DB47_00026154-RA	ABT39_00002420-RA
OG0015681	DB47_00005445-RA	ABT39_00002012-RB
OG0015682	DB47_00005444-RA	ABT39_00002011-RA
OG0015684	DB47_00064072-RA	ABT39_00092092-RA
OG0015685	DB47_00000934-RC	ABT39_00005140-RA
OG0015687	DB47_00006353-RF	ABT39_00005898-RI
OG0015690	DB47_00013145-RB	ABT39_00030460-RA
OG0015691	DB47_00006461-RE	ABT39_00018334-RG
OG0015693	DB47_00002115-RB	ABT39_00024718-RC
OG0015696	DB47_00032519-RA	ABT39_00016286-RA
OG0015700	DB47_00044429-RA	ABT39_00043397-RB
OG0015701	DB47_00056799-RA	ABT39_00034557-RC
OG0015702	DB47_00030545-RB	ABT39_00053545-RA
OG0015705	DB47_00078664-RA	ABT39_00043072-RA
OG0015706	DB47_00005215-RA	ABT39_00035812-RA
OG0015709	DB47_00060800-RA	ABT39_00018454-RA
OG0015711	DB47_00029362-RA	ABT39_00034388-RA
OG0015712	DB47_00010617-RE	ABT39_00024258-RC
OG0015713	DB47_00017893-RA	ABT39_00104916-RA
OG0015714	DB47_00016945-RF	ABT39_00019664-RE
OG0015726	DB47_00027527-RA	ABT39_00062501-RA
OG0015727	DB47_00066645-RA	ABT39_00035600-RA
OG0015730	DB47_00063559-RA	ABT39_00015741-RA
OG0015733	DB47_00073468-RA	ABT39_00020084-RA
OG0015740	DB47_00029846-RD	ABT39_00017155-RF
OG0015748	DB47_00008281-RA	ABT39_00038168-RA
OG0015750	DB47_00018838-RB	ABT39_00003738-RB
OG0015758	DB47_00009065-RA	ABT39_00086198-RA
OG0015759	DB47_00004418-RF	ABT39_00009345-RC
OG0015760	DB47_00004419-RD	ABT39_00009344-RC
OG0015762	DB47_00038295-RA	ABT39_00062141-RA
OG0015763	DB47_00018047-RD	ABT39_00083121-RA
OG0015766	DB47_00012996-RA	ABT39_00042348-RA
OG0015767	DB47_00025079-RA	ABT39_00016296-RA
OG0015769	DB47_00005225-RC	ABT39_00048686-RA
OG0015774	DB47_00010002-RA	ABT39_00079409-RA
OG0015775	DB47_00039898-RA	ABT39_00108036-RA
OG0015777	DB47_00017132-RA	ABT39_00007703-RA
OG0015779	DB47_00012534-RA	ABT39_00065063-RA
OG0015780	DB47_00007810-RA	ABT39_00019326-RD
OG0015781	DB47_00052500-RA	ABT39_00032602-RA
OG0015782	DB47_00049698-RA	ABT39_00084980-RA
OG0015783	DB47_00001976-RB	ABT39_00024463-RA
OG0015786	DB47_00018381-RA	ABT39_00046035-RA
OG0015787	DB47_00010504-RA	ABT39_00043923-RB
OG0015791	DB47_00030960-RB	ABT39_00017213-RB
OG0015792	DB47_00042907-RA	ABT39_00055348-RB
OG0015793	DB47_00030053-RA	ABT39_00015408-RA
OG0015794	DB47_00017607-RB	ABT39_00031025-RB
OG0015798	DB47_00021450-RA	ABT39_00020190-RA
OG0015800	DB47_00017666-RD	ABT39_00029364-RC
OG0015801	DB47_00028243-RA	ABT39_00058962-RA
OG0015803	DB47_00011717-RE	ABT39_00023643-RA
OG0015805	DB47_00023555-RC	ABT39_00046005-RE
OG0015807	DB47_00016970-RB	ABT39_00038958-RB
OG0015809	DB47_00029610-RA	ABT39_00009834-RA
OG0015813	DB47_00013457-RC	ABT39_00005101-RF
OG0015814	DB47_00061373-RA	ABT39_00039699-RA
OG0015815	DB47_00063730-RA	ABT39_00046607-RA
OG0015816	DB47_00046438-RB	ABT39_00046425-RA
OG0015818	DB47_00051725-RA	ABT39_00050372-RA
OG0015819	DB47_00040028-RA	ABT39_00059065-RA
OG0015820	DB47_00045327-RA	ABT39_00081570-RA
OG0015821	DB47_00004504-RE	ABT39_00001869-RD
OG0015822	DB47_00026745-RD	ABT39_00066286-RA
OG0015824	DB47_00025497-RA	ABT39_00066761-RA
OG0015825	DB47_00038527-RC	ABT39_00036638-RB
OG0015826	DB47_00050963-RA	ABT39_00049305-RA
OG0015827	DB47_00015383-RA	ABT39_00042644-RA
OG0015829	DB47_00017794-RA	ABT39_00012852-RB
OG0015834	DB47_00031719-RA	ABT39_00050603-RA
OG0015842	DB47_00021463-RA	ABT39_00034895-RA
OG0015843	DB47_00037541-RA	ABT39_00025810-RA
OG0015844	DB47_00001047-RD	ABT39_00006806-RD
OG0015848	DB47_00014339-RA	ABT39_00026249-RA
OG0015849	DB47_00008697-RC	ABT39_00003429-RE
OG0015850	DB47_00073389-RA	ABT39_00098945-RA
OG0015851	DB47_00006754-RA	ABT39_00034815-RB
OG0015854	DB47_00003109-RA	ABT39_00041492-RA
OG0015855	DB47_00039613-RB	ABT39_00020056-RA
OG0015856	DB47_00010416-RA	ABT39_00079018-RA
OG0015857	DB47_00011464-RA	ABT39_00034026-RA
OG0015861	DB47_00073363-RA	ABT39_00049346-RA
OG0015863	DB47_00073243-RA	ABT39_00103454-RA
OG0015865	DB47_00006061-RA	ABT39_00054389-RA
OG0015866	DB47_00043686-RA	ABT39_00010055-RA
OG0015870	DB47_00045787-RB	ABT39_00105119-RA
OG0015873	DB47_00023089-RB	ABT39_00066024-RA
OG0015876	DB47_00037182-RA	ABT39_00055302-RA
OG0015878	DB47_00016942-RB	ABT39_00079458-RA
OG0015890	DB47_00025660-RB	ABT39_00036730-RB
OG0015892	DB47_00017748-RA	ABT39_00032316-RB
OG0015893	DB47_00069371-RA	ABT39_00031197-RA
OG0015895	DB47_00012140-RA	ABT39_00098835-RA
OG0015900	DB47_00053298-RA	ABT39_00009754-RA
OG0015901	DB47_00021963-RB	ABT39_00006381-RC
OG0015902	DB47_00003615-RC	ABT39_00032531-RA
OG0015904	DB47_00042987-RA	ABT39_00009380-RA
OG0015906	DB47_00021402-RA	ABT39_00040159-RA
OG0015910	DB47_00003881-RB	ABT39_00004817-RD
OG0015911	DB47_00016116-RA	ABT39_00046640-RA
OG0015913	DB47_00004543-RB	ABT39_00041428-RA
OG0015914	DB47_00043048-RA	ABT39_00041430-RA
OG0015915	DB47_00025692-RA	ABT39_00077002-RA
OG0015918	DB47_00010560-RA	ABT39_00052594-RB
OG0015923	DB47_00011950-RA	ABT39_00007063-RA
OG0015926	DB47_00055901-RA	ABT39_00027241-RA
OG0015928	DB47_00001444-RA	ABT39_00043964-RB
OG0015929	DB47_00025019-RA	ABT39_00060551-RA
OG0015930	DB47_00010090-RA	ABT39_00009301-RD
OG0015931	DB47_00053894-RB	ABT39_00030069-RD
OG0015932	DB47_00030900-RA	ABT39_00041116-RA
OG0015937	DB47_00009614-RA	ABT39_00053857-RB
OG0015941	DB47_00039631-RA	ABT39_00013431-RA
OG0015946	DB47_00070883-RA	ABT39_00088096-RA
OG0015949	DB47_00038127-RA	ABT39_00029892-RC
OG0015951	DB47_00050958-RA	ABT39_00088590-RA
OG0015952	DB47_00021156-RC	ABT39_00080904-RA
OG0015953	DB47_00013866-RE	ABT39_00083012-RA
OG0015954	DB47_00005051-RA	ABT39_00023266-RA
OG0015959	DB47_00038174-RA	ABT39_00059662-RA
OG0015960	DB47_00002875-RB	ABT39_00006969-RB
OG0015961	DB47_00006878-RA	ABT39_00034386-RA
OG0015962	DB47_00006410-RA	ABT39_00086401-RA
OG0015963	DB47_00070436-RA	ABT39_00005938-RA
OG0015964	DB47_00004102-RA	ABT39_00005737-RA
OG0015965	DB47_00004100-RC	ABT39_00005735-RB
OG0015967	DB47_00001312-RA	ABT39_00077807-RA
OG0015968	DB47_00037600-RA	ABT39_00014303-RA
OG0015970	DB47_00010487-RC	ABT39_00011014-RB
OG0015971	DB47_00045829-RA	ABT39_00033964-RA
OG0015974	DB47_00004518-RA	ABT39_00061895-RB
OG0015975	DB47_00002048-RA	ABT39_00066180-RB
OG0015977	DB47_00003047-RC	ABT39_00014946-RC
OG0015980	DB47_00006187-RC	ABT39_00001199-RA
OG0015981	DB47_00021467-RB	ABT39_00013583-RB
OG0015987	DB47_00003150-RB	ABT39_00005980-RC
OG0015988	DB47_00058277-RA	ABT39_00058079-RA
OG0015989	DB47_00054491-RB	ABT39_00052211-RA
OG0015991	DB47_00007381-RB	ABT39_00039841-RB
OG0015992	DB47_00057563-RA	ABT39_00030600-RA
OG0015994	DB47_00022670-RB	ABT39_00043926-RD
OG0015997	DB47_00037327-RA	ABT39_00018914-RA
OG0016000	DB47_00036431-RA	ABT39_00056533-RB
OG0016002	DB47_00004031-RA	ABT39_00046693-RA
OG0016004	DB47_00063928-RA	ABT39_00009998-RA
OG0016005	DB47_00063371-RA	ABT39_00011723-RA
OG0016009	DB47_00024647-RE	ABT39_00005127-RA
OG0016010	DB47_00043990-RA	ABT39_00039301-RA
OG0016011	DB47_00006064-RB	ABT39_00079419-RA
OG0016013	DB47_00025213-RB	ABT39_00063930-RB
OG0016015	DB47_00003484-RA	ABT39_00038900-RE
OG0016016	DB47_00042903-RA	ABT39_00082331-RA
OG0016017	DB47_00009092-RD	ABT39_00070713-RA
OG0016018	DB47_00017473-RB	ABT39_00035717-RA
OG0016021	DB47_00004663-RB	ABT39_00034396-RC
OG0016022	DB47_00047580-RA	ABT39_00034700-RA
OG0016023	DB47_00006073-RA	ABT39_00060870-RA
OG0016024	DB47_00019481-RA	ABT39_00057841-RA
OG0016025	DB47_00067605-RA	ABT39_00042441-RA
OG0016027	DB47_00010728-RA	ABT39_00064381-RA
OG0016028	DB47_00002742-RB	ABT39_00002836-RA
OG0016029	DB47_00043499-RA	ABT39_00009123-RA
OG0016032	DB47_00006115-RA	ABT39_00087229-RA
OG0016033	DB47_00009562-RC	ABT39_00005484-RB
OG0016034	DB47_00051381-RA	ABT39_00048299-RA
OG0016037	DB47_00064020-RA	ABT39_00095054-RA
OG0016038	DB47_00037457-RA	ABT39_00098255-RA
OG0016040	DB47_00016193-RB	ABT39_00021568-RA
OG0016046	DB47_00021126-RA	ABT39_00001609-RF
OG0016048	DB47_00044566-RA	ABT39_00010481-RA
OG0016052	DB47_00017744-RD	ABT39_00018588-RA
OG0016053	DB47_00024756-RA	ABT39_00014985-RA
OG0016054	DB47_00002187-RA	ABT39_00015476-RA
OG0016057	DB47_00020043-RA	ABT39_00060502-RA
OG0016059	DB47_00040935-RA	ABT39_00033413-RB
OG0016065	DB47_00034670-RA	ABT39_00035333-RA
OG0016066	DB47_00006393-RE	ABT39_00008457-RF
OG0016068	DB47_00052909-RA	ABT39_00077173-RA
OG0016071	DB47_00010696-RA	ABT39_00050038-RB
OG0016074	DB47_00002506-RB	ABT39_00000483-RB
OG0016075	DB47_00002501-RA	ABT39_00026294-RA
OG0016076	DB47_00037425-RA	ABT39_00001975-RA
OG0016079	DB47_00032792-RA	ABT39_00020157-RC
OG0016081	DB47_00034541-RA	ABT39_00009665-RA
OG0016082	DB47_00050198-RA	ABT39_00005055-RA
OG0016085	DB47_00039669-RA	ABT39_00004894-RA
OG0016086	DB47_00049747-RA	ABT39_00049463-RA
OG0016087	DB47_00038605-RB	ABT39_00011872-RB
OG0016090	DB47_00039550-RA	ABT39_00043664-RB
OG0016091	DB47_00052996-RA	ABT39_00012312-RA
OG0016092	DB47_00029664-RA	ABT39_00017451-RC
OG0016094	DB47_00015957-RC	ABT39_00016449-RB
OG0016096	DB47_00034807-RB	ABT39_00060794-RA
OG0016097	DB47_00038245-RB	ABT39_00008932-RB
OG0016098	DB47_00024519-RA	ABT39_00007255-RD
OG0016100	DB47_00014806-RB	ABT39_00000689-RA
OG0016102	DB47_00008912-RA	ABT39_00012061-RA
OG0016105	DB47_00003710-RA	ABT39_00013028-RA
OG0016107	DB47_00031795-RA	ABT39_00014301-RB
OG0016109	DB47_00006052-RB	ABT39_00010849-RD
OG0016110	DB47_00022445-RA	ABT39_00006002-RA
OG0016111	DB47_00005553-RA	ABT39_00001049-RK
OG0016113	DB47_00059550-RA	ABT39_00105862-RA
OG0016114	DB47_00008299-RA	ABT39_00063258-RA
OG0016116	DB47_00004758-RB	ABT39_00061984-RA
OG0016117	DB47_00006280-RA	ABT39_00070820-RA
OG0016119	DB47_00047582-RA	ABT39_00002637-RA
OG0016121	DB47_00063429-RA	ABT39_00057651-RA
OG0016122	DB47_00069489-RA	ABT39_00103173-RA
OG0016123	DB47_00034440-RA	ABT39_00026346-RB
OG0016124	DB47_00071893-RA	ABT39_00022450-RB
OG0016125	DB47_00040691-RC	ABT39_00030035-RA
OG0016126	DB47_00010148-RA	ABT39_00044797-RA
OG0016130	DB47_00029134-RB	ABT39_00051558-RA
OG0016132	DB47_00002616-RA	ABT39_00067173-RA
OG0016136	DB47_00003567-RA	ABT39_00010159-RA
OG0016137	DB47_00017718-RC	ABT39_00027455-RA
OG0016141	DB47_00012732-RB	ABT39_00073026-RB
OG0016142	DB47_00004828-RD	ABT39_00074094-RB
OG0016144	DB47_00034947-RA	ABT39_00049342-RA
OG0016146	DB47_00007566-RA	ABT39_00068724-RA
OG0016151	DB47_00002747-RA	ABT39_00051966-RB
OG0016156	DB47_00001925-RG	ABT39_00000962-RD
OG0016157	DB47_00052784-RA	ABT39_00047524-RA
OG0016158	DB47_00003334-RA	ABT39_00006307-RA
OG0016159	DB47_00057119-RA	ABT39_00045520-RB
OG0016160	DB47_00009323-RA	ABT39_00026465-RA
OG0016161	DB47_00057225-RA	ABT39_00051635-RA
OG0016162	DB47_00016132-RA	ABT39_00028501-RA
OG0016163	DB47_00027245-RA	ABT39_00058107-RA
OG0016164	DB47_00029066-RC	ABT39_00001427-RB
OG0016165	DB47_00011947-RA	ABT39_00033363-RA
OG0016169	DB47_00049029-RA	ABT39_00058422-RA
OG0016171	DB47_00000949-RA	ABT39_00014447-RB
OG0016173	DB47_00015805-RA	ABT39_00028810-RB
OG0016175	DB47_00010842-RC	ABT39_00008939-RB
OG0016176	DB47_00016660-RA	ABT39_00013314-RB
OG0016182	DB47_00009467-RB	ABT39_00060558-RA
OG0016184	DB47_00027931-RB	ABT39_00026210-RB
OG0016186	DB47_00063378-RA	ABT39_00008853-RA
OG0016188	DB47_00032796-RB	ABT39_00037067-RA
OG0016189	DB47_00006149-RA	ABT39_00058638-RA
OG0016190	DB47_00014155-RD	ABT39_00011983-RD
OG0016191	DB47_00027399-RA	ABT39_00001357-RA
OG0016194	DB47_00016821-RA	ABT39_00015617-RB
OG0016196	DB47_00005638-RA	ABT39_00001472-RA
OG0016197	DB47_00040701-RA	ABT39_00024179-RA
OG0016199	DB47_00010120-RB	ABT39_00000440-RA
OG0016201	DB47_00035387-RB	ABT39_00001557-RC
OG0016202	DB47_00030544-RA	ABT39_00024414-RC
OG0016203	DB47_00002613-RB	ABT39_00043897-RA
OG0016205	DB47_00015741-RA	ABT39_00003618-RA
OG0016208	DB47_00029916-RC	ABT39_00002859-RD
OG0016211	DB47_00008868-RB	ABT39_00030264-RA
OG0016212	DB47_00008867-RA	ABT39_00030266-RA
OG0016213	DB47_00002257-RB	ABT39_00042430-RB
OG0016215	DB47_00025520-RB	ABT39_00002648-RC
OG0016216	DB47_00007057-RD	ABT39_00009572-RA
OG0016217	DB47_00044535-RA	ABT39_00042083-RA
OG0016219	DB47_00035968-RA	ABT39_00039778-RC
OG0016220	DB47_00006893-RA	ABT39_00085858-RA
OG0016222	DB47_00047610-RA	ABT39_00040997-RA
OG0016223	DB47_00000586-RD	ABT39_00098001-RA
OG0016224	DB47_00037109-RA	ABT39_00033509-RA
OG0016225	DB47_00012164-RC	ABT39_00055720-RB
OG0016226	DB47_00005417-RC	ABT39_00026810-RA
OG0016227	DB47_00004355-RA	ABT39_00036492-RA
OG0016228	DB47_00023606-RC	ABT39_00010500-RC
OG0016229	DB47_00009807-RA	ABT39_00013669-RA
OG0016231	DB47_00002385-RA	ABT39_00047678-RA
OG0016232	DB47_00008069-RA	ABT39_00045383-RA
OG0016238	DB47_00029754-RA	ABT39_00100982-RA
OG0016239	DB47_00012047-RC	ABT39_00045614-RC
OG0016241	DB47_00043021-RA	ABT39_00080706-RB
OG0016242	DB47_00018073-RA	ABT39_00023465-RD
OG0016245	DB47_00004499-RB	ABT39_00029384-RB
OG0016246	DB47_00054613-RB	ABT39_00079323-RA
OG0016252	DB47_00010008-RA	ABT39_00026538-RA
OG0016256	DB47_00013427-RA	ABT39_00035281-RA
OG0016258	DB47_00006163-RE	ABT39_00018948-RA
OG0016260	DB47_00030173-RB	ABT39_00011282-RB
OG0016261	DB47_00049737-RA	ABT39_00106877-RA
OG0016263	DB47_00039341-RA	ABT39_00088925-RA
OG0016264	DB47_00047725-RA	ABT39_00103148-RA
OG0016266	DB47_00017682-RD	ABT39_00026795-RD
OG0016267	DB47_00041488-RA	ABT39_00058521-RA
OG0016269	DB47_00044996-RA	ABT39_00082232-RA
OG0016270	DB47_00014721-RC	ABT39_00018726-RA
OG0016273	DB47_00005146-RC	ABT39_00015885-RB
OG0016274	DB47_00027968-RA	ABT39_00040568-RB
OG0016277	DB47_00012466-RA	ABT39_00018849-RD
OG0016278	DB47_00005728-RI	ABT39_00000105-RJ
OG0016279	DB47_00041188-RA	ABT39_00075988-RA
OG0016280	DB47_00059313-RA	ABT39_00004402-RA
OG0016284	DB47_00035009-RA	ABT39_00027617-RB
OG0016286	DB47_00013038-RB	ABT39_00028101-RA
OG0016289	DB47_00019776-RA	ABT39_00023391-RB
OG0016290	DB47_00005460-RB	ABT39_00013716-RC
OG0016291	DB47_00035443-RA	ABT39_00041435-RB
OG0016292	DB47_00021548-RB	ABT39_00086501-RA
OG0016293	DB47_00022360-RB	ABT39_00053516-RB
OG0016296	DB47_00002053-RA	ABT39_00088866-RA
OG0016301	DB47_00033161-RA	ABT39_00062054-RA
OG0016303	DB47_00024427-RA	ABT39_00102184-RA
OG0016305	DB47_00017162-RA	ABT39_00054081-RB
OG0016306	DB47_00072505-RA	ABT39_00085996-RA
OG0016307	DB47_00001142-RA	ABT39_00011658-RA
OG0016310	DB47_00003985-RA	ABT39_00055811-RA
OG0016311	DB47_00017579-RC	ABT39_00005233-RA
OG0016315	DB47_00011395-RA	ABT39_00003856-RA
OG0016316	DB47_00002136-RE	ABT39_00003857-RA
OG0016320	DB47_00006757-RB	ABT39_00003931-RB
OG0016326	DB47_00026776-RA	ABT39_00022430-RA
OG0016331	DB47_00019182-RA	ABT39_00066411-RA
OG0016332	DB47_00053252-RA	ABT39_00086639-RA
OG0016333	DB47_00022998-RA	ABT39_00099040-RA
OG0016334	DB47_00053553-RA	ABT39_00062103-RB
OG0016339	DB47_00052567-RA	ABT39_00059145-RA
OG0016340	DB47_00039555-RA	ABT39_00099296-RA
OG0016341	DB47_00025103-RA	ABT39_00041657-RB
OG0016346	DB47_00035829-RA	ABT39_00073338-RA
OG0016347	DB47_00061547-RA	ABT39_00098130-RA
OG0016348	DB47_00046545-RB	ABT39_00099713-RA
OG0016349	DB47_00038125-RA	ABT39_00035637-RF
OG0016351	DB47_00013453-RA	ABT39_00096722-RA
OG0016353	DB47_00021270-RB	ABT39_00015577-RD
OG0016355	DB47_00025257-RB	ABT39_00036323-RA
OG0016356	DB47_00060172-RA	ABT39_00107890-RA
OG0016358	DB47_00002352-RA	ABT39_00058931-RB
OG0016373	DB47_00056645-RA	ABT39_00104714-RA
OG0016375	DB47_00038277-RB	ABT39_00072068-RB
