OG0012315	ABT39_00035779-RB	DB47_00014285-RA
OG0015345	ABT39_00026090-RA	DB47_00046625-RA
OG0015346	ABT39_00056468-RA	DB47_00023748-RA
OG0015347	ABT39_00044443-RA	DB47_00011365-RA
OG0015349	ABT39_00036664-RB	DB47_00059136-RA
OG0015350	ABT39_00001808-RC	DB47_00031657-RC
OG0015351	ABT39_00031095-RC	DB47_00044531-RA
OG0015355	ABT39_00067817-RC	DB47_00035036-RB
OG0015359	ABT39_00049312-RA	DB47_00006599-RA
OG0015360	ABT39_00086554-RA	DB47_00028718-RB
OG0015365	ABT39_00037473-RA	DB47_00054667-RA
OG0015367	ABT39_00032308-RA	DB47_00022740-RB
OG0015371	ABT39_00089549-RA	DB47_00041014-RB
OG0015375	ABT39_00090379-RA	DB47_00057112-RA
OG0015381	ABT39_00098974-RA	DB47_00010280-RA
OG0015383	ABT39_00090278-RA	DB47_00013538-RA
OG0015386	ABT39_00083960-RA	DB47_00040250-RA
OG0015387	ABT39_00089482-RA	DB47_00041125-RA
OG0015390	ABT39_00067586-RB	DB47_00013724-RA
OG0015391	ABT39_00029302-RA	DB47_00020369-RA
OG0015393	ABT39_00001391-RA	DB47_00036050-RB
OG0015397	ABT39_00001154-RA	DB47_00000076-RB
OG0015398	ABT39_00000115-RB	DB47_00000013-RA
OG0015401	ABT39_00032875-RA	DB47_00003355-RC
OG0015402	ABT39_00043773-RB	DB47_00005466-RA
OG0015403	ABT39_00032214-RA	DB47_00020647-RB
OG0015406	ABT39_00003448-RA	DB47_00027334-RA
OG0015408	ABT39_00010870-RB	DB47_00019914-RE
OG0015412	ABT39_00012571-RB	DB47_00018154-RA
OG0015413	ABT39_00086971-RA	DB47_00000799-RA
OG0015415	ABT39_00017817-RB	DB47_00023029-RD
OG0015416	ABT39_00015484-RA	DB47_00030236-RC
OG0015419	ABT39_00049880-RB	DB47_00040227-RA
OG0015420	ABT39_00088629-RA	DB47_00004627-RA
OG0015421	ABT39_00015572-RA	DB47_00011000-RA
OG0015422	ABT39_00022346-RA	DB47_00041782-RA
OG0015423	ABT39_00001485-RA	DB47_00005826-RD
OG0015424	ABT39_00027257-RA	DB47_00021391-RB
OG0015427	ABT39_00016967-RA	DB47_00056889-RA
OG0015429	ABT39_00004743-RA	DB47_00001429-RA
OG0015430	ABT39_00004739-RB	DB47_00016935-RD
OG0015431	ABT39_00004738-RB	DB47_00016936-RD
OG0015435	ABT39_00023038-RB	DB47_00040127-RA
OG0015437	ABT39_00048564-RA	DB47_00004294-RA
OG0015438	ABT39_00007735-RA	DB47_00007791-RA
OG0015439	ABT39_00007734-RC	DB47_00007790-RB
OG0015442	ABT39_00074722-RA	DB47_00033601-RA
OG0015443	ABT39_00008158-RA	DB47_00056685-RA
OG0015444	ABT39_00041087-RA	DB47_00042932-RA
OG0015447	ABT39_00023089-RD	DB47_00022959-RA
OG0015452	ABT39_00008152-RB	DB47_00024409-RB
OG0015453	ABT39_00008287-RB	DB47_00021600-RA
OG0015454	ABT39_00003803-RA	DB47_00000896-RA
OG0015455	ABT39_00004645-RC	DB47_00002834-RH
OG0015456	ABT39_00053529-RA	DB47_00070660-RA
OG0015457	ABT39_00066068-RB	DB47_00041294-RB
OG0015461	ABT39_00066145-RB	DB47_00058839-RA
OG0015463	ABT39_00080030-RA	DB47_00049870-RA
OG0015464	ABT39_00078137-RA	DB47_00056239-RA
OG0015465	ABT39_00107910-RA	DB47_00030596-RA
OG0015472	ABT39_00075132-RA	DB47_00006111-RH
OG0015473	ABT39_00057466-RA	DB47_00016578-RA
OG0015476	ABT39_00034030-RA	DB47_00009079-RB
OG0015480	ABT39_00023579-RB	DB47_00007765-RB
OG0015482	ABT39_00031239-RC	DB47_00035386-RA
OG0015483	ABT39_00107719-RA	DB47_00060029-RA
OG0015484	ABT39_00016769-RD	DB47_00022206-RB
OG0015485	ABT39_00063492-RA	DB47_00047073-RB
OG0015486	ABT39_00093612-RA	DB47_00027100-RB
OG0015488	ABT39_00018480-RB	DB47_00013741-RA
OG0015490	ABT39_00057671-RA	DB47_00004573-RA
OG0015492	ABT39_00041805-RB	DB47_00040135-RA
OG0015495	ABT39_00092656-RA	DB47_00043708-RA
OG0015496	ABT39_00014261-RB	DB47_00033788-RA
OG0015501	ABT39_00066917-RB	DB47_00043082-RA
OG0015502	ABT39_00050066-RC	DB47_00014289-RC
OG0015505	ABT39_00103009-RA	DB47_00024750-RA
OG0015506	ABT39_00097489-RA	DB47_00025866-RB
OG0015508	ABT39_00070856-RA	DB47_00000957-RA
OG0015509	ABT39_00102267-RA	DB47_00013865-RA
OG0015511	ABT39_00076930-RA	DB47_00040052-RA
OG0015512	ABT39_00062012-RA	DB47_00041176-RA
OG0015513	ABT39_00062600-RB	DB47_00002728-RB
OG0015515	ABT39_00054904-RC	DB47_00006453-RA
OG0015516	ABT39_00102547-RA	DB47_00023479-RA
OG0015518	ABT39_00080840-RB	DB47_00040308-RB
OG0015519	ABT39_00096939-RA	DB47_00047754-RA
OG0015520	ABT39_00095814-RA	DB47_00069104-RA
OG0015522	ABT39_00073916-RA	DB47_00028338-RA
OG0015523	ABT39_00041229-RE	DB47_00015038-RB
OG0015526	ABT39_00110053-RA	DB47_00054561-RA
OG0015527	ABT39_00052622-RB	DB47_00025518-RA
OG0015532	ABT39_00003371-RF	DB47_00018594-RB
OG0015533	ABT39_00103529-RA	DB47_00029516-RC
OG0015534	ABT39_00021857-RC	DB47_00010744-RC
OG0015537	ABT39_00001195-RA	DB47_00067370-RA
OG0015538	ABT39_00015386-RA	DB47_00036971-RB
OG0015539	ABT39_00083935-RA	DB47_00045972-RA
OG0015540	ABT39_00010674-RA	DB47_00014096-RE
OG0015543	ABT39_00001105-RA	DB47_00003421-RA
OG0015544	ABT39_00001106-RD	DB47_00003420-RC
OG0015547	ABT39_00065341-RA	DB47_00028711-RA
OG0015549	ABT39_00014055-RD	DB47_00005852-RF
OG0015552	ABT39_00098071-RA	DB47_00043683-RB
OG0015553	ABT39_00107770-RA	DB47_00039536-RA
OG0015554	ABT39_00017245-RA	DB47_00040276-RB
OG0015558	ABT39_00061139-RC	DB47_00035327-RB
OG0015561	ABT39_00061230-RA	DB47_00044344-RA
OG0015562	ABT39_00062092-RB	DB47_00029836-RD
OG0015564	ABT39_00021912-RB	DB47_00012346-RB
OG0015566	ABT39_00002318-RD	DB47_00002800-RC
OG0015571	ABT39_00070337-RA	DB47_00029759-RA
OG0015573	ABT39_00025117-RA	DB47_00008436-RA
OG0015577	ABT39_00027154-RA	DB47_00041907-RA
OG0015580	ABT39_00102453-RA	DB47_00047571-RA
OG0015585	ABT39_00106478-RA	DB47_00035676-RA
OG0015587	ABT39_00060482-RA	DB47_00069458-RA
OG0015594	ABT39_00010337-RA	DB47_00013661-RC
OG0015595	ABT39_00010336-RA	DB47_00044111-RA
OG0015599	ABT39_00002287-RE	DB47_00001345-RB
OG0015601	ABT39_00081574-RA	DB47_00034635-RA
OG0015602	ABT39_00049063-RB	DB47_00009482-RB
OG0015607	ABT39_00039447-RB	DB47_00031396-RA
OG0015610	ABT39_00027132-RA	DB47_00023483-RA
OG0015613	ABT39_00039014-RA	DB47_00006004-RA
OG0015614	ABT39_00058682-RA	DB47_00064635-RA
OG0015615	ABT39_00105611-RA	DB47_00031227-RA
OG0015616	ABT39_00057945-RA	DB47_00014150-RE
OG0015619	ABT39_00084207-RA	DB47_00018842-RC
OG0015621	ABT39_00064641-RA	DB47_00043389-RB
OG0015624	ABT39_00044648-RD	DB47_00018218-RC
OG0015625	ABT39_00019845-RD	DB47_00033118-RC
OG0015627	ABT39_00038553-RA	DB47_00059257-RA
OG0015632	ABT39_00082483-RA	DB47_00047969-RA
OG0015633	ABT39_00085033-RA	DB47_00062555-RA
OG0015635	ABT39_00022056-RA	DB47_00014107-RB
OG0015636	ABT39_00016901-RB	DB47_00031967-RA
OG0015637	ABT39_00099265-RA	DB47_00063084-RA
OG0015640	ABT39_00012246-RE	DB47_00029032-RB
OG0015651	ABT39_00066715-RA	DB47_00036411-RA
OG0015652	ABT39_00042223-RA	DB47_00001843-RB
OG0015654	ABT39_00090347-RA	DB47_00071292-RA
OG0015655	ABT39_00027611-RA	DB47_00029224-RA
OG0015656	ABT39_00026490-RD	DB47_00001793-RA
OG0015659	ABT39_00032462-RA	DB47_00004284-RC
OG0015662	ABT39_00020721-RA	DB47_00024110-RA
OG0015667	ABT39_00030173-RF	DB47_00018430-RC
OG0015669	ABT39_00005531-RA	DB47_00023079-RA
OG0015671	ABT39_00033333-RA	DB47_00049645-RA
OG0015674	ABT39_00017988-RD	DB47_00012084-RC
OG0015678	ABT39_00002420-RA	DB47_00026154-RA
OG0015681	ABT39_00002012-RB	DB47_00005445-RA
OG0015682	ABT39_00002011-RA	DB47_00005444-RA
OG0015684	ABT39_00092092-RA	DB47_00064072-RA
OG0015685	ABT39_00005140-RA	DB47_00000934-RC
OG0015687	ABT39_00005898-RI	DB47_00006353-RF
OG0015690	ABT39_00030460-RA	DB47_00013145-RB
OG0015691	ABT39_00018334-RG	DB47_00006461-RE
OG0015693	ABT39_00024718-RC	DB47_00002115-RB
OG0015696	ABT39_00016286-RA	DB47_00032519-RA
OG0015700	ABT39_00043397-RB	DB47_00044429-RA
OG0015701	ABT39_00034557-RC	DB47_00056799-RA
OG0015702	ABT39_00053545-RA	DB47_00030545-RB
OG0015705	ABT39_00043072-RA	DB47_00078664-RA
OG0015706	ABT39_00035812-RA	DB47_00005215-RA
OG0015709	ABT39_00018454-RA	DB47_00060800-RA
OG0015711	ABT39_00034388-RA	DB47_00029362-RA
OG0015712	ABT39_00024258-RC	DB47_00010617-RE
OG0015713	ABT39_00104916-RA	DB47_00017893-RA
OG0015714	ABT39_00019664-RE	DB47_00016945-RF
OG0015726	ABT39_00062501-RA	DB47_00027527-RA
OG0015727	ABT39_00035600-RA	DB47_00066645-RA
OG0015730	ABT39_00015741-RA	DB47_00063559-RA
OG0015733	ABT39_00020084-RA	DB47_00073468-RA
OG0015740	ABT39_00017155-RF	DB47_00029846-RD
OG0015748	ABT39_00038168-RA	DB47_00008281-RA
OG0015750	ABT39_00003738-RB	DB47_00018838-RB
OG0015758	ABT39_00086198-RA	DB47_00009065-RA
OG0015759	ABT39_00009345-RC	DB47_00004418-RF
OG0015760	ABT39_00009344-RC	DB47_00004419-RD
OG0015762	ABT39_00062141-RA	DB47_00038295-RA
OG0015763	ABT39_00083121-RA	DB47_00018047-RD
OG0015766	ABT39_00042348-RA	DB47_00012996-RA
OG0015767	ABT39_00016296-RA	DB47_00025079-RA
OG0015769	ABT39_00048686-RA	DB47_00005225-RC
OG0015774	ABT39_00079409-RA	DB47_00010002-RA
OG0015775	ABT39_00108036-RA	DB47_00039898-RA
OG0015777	ABT39_00007703-RA	DB47_00017132-RA
OG0015779	ABT39_00065063-RA	DB47_00012534-RA
OG0015780	ABT39_00019326-RD	DB47_00007810-RA
OG0015781	ABT39_00032602-RA	DB47_00052500-RA
OG0015782	ABT39_00084980-RA	DB47_00049698-RA
OG0015783	ABT39_00024463-RA	DB47_00001976-RB
OG0015786	ABT39_00046035-RA	DB47_00018381-RA
OG0015787	ABT39_00043923-RB	DB47_00010504-RA
OG0015791	ABT39_00017213-RB	DB47_00030960-RB
OG0015792	ABT39_00055348-RB	DB47_00042907-RA
OG0015793	ABT39_00015408-RA	DB47_00030053-RA
OG0015794	ABT39_00031025-RB	DB47_00017607-RB
OG0015798	ABT39_00020190-RA	DB47_00021450-RA
OG0015800	ABT39_00029364-RC	DB47_00017666-RD
OG0015801	ABT39_00058962-RA	DB47_00028243-RA
OG0015803	ABT39_00023643-RA	DB47_00011717-RE
OG0015805	ABT39_00046005-RE	DB47_00023555-RC
OG0015807	ABT39_00038958-RB	DB47_00016970-RB
OG0015809	ABT39_00009834-RA	DB47_00029610-RA
OG0015813	ABT39_00005101-RF	DB47_00013457-RC
OG0015814	ABT39_00039699-RA	DB47_00061373-RA
OG0015815	ABT39_00046607-RA	DB47_00063730-RA
OG0015816	ABT39_00046425-RA	DB47_00046438-RB
OG0015818	ABT39_00050372-RA	DB47_00051725-RA
OG0015819	ABT39_00059065-RA	DB47_00040028-RA
OG0015820	ABT39_00081570-RA	DB47_00045327-RA
OG0015821	ABT39_00001869-RD	DB47_00004504-RE
OG0015822	ABT39_00066286-RA	DB47_00026745-RD
OG0015824	ABT39_00066761-RA	DB47_00025497-RA
OG0015825	ABT39_00036638-RB	DB47_00038527-RC
OG0015826	ABT39_00049305-RA	DB47_00050963-RA
OG0015827	ABT39_00042644-RA	DB47_00015383-RA
OG0015829	ABT39_00012852-RB	DB47_00017794-RA
OG0015834	ABT39_00050603-RA	DB47_00031719-RA
OG0015842	ABT39_00034895-RA	DB47_00021463-RA
OG0015843	ABT39_00025810-RA	DB47_00037541-RA
OG0015844	ABT39_00006806-RD	DB47_00001047-RD
OG0015848	ABT39_00026249-RA	DB47_00014339-RA
OG0015849	ABT39_00003429-RE	DB47_00008697-RC
OG0015850	ABT39_00098945-RA	DB47_00073389-RA
OG0015851	ABT39_00034815-RB	DB47_00006754-RA
OG0015854	ABT39_00041492-RA	DB47_00003109-RA
OG0015855	ABT39_00020056-RA	DB47_00039613-RB
OG0015856	ABT39_00079018-RA	DB47_00010416-RA
OG0015857	ABT39_00034026-RA	DB47_00011464-RA
OG0015861	ABT39_00049346-RA	DB47_00073363-RA
OG0015863	ABT39_00103454-RA	DB47_00073243-RA
OG0015865	ABT39_00054389-RA	DB47_00006061-RA
OG0015866	ABT39_00010055-RA	DB47_00043686-RA
OG0015870	ABT39_00105119-RA	DB47_00045787-RB
OG0015873	ABT39_00066024-RA	DB47_00023089-RB
OG0015876	ABT39_00055302-RA	DB47_00037182-RA
OG0015878	ABT39_00079458-RA	DB47_00016942-RB
OG0015890	ABT39_00036730-RB	DB47_00025660-RB
OG0015892	ABT39_00032316-RB	DB47_00017748-RA
OG0015893	ABT39_00031197-RA	DB47_00069371-RA
OG0015895	ABT39_00098835-RA	DB47_00012140-RA
OG0015900	ABT39_00009754-RA	DB47_00053298-RA
OG0015901	ABT39_00006381-RC	DB47_00021963-RB
OG0015902	ABT39_00032531-RA	DB47_00003615-RC
OG0015904	ABT39_00009380-RA	DB47_00042987-RA
OG0015906	ABT39_00040159-RA	DB47_00021402-RA
OG0015910	ABT39_00004817-RD	DB47_00003881-RB
OG0015911	ABT39_00046640-RA	DB47_00016116-RA
OG0015913	ABT39_00041428-RA	DB47_00004543-RB
OG0015914	ABT39_00041430-RA	DB47_00043048-RA
OG0015915	ABT39_00077002-RA	DB47_00025692-RA
OG0015918	ABT39_00052594-RB	DB47_00010560-RA
OG0015923	ABT39_00007063-RA	DB47_00011950-RA
OG0015926	ABT39_00027241-RA	DB47_00055901-RA
OG0015928	ABT39_00043964-RB	DB47_00001444-RA
OG0015929	ABT39_00060551-RA	DB47_00025019-RA
OG0015930	ABT39_00009301-RD	DB47_00010090-RA
OG0015931	ABT39_00030069-RD	DB47_00053894-RB
OG0015932	ABT39_00041116-RA	DB47_00030900-RA
OG0015937	ABT39_00053857-RB	DB47_00009614-RA
OG0015941	ABT39_00013431-RA	DB47_00039631-RA
OG0015946	ABT39_00088096-RA	DB47_00070883-RA
OG0015949	ABT39_00029892-RC	DB47_00038127-RA
OG0015951	ABT39_00088590-RA	DB47_00050958-RA
OG0015952	ABT39_00080904-RA	DB47_00021156-RC
OG0015953	ABT39_00083012-RA	DB47_00013866-RE
OG0015954	ABT39_00023266-RA	DB47_00005051-RA
OG0015959	ABT39_00059662-RA	DB47_00038174-RA
OG0015960	ABT39_00006969-RB	DB47_00002875-RB
OG0015961	ABT39_00034386-RA	DB47_00006878-RA
OG0015962	ABT39_00086401-RA	DB47_00006410-RA
OG0015963	ABT39_00005938-RA	DB47_00070436-RA
OG0015964	ABT39_00005737-RA	DB47_00004102-RA
OG0015965	ABT39_00005735-RB	DB47_00004100-RC
OG0015967	ABT39_00077807-RA	DB47_00001312-RA
OG0015968	ABT39_00014303-RA	DB47_00037600-RA
OG0015970	ABT39_00011014-RB	DB47_00010487-RC
OG0015971	ABT39_00033964-RA	DB47_00045829-RA
OG0015974	ABT39_00061895-RB	DB47_00004518-RA
OG0015975	ABT39_00066180-RB	DB47_00002048-RA
OG0015977	ABT39_00014946-RC	DB47_00003047-RC
OG0015980	ABT39_00001199-RA	DB47_00006187-RC
OG0015981	ABT39_00013583-RB	DB47_00021467-RB
OG0015987	ABT39_00005980-RC	DB47_00003150-RB
OG0015988	ABT39_00058079-RA	DB47_00058277-RA
OG0015989	ABT39_00052211-RA	DB47_00054491-RB
OG0015991	ABT39_00039841-RB	DB47_00007381-RB
OG0015992	ABT39_00030600-RA	DB47_00057563-RA
OG0015994	ABT39_00043926-RD	DB47_00022670-RB
OG0015997	ABT39_00018914-RA	DB47_00037327-RA
OG0016000	ABT39_00056533-RB	DB47_00036431-RA
OG0016002	ABT39_00046693-RA	DB47_00004031-RA
OG0016004	ABT39_00009998-RA	DB47_00063928-RA
OG0016005	ABT39_00011723-RA	DB47_00063371-RA
OG0016009	ABT39_00005127-RA	DB47_00024647-RE
OG0016010	ABT39_00039301-RA	DB47_00043990-RA
OG0016011	ABT39_00079419-RA	DB47_00006064-RB
OG0016013	ABT39_00063930-RB	DB47_00025213-RB
OG0016015	ABT39_00038900-RE	DB47_00003484-RA
OG0016016	ABT39_00082331-RA	DB47_00042903-RA
OG0016017	ABT39_00070713-RA	DB47_00009092-RD
OG0016018	ABT39_00035717-RA	DB47_00017473-RB
OG0016021	ABT39_00034396-RC	DB47_00004663-RB
OG0016022	ABT39_00034700-RA	DB47_00047580-RA
OG0016023	ABT39_00060870-RA	DB47_00006073-RA
OG0016024	ABT39_00057841-RA	DB47_00019481-RA
OG0016025	ABT39_00042441-RA	DB47_00067605-RA
OG0016027	ABT39_00064381-RA	DB47_00010728-RA
OG0016028	ABT39_00002836-RA	DB47_00002742-RB
OG0016029	ABT39_00009123-RA	DB47_00043499-RA
OG0016032	ABT39_00087229-RA	DB47_00006115-RA
OG0016033	ABT39_00005484-RB	DB47_00009562-RC
OG0016034	ABT39_00048299-RA	DB47_00051381-RA
OG0016037	ABT39_00095054-RA	DB47_00064020-RA
OG0016038	ABT39_00098255-RA	DB47_00037457-RA
OG0016040	ABT39_00021568-RA	DB47_00016193-RB
OG0016046	ABT39_00001609-RF	DB47_00021126-RA
OG0016048	ABT39_00010481-RA	DB47_00044566-RA
OG0016052	ABT39_00018588-RA	DB47_00017744-RD
OG0016053	ABT39_00014985-RA	DB47_00024756-RA
OG0016054	ABT39_00015476-RA	DB47_00002187-RA
OG0016057	ABT39_00060502-RA	DB47_00020043-RA
OG0016059	ABT39_00033413-RB	DB47_00040935-RA
OG0016065	ABT39_00035333-RA	DB47_00034670-RA
OG0016066	ABT39_00008457-RF	DB47_00006393-RE
OG0016068	ABT39_00077173-RA	DB47_00052909-RA
OG0016071	ABT39_00050038-RB	DB47_00010696-RA
OG0016074	ABT39_00000483-RB	DB47_00002506-RB
OG0016075	ABT39_00026294-RA	DB47_00002501-RA
OG0016076	ABT39_00001975-RA	DB47_00037425-RA
OG0016079	ABT39_00020157-RC	DB47_00032792-RA
OG0016081	ABT39_00009665-RA	DB47_00034541-RA
OG0016082	ABT39_00005055-RA	DB47_00050198-RA
OG0016085	ABT39_00004894-RA	DB47_00039669-RA
OG0016086	ABT39_00049463-RA	DB47_00049747-RA
OG0016087	ABT39_00011872-RB	DB47_00038605-RB
OG0016090	ABT39_00043664-RB	DB47_00039550-RA
OG0016091	ABT39_00012312-RA	DB47_00052996-RA
OG0016092	ABT39_00017451-RC	DB47_00029664-RA
OG0016094	ABT39_00016449-RB	DB47_00015957-RC
OG0016096	ABT39_00060794-RA	DB47_00034807-RB
OG0016097	ABT39_00008932-RB	DB47_00038245-RB
OG0016098	ABT39_00007255-RD	DB47_00024519-RA
OG0016100	ABT39_00000689-RA	DB47_00014806-RB
OG0016102	ABT39_00012061-RA	DB47_00008912-RA
OG0016105	ABT39_00013028-RA	DB47_00003710-RA
OG0016107	ABT39_00014301-RB	DB47_00031795-RA
OG0016109	ABT39_00010849-RD	DB47_00006052-RB
OG0016110	ABT39_00006002-RA	DB47_00022445-RA
OG0016111	ABT39_00001049-RK	DB47_00005553-RA
OG0016113	ABT39_00105862-RA	DB47_00059550-RA
OG0016114	ABT39_00063258-RA	DB47_00008299-RA
OG0016116	ABT39_00061984-RA	DB47_00004758-RB
OG0016117	ABT39_00070820-RA	DB47_00006280-RA
OG0016119	ABT39_00002637-RA	DB47_00047582-RA
OG0016121	ABT39_00057651-RA	DB47_00063429-RA
OG0016122	ABT39_00103173-RA	DB47_00069489-RA
OG0016123	ABT39_00026346-RB	DB47_00034440-RA
OG0016124	ABT39_00022450-RB	DB47_00071893-RA
OG0016125	ABT39_00030035-RA	DB47_00040691-RC
OG0016126	ABT39_00044797-RA	DB47_00010148-RA
OG0016130	ABT39_00051558-RA	DB47_00029134-RB
OG0016132	ABT39_00067173-RA	DB47_00002616-RA
OG0016136	ABT39_00010159-RA	DB47_00003567-RA
OG0016137	ABT39_00027455-RA	DB47_00017718-RC
OG0016141	ABT39_00073026-RB	DB47_00012732-RB
OG0016142	ABT39_00074094-RB	DB47_00004828-RD
OG0016144	ABT39_00049342-RA	DB47_00034947-RA
OG0016146	ABT39_00068724-RA	DB47_00007566-RA
OG0016151	ABT39_00051966-RB	DB47_00002747-RA
OG0016156	ABT39_00000962-RD	DB47_00001925-RG
OG0016157	ABT39_00047524-RA	DB47_00052784-RA
OG0016158	ABT39_00006307-RA	DB47_00003334-RA
OG0016159	ABT39_00045520-RB	DB47_00057119-RA
OG0016160	ABT39_00026465-RA	DB47_00009323-RA
OG0016161	ABT39_00051635-RA	DB47_00057225-RA
OG0016162	ABT39_00028501-RA	DB47_00016132-RA
OG0016163	ABT39_00058107-RA	DB47_00027245-RA
OG0016164	ABT39_00001427-RB	DB47_00029066-RC
OG0016165	ABT39_00033363-RA	DB47_00011947-RA
OG0016169	ABT39_00058422-RA	DB47_00049029-RA
OG0016171	ABT39_00014447-RB	DB47_00000949-RA
OG0016173	ABT39_00028810-RB	DB47_00015805-RA
OG0016175	ABT39_00008939-RB	DB47_00010842-RC
OG0016176	ABT39_00013314-RB	DB47_00016660-RA
OG0016182	ABT39_00060558-RA	DB47_00009467-RB
OG0016184	ABT39_00026210-RB	DB47_00027931-RB
OG0016186	ABT39_00008853-RA	DB47_00063378-RA
OG0016188	ABT39_00037067-RA	DB47_00032796-RB
OG0016189	ABT39_00058638-RA	DB47_00006149-RA
OG0016190	ABT39_00011983-RD	DB47_00014155-RD
OG0016191	ABT39_00001357-RA	DB47_00027399-RA
OG0016194	ABT39_00015617-RB	DB47_00016821-RA
OG0016196	ABT39_00001472-RA	DB47_00005638-RA
OG0016197	ABT39_00024179-RA	DB47_00040701-RA
OG0016199	ABT39_00000440-RA	DB47_00010120-RB
OG0016201	ABT39_00001557-RC	DB47_00035387-RB
OG0016202	ABT39_00024414-RC	DB47_00030544-RA
OG0016203	ABT39_00043897-RA	DB47_00002613-RB
OG0016205	ABT39_00003618-RA	DB47_00015741-RA
OG0016208	ABT39_00002859-RD	DB47_00029916-RC
OG0016211	ABT39_00030264-RA	DB47_00008868-RB
OG0016212	ABT39_00030266-RA	DB47_00008867-RA
OG0016213	ABT39_00042430-RB	DB47_00002257-RB
OG0016215	ABT39_00002648-RC	DB47_00025520-RB
OG0016216	ABT39_00009572-RA	DB47_00007057-RD
OG0016217	ABT39_00042083-RA	DB47_00044535-RA
OG0016219	ABT39_00039778-RC	DB47_00035968-RA
OG0016220	ABT39_00085858-RA	DB47_00006893-RA
OG0016222	ABT39_00040997-RA	DB47_00047610-RA
OG0016223	ABT39_00098001-RA	DB47_00000586-RD
OG0016224	ABT39_00033509-RA	DB47_00037109-RA
OG0016225	ABT39_00055720-RB	DB47_00012164-RC
OG0016226	ABT39_00026810-RA	DB47_00005417-RC
OG0016227	ABT39_00036492-RA	DB47_00004355-RA
OG0016228	ABT39_00010500-RC	DB47_00023606-RC
OG0016229	ABT39_00013669-RA	DB47_00009807-RA
OG0016231	ABT39_00047678-RA	DB47_00002385-RA
OG0016232	ABT39_00045383-RA	DB47_00008069-RA
OG0016238	ABT39_00100982-RA	DB47_00029754-RA
OG0016239	ABT39_00045614-RC	DB47_00012047-RC
OG0016241	ABT39_00080706-RB	DB47_00043021-RA
OG0016242	ABT39_00023465-RD	DB47_00018073-RA
OG0016245	ABT39_00029384-RB	DB47_00004499-RB
OG0016246	ABT39_00079323-RA	DB47_00054613-RB
OG0016252	ABT39_00026538-RA	DB47_00010008-RA
OG0016256	ABT39_00035281-RA	DB47_00013427-RA
OG0016258	ABT39_00018948-RA	DB47_00006163-RE
OG0016260	ABT39_00011282-RB	DB47_00030173-RB
OG0016261	ABT39_00106877-RA	DB47_00049737-RA
OG0016263	ABT39_00088925-RA	DB47_00039341-RA
OG0016264	ABT39_00103148-RA	DB47_00047725-RA
OG0016266	ABT39_00026795-RD	DB47_00017682-RD
OG0016267	ABT39_00058521-RA	DB47_00041488-RA
OG0016269	ABT39_00082232-RA	DB47_00044996-RA
OG0016270	ABT39_00018726-RA	DB47_00014721-RC
OG0016273	ABT39_00015885-RB	DB47_00005146-RC
OG0016274	ABT39_00040568-RB	DB47_00027968-RA
OG0016277	ABT39_00018849-RD	DB47_00012466-RA
OG0016278	ABT39_00000105-RJ	DB47_00005728-RI
OG0016279	ABT39_00075988-RA	DB47_00041188-RA
OG0016280	ABT39_00004402-RA	DB47_00059313-RA
OG0016284	ABT39_00027617-RB	DB47_00035009-RA
OG0016286	ABT39_00028101-RA	DB47_00013038-RB
OG0016289	ABT39_00023391-RB	DB47_00019776-RA
OG0016290	ABT39_00013716-RC	DB47_00005460-RB
OG0016291	ABT39_00041435-RB	DB47_00035443-RA
OG0016292	ABT39_00086501-RA	DB47_00021548-RB
OG0016293	ABT39_00053516-RB	DB47_00022360-RB
OG0016296	ABT39_00088866-RA	DB47_00002053-RA
OG0016301	ABT39_00062054-RA	DB47_00033161-RA
OG0016303	ABT39_00102184-RA	DB47_00024427-RA
OG0016305	ABT39_00054081-RB	DB47_00017162-RA
OG0016306	ABT39_00085996-RA	DB47_00072505-RA
OG0016307	ABT39_00011658-RA	DB47_00001142-RA
OG0016310	ABT39_00055811-RA	DB47_00003985-RA
OG0016311	ABT39_00005233-RA	DB47_00017579-RC
OG0016315	ABT39_00003856-RA	DB47_00011395-RA
OG0016316	ABT39_00003857-RA	DB47_00002136-RE
OG0016320	ABT39_00003931-RB	DB47_00006757-RB
OG0016326	ABT39_00022430-RA	DB47_00026776-RA
OG0016331	ABT39_00066411-RA	DB47_00019182-RA
OG0016332	ABT39_00086639-RA	DB47_00053252-RA
OG0016333	ABT39_00099040-RA	DB47_00022998-RA
OG0016334	ABT39_00062103-RB	DB47_00053553-RA
OG0016339	ABT39_00059145-RA	DB47_00052567-RA
OG0016340	ABT39_00099296-RA	DB47_00039555-RA
OG0016341	ABT39_00041657-RB	DB47_00025103-RA
OG0016346	ABT39_00073338-RA	DB47_00035829-RA
OG0016347	ABT39_00098130-RA	DB47_00061547-RA
OG0016348	ABT39_00099713-RA	DB47_00046545-RB
OG0016349	ABT39_00035637-RF	DB47_00038125-RA
OG0016351	ABT39_00096722-RA	DB47_00013453-RA
OG0016353	ABT39_00015577-RD	DB47_00021270-RB
OG0016355	ABT39_00036323-RA	DB47_00025257-RB
OG0016356	ABT39_00107890-RA	DB47_00060172-RA
OG0016358	ABT39_00058931-RB	DB47_00002352-RA
OG0016373	ABT39_00104714-RA	DB47_00056645-RA
OG0016375	ABT39_00072068-RB	DB47_00038277-RB
