OG0012315	E0M31_00014648-RC	DB47_00014285-RA
OG0016730	E0M31_00068714-RA	DB47_00064528-RA
OG0016731	E0M31_00054479-RA	DB47_00052839-RA
OG0016735	E0M31_00042275-RB	DB47_00006175-RA
OG0016736	E0M31_00054160-RA	DB47_00012421-RA
OG0016737	E0M31_00087583-RA	DB47_00063968-RA
OG0016739	E0M31_00079638-RA	DB47_00016737-RA
OG0016740	E0M31_00028160-RA	DB47_00046659-RA
OG0016742	E0M31_00047897-RA	DB47_00028917-RA
OG0016744	E0M31_00027694-RB	DB47_00033902-RA
OG0016746	E0M31_00050528-RA	DB47_00061638-RA
OG0016749	E0M31_00057219-RA	DB47_00078762-RA
OG0016752	E0M31_00039823-RA	DB47_00015823-RA
OG0016754	E0M31_00037255-RA	DB47_00054546-RA
OG0016755	E0M31_00013147-RD	DB47_00022538-RB
OG0016760	E0M31_00059022-RA	DB47_00029729-RA
OG0016763	E0M31_00012543-RB	DB47_00039750-RA
OG0016764	E0M31_00041229-RA	DB47_00038465-RA
OG0016765	E0M31_00011090-RD	DB47_00000067-RE
OG0016769	E0M31_00003509-RA	DB47_00029565-RA
OG0016771	E0M31_00009391-RA	DB47_00026769-RA
OG0016772	E0M31_00086440-RA	DB47_00048334-RA
OG0016773	E0M31_00041258-RB	DB47_00052699-RA
OG0016774	E0M31_00019352-RB	DB47_00019570-RB
OG0016781	E0M31_00041512-RA	DB47_00028915-RA
OG0016782	E0M31_00070821-RA	DB47_00002516-RA
OG0016783	E0M31_00048021-RA	DB47_00032544-RA
OG0016785	E0M31_00008795-RB	DB47_00003611-RA
OG0016786	E0M31_00023981-RC	DB47_00029947-RB
OG0016787	E0M31_00023980-RA	DB47_00029948-RA
OG0016788	E0M31_00070590-RA	DB47_00004250-RB
OG0016792	E0M31_00001444-RA	DB47_00059337-RA
OG0016793	E0M31_00062890-RA	DB47_00033380-RA
OG0016794	E0M31_00049916-RA	DB47_00001825-RA
OG0016795	E0M31_00056026-RA	DB47_00021607-RB
OG0016796	E0M31_00018239-RB	DB47_00002710-RA
OG0016797	E0M31_00051919-RA	DB47_00008363-RA
OG0016798	E0M31_00036224-RA	DB47_00068106-RA
OG0016799	E0M31_00087712-RA	DB47_00078593-RA
OG0016800	E0M31_00057722-RA	DB47_00072549-RA
OG0016801	E0M31_00026420-RA	DB47_00040278-RA
OG0016802	E0M31_00048983-RA	DB47_00042422-RA
OG0016803	E0M31_00005674-RA	DB47_00018383-RA
OG0016807	E0M31_00037891-RA	DB47_00016021-RC
OG0016808	E0M31_00066798-RA	DB47_00054792-RA
OG0016809	E0M31_00022847-RB	DB47_00013110-RB
OG0016812	E0M31_00043709-RA	DB47_00037941-RA
OG0016814	E0M31_00006654-RD	DB47_00003895-RJ
OG0016815	E0M31_00019955-RB	DB47_00019227-RB
OG0016817	E0M31_00029138-RA	DB47_00064146-RA
OG0016819	E0M31_00006640-RA	DB47_00023515-RA
OG0016820	E0M31_00079913-RA	DB47_00045083-RA
OG0016821	E0M31_00043261-RA	DB47_00020210-RA
OG0016822	E0M31_00002488-RB	DB47_00003634-RE
OG0016823	E0M31_00086395-RA	DB47_00062990-RA
OG0016824	E0M31_00035947-RA	DB47_00043433-RA
OG0016826	E0M31_00007716-RA	DB47_00000651-RA
OG0016827	E0M31_00056219-RB	DB47_00044993-RA
OG0016828	E0M31_00082593-RA	DB47_00024122-RA
OG0016829	E0M31_00046902-RA	DB47_00005134-RA
OG0016831	E0M31_00001464-RA	DB47_00022837-RB
OG0016832	E0M31_00033135-RA	DB47_00018493-RA
OG0016833	E0M31_00030973-RA	DB47_00019565-RA
OG0016834	E0M31_00020776-RC	DB47_00043364-RA
OG0016837	E0M31_00006110-RA	DB47_00004921-RB
OG0016838	E0M31_00062378-RA	DB47_00055282-RA
OG0016839	E0M31_00014503-RA	DB47_00017276-RB
OG0016842	E0M31_00012108-RA	DB47_00022728-RB
OG0016844	E0M31_00034374-RB	DB47_00038436-RB
OG0016845	E0M31_00017862-RB	DB47_00071171-RA
OG0016849	E0M31_00061973-RA	DB47_00044103-RA
OG0016850	E0M31_00057042-RA	DB47_00061982-RA
OG0016853	E0M31_00060502-RA	DB47_00011214-RE
OG0016856	E0M31_00049797-RA	DB47_00013715-RA
OG0016858	E0M31_00063267-RA	DB47_00058029-RA
OG0016859	E0M31_00027773-RA	DB47_00040581-RA
OG0016860	E0M31_00006849-RB	DB47_00006598-RB
OG0016861	E0M31_00038271-RA	DB47_00059374-RA
OG0016862	E0M31_00072309-RA	DB47_00069796-RA
OG0016863	E0M31_00067463-RA	DB47_00062720-RA
OG0016867	E0M31_00003699-RA	DB47_00033747-RC
OG0016868	E0M31_00007587-RC	DB47_00019866-RB
OG0016869	E0M31_00024209-RA	DB47_00030764-RA
OG0016870	E0M31_00023972-RA	DB47_00043090-RA
OG0016871	E0M31_00012491-RB	DB47_00009251-RC
OG0016874	E0M31_00010628-RB	DB47_00002007-RA
OG0016875	E0M31_00044644-RA	DB47_00006917-RB
OG0016876	E0M31_00080405-RA	DB47_00072936-RA
OG0016881	E0M31_00011909-RB	DB47_00001891-RA
OG0016883	E0M31_00053391-RA	DB47_00003045-RA
OG0016884	E0M31_00051161-RC	DB47_00032534-RA
OG0016887	E0M31_00069279-RA	DB47_00062053-RA
OG0016888	E0M31_00051980-RA	DB47_00054797-RA
OG0016889	E0M31_00040784-RA	DB47_00002678-RA
OG0016890	E0M31_00083581-RA	DB47_00064014-RA
OG0016891	E0M31_00023529-RC	DB47_00002421-RA
OG0016893	E0M31_00043301-RA	DB47_00040330-RA
OG0016894	E0M31_00003393-RA	DB47_00040450-RA
OG0016895	E0M31_00072150-RA	DB47_00027006-RA
OG0016896	E0M31_00017080-RA	DB47_00047572-RA
OG0016898	E0M31_00021087-RA	DB47_00024058-RA
OG0016899	E0M31_00051905-RA	DB47_00025741-RA
OG0016900	E0M31_00049268-RA	DB47_00027246-RA
OG0016901	E0M31_00018024-RC	DB47_00010677-RC
OG0016902	E0M31_00050220-RA	DB47_00070508-RA
OG0016904	E0M31_00048154-RA	DB47_00036350-RA
OG0016905	E0M31_00017715-RA	DB47_00060320-RA
OG0016906	E0M31_00001508-RB	DB47_00027665-RB
OG0016908	E0M31_00040291-RB	DB47_00010685-RA
OG0016909	E0M31_00067955-RA	DB47_00019292-RA
OG0016910	E0M31_00046737-RA	DB47_00030851-RC
OG0016911	E0M31_00069341-RA	DB47_00028362-RB
OG0016912	E0M31_00040755-RA	DB47_00043066-RA
OG0016924	E0M31_00011840-RC	DB47_00006709-RB
OG0016925	E0M31_00067986-RA	DB47_00000360-RB
OG0016926	E0M31_00011797-RA	DB47_00025962-RA
OG0016929	E0M31_00013529-RE	DB47_00009419-RB
OG0016931	E0M31_00037420-RB	DB47_00031428-RA
OG0016932	E0M31_00061342-RA	DB47_00000918-RA
OG0016934	E0M31_00025191-RA	DB47_00011795-RA
OG0016941	E0M31_00080038-RA	DB47_00069405-RA
OG0016945	E0M31_00043918-RB	DB47_00073162-RA
OG0016947	E0M31_00019001-RA	DB47_00029437-RA
OG0016949	E0M31_00030357-RA	DB47_00006764-RA
OG0016952	E0M31_00045833-RA	DB47_00019422-RA
OG0016953	E0M31_00014143-RA	DB47_00079911-RA
OG0016956	E0M31_00065859-RA	DB47_00016482-RB
OG0016957	E0M31_00002446-RA	DB47_00050590-RB
OG0016958	E0M31_00063913-RA	DB47_00019067-RA
OG0016961	E0M31_00009590-RA	DB47_00012357-RA
OG0016962	E0M31_00003738-RA	DB47_00027833-RA
OG0016963	E0M31_00046807-RB	DB47_00057386-RA
OG0016964	E0M31_00026577-RC	DB47_00002525-RB
OG0016966	E0M31_00016222-RA	DB47_00046065-RA
OG0016967	E0M31_00002024-RA	DB47_00004286-RA
OG0016968	E0M31_00035935-RA	DB47_00039267-RA
OG0016969	E0M31_00034851-RB	DB47_00015344-RC
OG0016971	E0M31_00061632-RB	DB47_00009428-RB
OG0016972	E0M31_00020679-RA	DB47_00030649-RA
OG0016974	E0M31_00031195-RA	DB47_00014572-RA
OG0016976	E0M31_00032177-RB	DB47_00027228-RC
OG0016977	E0M31_00027073-RA	DB47_00043373-RB
OG0016978	E0M31_00037294-RA	DB47_00037167-RA
OG0016980	E0M31_00011914-RA	DB47_00017074-RB
OG0016981	E0M31_00079903-RA	DB47_00022054-RA
OG0016983	E0M31_00047767-RB	DB47_00048054-RB
OG0016985	E0M31_00048610-RA	DB47_00037210-RA
OG0016989	E0M31_00030157-RA	DB47_00001791-RB
OG0016991	E0M31_00068114-RA	DB47_00026236-RA
OG0016994	E0M31_00030178-RB	DB47_00006287-RA
OG0016995	E0M31_00022669-RB	DB47_00012382-RA
OG0016996	E0M31_00038458-RA	DB47_00054619-RA
OG0017000	E0M31_00000247-RA	DB47_00068021-RA
OG0017001	E0M31_00056450-RB	DB47_00039961-RB
OG0017003	E0M31_00035639-RA	DB47_00025698-RB
OG0017004	E0M31_00022753-RB	DB47_00022986-RB
OG0017007	E0M31_00002142-RA	DB47_00034972-RA
OG0017008	E0M31_00000864-RA	DB47_00003446-RB
OG0017010	E0M31_00027271-RA	DB47_00050293-RA
OG0017013	E0M31_00034866-RA	DB47_00064407-RA
OG0017014	E0M31_00071049-RA	DB47_00062484-RA
OG0017016	E0M31_00058564-RA	DB47_00021999-RA
OG0017017	E0M31_00067870-RA	DB47_00027847-RA
OG0017020	E0M31_00061291-RA	DB47_00004372-RA
OG0017022	E0M31_00041299-RA	DB47_00049350-RA
OG0017023	E0M31_00022170-RA	DB47_00000087-RF
OG0017027	E0M31_00022780-RA	DB47_00013488-RB
OG0017028	E0M31_00016003-RB	DB47_00022646-RB
OG0017029	E0M31_00091405-RA	DB47_00014228-RA
OG0017031	E0M31_00002771-RC	DB47_00004709-RB
OG0017033	E0M31_00027998-RB	DB47_00039409-RA
OG0017034	E0M31_00026795-RB	DB47_00030333-RD
OG0017035	E0M31_00089765-RA	DB47_00036624-RA
OG0017037	E0M31_00037988-RA	DB47_00006213-RA
OG0017038	E0M31_00011524-RA	DB47_00008751-RB
OG0017039	E0M31_00022160-RC	DB47_00012931-RA
OG0017040	E0M31_00047314-RB	DB47_00010594-RA
OG0017043	E0M31_00022192-RD	DB47_00033332-RA
OG0017045	E0M31_00000610-RC	DB47_00020974-RA
OG0017046	E0M31_00019329-RA	DB47_00044925-RA
OG0017050	E0M31_00012676-RC	DB47_00050615-RA
OG0017051	E0M31_00047715-RA	DB47_00003816-RA
OG0017052	E0M31_00008076-RA	DB47_00003586-RB
OG0017054	E0M31_00020212-RA	DB47_00045487-RA
OG0017056	E0M31_00080835-RA	DB47_00014274-RA
OG0017057	E0M31_00000541-RA	DB47_00014923-RC
OG0017062	E0M31_00010310-RA	DB47_00036021-RA
OG0017063	E0M31_00058408-RA	DB47_00007786-RA
OG0017066	E0M31_00031997-RB	DB47_00036706-RC
OG0017068	E0M31_00070252-RA	DB47_00016994-RA
OG0017070	E0M31_00023682-RB	DB47_00040368-RA
OG0017073	E0M31_00016356-RB	DB47_00012545-RA
OG0017074	E0M31_00013971-RC	DB47_00032169-RC
OG0017075	E0M31_00024285-RA	DB47_00033454-RA
OG0017076	E0M31_00042836-RA	DB47_00071530-RA
OG0017077	E0M31_00027061-RC	DB47_00030178-RB
OG0017078	E0M31_00073982-RA	DB47_00031288-RA
OG0017082	E0M31_00064869-RA	DB47_00056020-RA
OG0017083	E0M31_00017354-RA	DB47_00062952-RA
OG0017085	E0M31_00004257-RD	DB47_00009127-RB
OG0017091	E0M31_00031430-RA	DB47_00043078-RA
OG0017094	E0M31_00042331-RA	DB47_00047252-RB
OG0017095	E0M31_00071714-RA	DB47_00053594-RA
OG0017096	E0M31_00052198-RA	DB47_00049087-RA
OG0017098	E0M31_00070039-RA	DB47_00059786-RA
OG0017100	E0M31_00068627-RA	DB47_00011407-RA
OG0017101	E0M31_00043693-RC	DB47_00015647-RD
OG0017104	E0M31_00007904-RC	DB47_00006833-RC
OG0017105	E0M31_00067571-RA	DB47_00020654-RA
OG0017107	E0M31_00052090-RB	DB47_00021563-RA
OG0017108	E0M31_00018618-RB	DB47_00008420-RA
OG0017109	E0M31_00033084-RA	DB47_00002093-RA
OG0017111	E0M31_00004526-RA	DB47_00003619-RB
OG0017112	E0M31_00009155-RD	DB47_00011328-RA
OG0017117	E0M31_00071312-RA	DB47_00004360-RA
OG0017118	E0M31_00025776-RB	DB47_00015472-RB
OG0017119	E0M31_00044349-RA	DB47_00032012-RA
OG0017120	E0M31_00038827-RA	DB47_00001921-RC
OG0017122	E0M31_00046498-RA	DB47_00001633-RA
OG0017123	E0M31_00009063-RE	DB47_00001906-RB
OG0017124	E0M31_00025250-RA	DB47_00019245-RA
OG0017126	E0M31_00003159-RA	DB47_00036644-RA
OG0017128	E0M31_00033902-RA	DB47_00009668-RA
OG0017129	E0M31_00046747-RA	DB47_00031296-RA
OG0017130	E0M31_00050058-RA	DB47_00023503-RA
OG0017132	E0M31_00027221-RB	DB47_00025952-RB
OG0017133	E0M31_00036260-RD	DB47_00010405-RA
OG0017134	E0M31_00002826-RE	DB47_00003949-RC
OG0017139	E0M31_00013756-RA	DB47_00015207-RA
OG0017142	E0M31_00000641-RA	DB47_00000400-RC
OG0017143	E0M31_00063507-RA	DB47_00020450-RA
OG0017144	E0M31_00058363-RA	DB47_00040507-RA
OG0017145	E0M31_00011459-RA	DB47_00037841-RA
OG0017146	E0M31_00045175-RA	DB47_00038860-RA
OG0017148	E0M31_00053857-RA	DB47_00034631-RA
OG0017149	E0M31_00019243-RA	DB47_00000562-RB
OG0017151	E0M31_00000785-RC	DB47_00011378-RC
OG0017152	E0M31_00000789-RD	DB47_00026188-RA
OG0017155	E0M31_00050770-RA	DB47_00035480-RA
OG0017156	E0M31_00022988-RA	DB47_00019381-RB
OG0017158	E0M31_00024671-RA	DB47_00068274-RA
OG0017159	E0M31_00040016-RA	DB47_00063497-RA
OG0017160	E0M31_00017664-RA	DB47_00009766-RA
OG0017162	E0M31_00017984-RA	DB47_00025883-RC
OG0017163	E0M31_00012268-RA	DB47_00007221-RC
OG0017166	E0M31_00028419-RA	DB47_00040650-RA
OG0017169	E0M31_00016655-RA	DB47_00012503-RA
OG0017171	E0M31_00011043-RA	DB47_00047182-RB
OG0017172	E0M31_00006518-RA	DB47_00020025-RB
OG0017174	E0M31_00031442-RA	DB47_00010356-RB
OG0017177	E0M31_00067097-RA	DB47_00054801-RB
OG0017178	E0M31_00009690-RA	DB47_00065508-RA
OG0017179	E0M31_00020872-RA	DB47_00067733-RA
OG0017182	E0M31_00017247-RA	DB47_00015853-RA
OG0017183	E0M31_00010903-RB	DB47_00002428-RA
OG0017184	E0M31_00044264-RC	DB47_00057140-RA
OG0017186	E0M31_00092731-RA	DB47_00080012-RA
OG0017187	E0M31_00003208-RA	DB47_00017242-RA
OG0017188	E0M31_00003210-RA	DB47_00023936-RC
OG0017190	E0M31_00017797-RA	DB47_00032498-RA
OG0017191	E0M31_00022227-RA	DB47_00047154-RB
OG0017192	E0M31_00008302-RD	DB47_00021854-RB
OG0017195	E0M31_00056689-RA	DB47_00039599-RA
OG0017197	E0M31_00026556-RA	DB47_00021495-RC
OG0017199	E0M31_00059802-RA	DB47_00034313-RB
OG0017200	E0M31_00047004-RA	DB47_00015190-RA
OG0017201	E0M31_00010958-RC	DB47_00037820-RB
OG0017202	E0M31_00042011-RB	DB47_00023826-RA
OG0017203	E0M31_00043841-RA	DB47_00000726-RA
OG0017205	E0M31_00007057-RA	DB47_00072715-RA
OG0017207	E0M31_00035505-RA	DB47_00007202-RA
OG0017211	E0M31_00017393-RA	DB47_00057370-RA
OG0017212	E0M31_00018683-RA	DB47_00045606-RA
OG0017213	E0M31_00071590-RA	DB47_00032725-RA
OG0017216	E0M31_00069789-RA	DB47_00042865-RA
OG0017217	E0M31_00003661-RB	DB47_00059503-RA
OG0017219	E0M31_00035769-RB	DB47_00027190-RB
OG0017221	E0M31_00019249-RA	DB47_00054073-RA
OG0017222	E0M31_00051718-RA	DB47_00044821-RA
OG0017223	E0M31_00064629-RA	DB47_00005503-RB
OG0017224	E0M31_00008957-RA	DB47_00002685-RB
OG0017225	E0M31_00043369-RA	DB47_00050596-RA
OG0017226	E0M31_00051983-RA	DB47_00021147-RB
OG0017227	E0M31_00082679-RA	DB47_00022856-RA
OG0017230	E0M31_00003455-RF	DB47_00018293-RC
OG0017231	E0M31_00002584-RA	DB47_00012843-RA
OG0017233	E0M31_00075394-RA	DB47_00018628-RA
OG0017234	E0M31_00030644-RA	DB47_00067132-RA
OG0017235	E0M31_00031781-RA	DB47_00014715-RA
OG0017236	E0M31_00072146-RA	DB47_00057553-RA
OG0017237	E0M31_00025965-RA	DB47_00028428-RA
OG0017238	E0M31_00021562-RB	DB47_00015176-RC
OG0017240	E0M31_00045195-RA	DB47_00024137-RA
OG0017242	E0M31_00070529-RA	DB47_00064079-RA
OG0017244	E0M31_00036512-RC	DB47_00000306-RB
OG0017246	E0M31_00046087-RA	DB47_00009368-RB
OG0017249	E0M31_00062337-RA	DB47_00041666-RA
OG0017250	E0M31_00083846-RA	DB47_00056486-RB
OG0017252	E0M31_00047493-RB	DB47_00034363-RA
OG0017253	E0M31_00043624-RA	DB47_00060092-RA
OG0017254	E0M31_00041628-RA	DB47_00018179-RA
OG0017255	E0M31_00016369-RA	DB47_00020597-RA
OG0017256	E0M31_00013561-RA	DB47_00045058-RA
OG0017257	E0M31_00047947-RB	DB47_00013311-RA
OG0017258	E0M31_00015901-RA	DB47_00008271-RC
OG0017259	E0M31_00041486-RA	DB47_00059251-RA
OG0017263	E0M31_00040860-RA	DB47_00010638-RA
OG0017265	E0M31_00002367-RA	DB47_00004401-RA
OG0017267	E0M31_00070408-RA	DB47_00005672-RA
OG0017268	E0M31_00016402-RA	DB47_00012135-RA
OG0017269	E0M31_00016401-RC	DB47_00012136-RA
OG0017270	E0M31_00012926-RA	DB47_00063979-RA
OG0017272	E0M31_00051485-RB	DB47_00036355-RC
OG0017277	E0M31_00022999-RA	DB47_00041276-RB
OG0017278	E0M31_00022998-RA	DB47_00038175-RB
OG0017281	E0M31_00034389-RA	DB47_00020225-RB
OG0017282	E0M31_00011786-RA	DB47_00021909-RB
OG0017283	E0M31_00003846-RC	DB47_00006478-RA
OG0017284	E0M31_00039577-RA	DB47_00043570-RB
OG0017285	E0M31_00052257-RA	DB47_00044627-RA
OG0017286	E0M31_00023514-RA	DB47_00007052-RA
OG0017288	E0M31_00092950-RA	DB47_00077964-RA
OG0017290	E0M31_00002985-RA	DB47_00000166-RA
OG0017291	E0M31_00002988-RC	DB47_00001188-RC
OG0017292	E0M31_00002989-RA	DB47_00000167-RA
OG0017293	E0M31_00090603-RA	DB47_00075631-RA
OG0017298	E0M31_00068902-RA	DB47_00056441-RA
OG0017303	E0M31_00000447-RB	DB47_00011633-RB
OG0017304	E0M31_00078376-RA	DB47_00015001-RA
OG0017305	E0M31_00038928-RB	DB47_00032850-RB
OG0017306	E0M31_00023789-RA	DB47_00045078-RA
OG0017308	E0M31_00013273-RA	DB47_00007732-RA
OG0017309	E0M31_00058993-RB	DB47_00051677-RA
OG0017314	E0M31_00032544-RA	DB47_00028573-RB
OG0017316	E0M31_00046418-RA	DB47_00035618-RA
OG0017317	E0M31_00051445-RA	DB47_00015425-RA
OG0017319	E0M31_00003492-RA	DB47_00027914-RA
OG0017320	E0M31_00026437-RA	DB47_00009013-RA
OG0017324	E0M31_00032385-RA	DB47_00034407-RA
OG0017326	E0M31_00016051-RE	DB47_00014730-RE
OG0017328	E0M31_00052703-RA	DB47_00007373-RA
OG0017329	E0M31_00037237-RA	DB47_00033204-RA
OG0017331	E0M31_00003278-RA	DB47_00012316-RB
OG0017334	E0M31_00021309-RB	DB47_00025291-RB
OG0017336	E0M31_00055097-RA	DB47_00043008-RA
OG0017337	E0M31_00008163-RA	DB47_00021558-RB
OG0017338	E0M31_00054422-RB	DB47_00035513-RB
OG0017339	E0M31_00011201-RA	DB47_00039186-RA
OG0017341	E0M31_00033889-RB	DB47_00012621-RA
OG0017343	E0M31_00037632-RB	DB47_00004819-RB
OG0017344	E0M31_00058225-RA	DB47_00072295-RA
OG0017347	E0M31_00040720-RC	DB47_00004636-RA
OG0017351	E0M31_00007464-RC	DB47_00018309-RC
OG0017353	E0M31_00035472-RA	DB47_00067017-RA
OG0017354	E0M31_00048884-RA	DB47_00013912-RA
OG0017358	E0M31_00067149-RA	DB47_00015268-RC
OG0017359	E0M31_00002037-RA	DB47_00048602-RB
OG0017361	E0M31_00052774-RA	DB47_00013541-RA
OG0017362	E0M31_00061484-RA	DB47_00005754-RB
OG0017363	E0M31_00057820-RA	DB47_00014612-RA
OG0017364	E0M31_00017421-RA	DB47_00018728-RC
OG0017366	E0M31_00033841-RA	DB47_00062031-RA
OG0017369	E0M31_00009497-RD	DB47_00022235-RB
OG0017373	E0M31_00044910-RA	DB47_00049472-RA
OG0017374	E0M31_00047096-RA	DB47_00047704-RA
OG0017376	E0M31_00086016-RA	DB47_00078515-RA
OG0017377	E0M31_00076204-RA	DB47_00068409-RA
OG0017378	E0M31_00031812-RA	DB47_00022868-RA
OG0017379	E0M31_00000689-RE	DB47_00017869-RA
OG0017380	E0M31_00034606-RB	DB47_00032315-RB
OG0017381	E0M31_00013969-RD	DB47_00003471-RB
OG0017382	E0M31_00014206-RA	DB47_00017343-RA
OG0017384	E0M31_00034036-RB	DB47_00050188-RB
OG0017385	E0M31_00046967-RA	DB47_00066084-RA
OG0017389	E0M31_00004382-RC	DB47_00005928-RD
OG0017391	E0M31_00031023-RA	DB47_00008067-RC
OG0017393	E0M31_00001811-RA	DB47_00065032-RA
OG0017394	E0M31_00075968-RA	DB47_00022375-RA
OG0017396	E0M31_00004060-RA	DB47_00052287-RA
OG0017397	E0M31_00024143-RB	DB47_00019703-RA
OG0017398	E0M31_00077868-RA	DB47_00059814-RA
OG0017400	E0M31_00049919-RA	DB47_00007564-RA
OG0017401	E0M31_00060977-RA	DB47_00036391-RB
OG0017402	E0M31_00002528-RA	DB47_00002542-RA
OG0017403	E0M31_00025542-RA	DB47_00020653-RA
OG0017404	E0M31_00012557-RB	DB47_00030840-RA
OG0017408	E0M31_00003425-RA	DB47_00048062-RA
OG0017410	E0M31_00061750-RA	DB47_00064645-RA
OG0017411	E0M31_00073652-RA	DB47_00047776-RA
OG0017413	E0M31_00023744-RA	DB47_00017835-RD
OG0017414	E0M31_00009770-RB	DB47_00003740-RE
OG0017415	E0M31_00035243-RA	DB47_00043789-RC
OG0017416	E0M31_00033985-RA	DB47_00023657-RC
OG0017417	E0M31_00022136-RA	DB47_00024582-RA
OG0017418	E0M31_00023462-RA	DB47_00053216-RA
OG0017420	E0M31_00055715-RA	DB47_00040567-RA
OG0017421	E0M31_00026283-RA	DB47_00042196-RA
OG0017423	E0M31_00073209-RA	DB47_00064589-RA
OG0017424	E0M31_00014974-RA	DB47_00003760-RA
OG0017425	E0M31_00004385-RB	DB47_00041064-RB
OG0017427	E0M31_00001884-RA	DB47_00064633-RA
OG0017429	E0M31_00037874-RA	DB47_00016121-RC
OG0017430	E0M31_00032682-RA	DB47_00048659-RB
OG0017432	E0M31_00024643-RA	DB47_00044349-RA
OG0017434	E0M31_00045239-RA	DB47_00004714-RA
OG0017436	E0M31_00029949-RC	DB47_00044297-RA
OG0017437	E0M31_00064985-RA	DB47_00022177-RA
OG0017438	E0M31_00046270-RA	DB47_00043464-RA
OG0017439	E0M31_00020877-RD	DB47_00013260-RA
OG0017441	E0M31_00024934-RA	DB47_00078907-RA
OG0017442	E0M31_00002816-RC	DB47_00051890-RA
OG0017443	E0M31_00035113-RA	DB47_00032298-RB
OG0017444	E0M31_00008762-RA	DB47_00014149-RB
OG0017445	E0M31_00030228-RB	DB47_00039247-RA
OG0017447	E0M31_00061193-RA	DB47_00028318-RA
OG0017451	E0M31_00085782-RA	DB47_00078660-RA
OG0017452	E0M31_00027617-RA	DB47_00027567-RA
OG0017454	E0M31_00016545-RA	DB47_00017494-RB
OG0017455	E0M31_00049305-RA	DB47_00012643-RA
OG0017456	E0M31_00053175-RA	DB47_00025571-RA
OG0017459	E0M31_00018996-RD	DB47_00012989-RE
OG0017464	E0M31_00026876-RA	DB47_00006890-RA
OG0017466	E0M31_00018080-RB	DB47_00007505-RB
