OG0012312	E0M31_00068937-RA	ABT39_00020472-RA
OG0015348	E0M31_00020361-RA	ABT39_00025045-RA
OG0015354	E0M31_00012990-RA	ABT39_00086820-RB
OG0015356	E0M31_00013189-RB	ABT39_00067254-RA
OG0015357	E0M31_00070330-RA	ABT39_00107341-RA
OG0015361	E0M31_00029514-RA	ABT39_00096753-RA
OG0015362	E0M31_00004082-RF	ABT39_00006222-RB
OG0015363	E0M31_00012719-RG	ABT39_00025324-RB
OG0015366	E0M31_00011079-RA	ABT39_00001412-RA
OG0015368	E0M31_00046616-RA	ABT39_00010838-RA
OG0015369	E0M31_00047914-RA	ABT39_00089667-RA
OG0015370	E0M31_00033373-RA	ABT39_00079881-RA
OG0015372	E0M31_00049265-RA	ABT39_00026748-RA
OG0015373	E0M31_00066568-RA	ABT39_00083360-RA
OG0015374	E0M31_00006276-RG	ABT39_00012686-RA
OG0015376	E0M31_00010645-RC	ABT39_00011975-RB
OG0015377	E0M31_00003265-RE	ABT39_00003010-RE
OG0015379	E0M31_00061221-RA	ABT39_00067055-RA
OG0015380	E0M31_00045733-RA	ABT39_00055319-RA
OG0015385	E0M31_00019814-RB	ABT39_00070486-RB
OG0015388	E0M31_00070397-RA	ABT39_00097885-RA
OG0015389	E0M31_00008386-RB	ABT39_00020908-RD
OG0015395	E0M31_00026962-RB	ABT39_00002159-RA
OG0015399	E0M31_00032283-RB	ABT39_00003648-RA
OG0015400	E0M31_00035775-RA	ABT39_00078820-RB
OG0015404	E0M31_00056376-RB	ABT39_00001961-RD
OG0015405	E0M31_00018165-RA	ABT39_00036276-RA
OG0015407	E0M31_00028219-RB	ABT39_00024653-RB
OG0015409	E0M31_00004244-RA	ABT39_00007432-RD
OG0015410	E0M31_00081660-RA	ABT39_00046697-RA
OG0015411	E0M31_00035250-RA	ABT39_00023931-RA
OG0015414	E0M31_00036882-RA	ABT39_00099001-RA
OG0015417	E0M31_00051390-RA	ABT39_00040898-RA
OG0015418	E0M31_00037175-RA	ABT39_00066096-RB
OG0015426	E0M31_00017173-RB	ABT39_00007502-RD
OG0015428	E0M31_00001211-RA	ABT39_00015702-RA
OG0015433	E0M31_00040840-RB	ABT39_00044196-RB
OG0015434	E0M31_00025849-RA	ABT39_00044194-RA
OG0015441	E0M31_00017467-RD	ABT39_00030760-RA
OG0015445	E0M31_00007785-RA	ABT39_00025217-RA
OG0015446	E0M31_00038955-RA	ABT39_00031462-RA
OG0015448	E0M31_00001387-RA	ABT39_00023359-RC
OG0015449	E0M31_00016906-RA	ABT39_00005904-RA
OG0015450	E0M31_00027321-RA	ABT39_00029827-RA
OG0015451	E0M31_00073365-RA	ABT39_00014790-RA
OG0015458	E0M31_00003770-RA	ABT39_00043516-RB
OG0015459	E0M31_00012472-RF	ABT39_00080542-RA
OG0015460	E0M31_00029996-RA	ABT39_00091651-RA
OG0015466	E0M31_00030326-RB	ABT39_00066069-RA
OG0015467	E0M31_00024579-RC	ABT39_00061217-RB
OG0015469	E0M31_00004883-RA	ABT39_00013053-RA
OG0015470	E0M31_00032888-RB	ABT39_00016520-RC
OG0015471	E0M31_00002035-RD	ABT39_00015274-RA
OG0015477	E0M31_00055421-RA	ABT39_00022552-RA
OG0015479	E0M31_00042225-RA	ABT39_00037864-RA
OG0015487	E0M31_00011698-RC	ABT39_00082846-RB
OG0015489	E0M31_00010011-RA	ABT39_00084555-RA
OG0015493	E0M31_00017558-RA	ABT39_00106164-RA
OG0015494	E0M31_00050811-RA	ABT39_00075147-RA
OG0015497	E0M31_00085528-RA	ABT39_00122390-RA
OG0015500	E0M31_00063278-RA	ABT39_00090751-RA
OG0015503	E0M31_00012480-RG	ABT39_00024883-RE
OG0015504	E0M31_00025216-RB	ABT39_00070265-RA
OG0015507	E0M31_00047363-RA	ABT39_00081272-RB
OG0015521	E0M31_00042857-RA	ABT39_00101691-RA
OG0015528	E0M31_00004866-RC	ABT39_00058350-RA
OG0015531	E0M31_00038655-RA	ABT39_00073302-RC
OG0015535	E0M31_00082076-RA	ABT39_00054112-RA
OG0015536	E0M31_00000630-RA	ABT39_00001196-RC
OG0015542	E0M31_00032286-RA	ABT39_00090063-RA
OG0015545	E0M31_00009281-RA	ABT39_00024166-RB
OG0015546	E0M31_00017914-RD	ABT39_00031781-RB
OG0015548	E0M31_00063521-RA	ABT39_00087904-RA
OG0015550	E0M31_00042904-RA	ABT39_00093734-RA
OG0015551	E0M31_00056565-RA	ABT39_00089112-RA
OG0015557	E0M31_00039599-RA	ABT39_00042619-RA
OG0015559	E0M31_00013453-RA	ABT39_00005124-RC
OG0015563	E0M31_00000698-RB	ABT39_00003540-RB
OG0015565	E0M31_00026140-RC	ABT39_00015677-RA
OG0015568	E0M31_00019986-RA	ABT39_00000048-RB
OG0015570	E0M31_00000072-RC	ABT39_00026470-RA
OG0015572	E0M31_00055581-RB	ABT39_00033030-RA
OG0015576	E0M31_00034191-RA	ABT39_00077991-RA
OG0015578	E0M31_00030084-RB	ABT39_00029852-RB
OG0015581	E0M31_00071852-RA	ABT39_00100246-RA
OG0015582	E0M31_00008307-RA	ABT39_00078730-RA
OG0015588	E0M31_00062969-RA	ABT39_00109445-RA
OG0015590	E0M31_00022951-RA	ABT39_00074816-RA
OG0015591	E0M31_00069213-RA	ABT39_00054573-RA
OG0015592	E0M31_00005582-RA	ABT39_00030143-RA
OG0015596	E0M31_00026522-RA	ABT39_00054523-RA
OG0015597	E0M31_00042802-RA	ABT39_00044130-RC
OG0015598	E0M31_00019776-RA	ABT39_00035785-RB
OG0015603	E0M31_00071333-RA	ABT39_00081233-RA
OG0015604	E0M31_00080244-RA	ABT39_00004293-RB
OG0015611	E0M31_00034726-RB	ABT39_00025422-RA
OG0015612	E0M31_00040468-RB	ABT39_00064789-RA
OG0015617	E0M31_00016332-RD	ABT39_00046195-RC
OG0015622	E0M31_00009565-RA	ABT39_00074283-RA
OG0015623	E0M31_00019007-RA	ABT39_00044837-RA
OG0015626	E0M31_00042452-RA	ABT39_00055846-RA
OG0015628	E0M31_00050532-RA	ABT39_00006250-RA
OG0015629	E0M31_00049567-RA	ABT39_00026097-RA
OG0015630	E0M31_00070193-RA	ABT39_00043757-RA
OG0015631	E0M31_00023135-RA	ABT39_00064466-RA
OG0015634	E0M31_00014598-RB	ABT39_00025429-RA
OG0015638	E0M31_00013245-RA	ABT39_00059511-RA
OG0015641	E0M31_00001049-RA	ABT39_00070217-RA
OG0015644	E0M31_00029894-RA	ABT39_00058056-RB
OG0015646	E0M31_00005697-RA	ABT39_00017903-RC
OG0015647	E0M31_00040883-RA	ABT39_00115073-RA
OG0015648	E0M31_00059590-RB	ABT39_00073379-RB
OG0015649	E0M31_00062775-RA	ABT39_00073562-RA
OG0015650	E0M31_00021799-RD	ABT39_00032004-RB
OG0015657	E0M31_00017076-RA	ABT39_00007174-RB
OG0015660	E0M31_00067604-RA	ABT39_00048895-RA
OG0015666	E0M31_00027145-RA	ABT39_00043826-RA
OG0015668	E0M31_00026653-RA	ABT39_00000943-RA
OG0015672	E0M31_00057934-RA	ABT39_00006664-RA
OG0015673	E0M31_00022929-RA	ABT39_00000123-RA
OG0015676	E0M31_00053514-RA	ABT39_00001769-RA
OG0015677	E0M31_00079127-RA	ABT39_00006695-RA
OG0015679	E0M31_00038646-RA	ABT39_00070522-RB
OG0015680	E0M31_00077274-RA	ABT39_00055909-RA
OG0015683	E0M31_00003173-RA	ABT39_00055772-RA
OG0015686	E0M31_00006164-RA	ABT39_00005072-RA
OG0015688	E0M31_00010827-RB	ABT39_00013185-RB
OG0015689	E0M31_00054783-RB	ABT39_00030457-RA
OG0015692	E0M31_00049254-RA	ABT39_00016664-RA
OG0015694	E0M31_00025414-RA	ABT39_00016804-RB
OG0015697	E0M31_00040597-RA	ABT39_00025999-RB
OG0015698	E0M31_00049666-RA	ABT39_00053363-RB
OG0015703	E0M31_00039405-RA	ABT39_00028313-RA
OG0015704	E0M31_00055932-RA	ABT39_00013651-RA
OG0015710	E0M31_00020690-RB	ABT39_00004471-RB
OG0015715	E0M31_00035951-RA	ABT39_00100187-RA
OG0015718	E0M31_00012493-RA	ABT39_00039376-RA
OG0015719	E0M31_00022995-RB	ABT39_00056207-RD
OG0015720	E0M31_00007814-RA	ABT39_00108850-RA
OG0015721	E0M31_00024552-RA	ABT39_00016493-RA
OG0015723	E0M31_00026790-RD	ABT39_00013395-RB
OG0015728	E0M31_00005158-RC	ABT39_00037494-RC
OG0015731	E0M31_00031986-RA	ABT39_00051371-RA
OG0015732	E0M31_00055916-RA	ABT39_00024081-RA
OG0015735	E0M31_00046921-RB	ABT39_00018235-RB
OG0015737	E0M31_00051956-RA	ABT39_00009930-RA
OG0015738	E0M31_00053530-RA	ABT39_00019313-RA
OG0015739	E0M31_00011445-RB	ABT39_00024027-RB
OG0015741	E0M31_00024514-RA	ABT39_00061988-RA
OG0015743	E0M31_00002721-RF	ABT39_00061469-RB
OG0015746	E0M31_00040437-RB	ABT39_00082776-RA
OG0015747	E0M31_00020423-RC	ABT39_00009699-RB
OG0015751	E0M31_00058532-RA	ABT39_00094725-RA
OG0015752	E0M31_00036706-RA	ABT39_00079534-RA
OG0015754	E0M31_00039480-RB	ABT39_00026255-RB
OG0015757	E0M31_00010977-RA	ABT39_00100776-RA
OG0015761	E0M31_00082191-RA	ABT39_00103456-RA
OG0015764	E0M31_00015384-RB	ABT39_00020038-RB
OG0015768	E0M31_00003707-RA	ABT39_00012465-RA
OG0015770	E0M31_00001957-RD	ABT39_00007680-RB
OG0015771	E0M31_00019122-RA	ABT39_00000710-RE
OG0015772	E0M31_00014214-RD	ABT39_00018116-RB
OG0015773	E0M31_00025031-RA	ABT39_00023384-RA
OG0015776	E0M31_00006467-RA	ABT39_00012823-RC
OG0015784	E0M31_00005825-RA	ABT39_00020940-RA
OG0015785	E0M31_00047758-RA	ABT39_00052120-RA
OG0015788	E0M31_00008276-RA	ABT39_00005335-RA
OG0015789	E0M31_00008275-RA	ABT39_00005337-RA
OG0015790	E0M31_00072321-RA	ABT39_00055606-RA
OG0015796	E0M31_00012243-RF	ABT39_00021987-RG
OG0015797	E0M31_00016129-RA	ABT39_00020353-RA
OG0015799	E0M31_00062825-RA	ABT39_00071983-RA
OG0015804	E0M31_00058454-RA	ABT39_00085879-RA
OG0015808	E0M31_00055488-RA	ABT39_00031039-RA
OG0015811	E0M31_00039084-RA	ABT39_00011764-RA
OG0015812	E0M31_00072147-RA	ABT39_00015299-RA
OG0015817	E0M31_00010186-RC	ABT39_00007497-RC
OG0015830	E0M31_00064391-RA	ABT39_00092755-RA
OG0015831	E0M31_00034462-RA	ABT39_00060878-RA
OG0015832	E0M31_00006083-RA	ABT39_00018280-RA
OG0015838	E0M31_00058971-RA	ABT39_00081250-RA
OG0015839	E0M31_00046835-RA	ABT39_00091440-RA
OG0015840	E0M31_00030428-RA	ABT39_00042806-RA
OG0015841	E0M31_00008891-RA	ABT39_00019380-RA
OG0015845	E0M31_00040660-RA	ABT39_00043379-RB
OG0015847	E0M31_00000332-RA	ABT39_00006726-RB
OG0015852	E0M31_00008019-RB	ABT39_00075128-RA
OG0015853	E0M31_00056216-RA	ABT39_00021386-RB
OG0015859	E0M31_00056188-RA	ABT39_00081066-RA
OG0015862	E0M31_00018610-RB	ABT39_00026218-RA
OG0015864	E0M31_00004137-RA	ABT39_00011760-RA
OG0015869	E0M31_00001116-RA	ABT39_00058230-RB
OG0015871	E0M31_00032116-RE	ABT39_00023989-RF
OG0015874	E0M31_00030546-RA	ABT39_00068831-RA
OG0015875	E0M31_00049972-RB	ABT39_00055304-RB
OG0015877	E0M31_00036907-RC	ABT39_00015529-RB
OG0015879	E0M31_00007524-RB	ABT39_00091555-RA
OG0015881	E0M31_00003088-RC	ABT39_00038813-RB
OG0015882	E0M31_00029076-RA	ABT39_00051863-RB
OG0015885	E0M31_00005057-RB	ABT39_00070885-RA
OG0015888	E0M31_00018868-RB	ABT39_00045980-RC
OG0015889	E0M31_00028179-RB	ABT39_00015771-RA
OG0015891	E0M31_00055555-RA	ABT39_00079835-RA
OG0015894	E0M31_00025211-RA	ABT39_00056845-RA
OG0015896	E0M31_00034176-RB	ABT39_00017955-RA
OG0015897	E0M31_00038874-RC	ABT39_00023260-RB
OG0015903	E0M31_00002238-RA	ABT39_00028182-RA
OG0015905	E0M31_00019873-RA	ABT39_00002766-RA
OG0015908	E0M31_00030172-RB	ABT39_00007970-RA
OG0015909	E0M31_00082523-RA	ABT39_00014219-RA
OG0015912	E0M31_00008725-RA	ABT39_00023135-RD
OG0015916	E0M31_00044340-RB	ABT39_00015425-RA
OG0015917	E0M31_00052148-RA	ABT39_00053509-RA
OG0015919	E0M31_00060395-RA	ABT39_00047568-RA
OG0015920	E0M31_00029644-RA	ABT39_00017059-RA
OG0015924	E0M31_00016252-RA	ABT39_00038831-RA
OG0015933	E0M31_00037501-RB	ABT39_00041940-RA
OG0015934	E0M31_00056467-RA	ABT39_00058065-RB
OG0015935	E0M31_00016774-RA	ABT39_00024619-RA
OG0015938	E0M31_00074160-RA	ABT39_00041597-RB
OG0015939	E0M31_00051336-RA	ABT39_00020829-RA
OG0015940	E0M31_00074473-RA	ABT39_00008189-RB
OG0015942	E0M31_00009928-RA	ABT39_00028978-RA
OG0015945	E0M31_00005463-RA	ABT39_00049085-RA
OG0015947	E0M31_00059364-RA	ABT39_00108169-RA
OG0015956	E0M31_00055098-RA	ABT39_00074627-RA
OG0015957	E0M31_00032853-RA	ABT39_00026534-RA
OG0015958	E0M31_00012415-RE	ABT39_00031628-RC
OG0015966	E0M31_00067844-RA	ABT39_00006833-RB
OG0015969	E0M31_00082310-RA	ABT39_00062518-RA
OG0015972	E0M31_00054072-RA	ABT39_00017580-RA
OG0015973	E0M31_00008457-RA	ABT39_00075820-RB
OG0015979	E0M31_00035928-RA	ABT39_00035304-RB
OG0015982	E0M31_00002330-RA	ABT39_00108044-RA
OG0015983	E0M31_00002541-RA	ABT39_00002793-RA
OG0015986	E0M31_00013315-RA	ABT39_00004194-RF
OG0015990	E0M31_00002495-RB	ABT39_00034349-RB
OG0015993	E0M31_00059206-RA	ABT39_00064491-RA
OG0015998	E0M31_00053418-RA	ABT39_00067901-RB
OG0016001	E0M31_00028645-RB	ABT39_00030615-RA
OG0016003	E0M31_00026755-RA	ABT39_00047239-RA
OG0016006	E0M31_00022820-RA	ABT39_00048731-RA
OG0016008	E0M31_00078556-RA	ABT39_00090843-RA
OG0016014	E0M31_00019642-RA	ABT39_00056566-RB
OG0016030	E0M31_00064796-RA	ABT39_00028565-RA
OG0016031	E0M31_00047167-RA	ABT39_00045978-RA
OG0016035	E0M31_00016528-RB	ABT39_00024532-RB
OG0016036	E0M31_00074101-RA	ABT39_00096967-RA
OG0016039	E0M31_00027886-RA	ABT39_00094590-RA
OG0016041	E0M31_00031067-RA	ABT39_00057672-RA
OG0016042	E0M31_00037813-RB	ABT39_00070340-RB
OG0016043	E0M31_00034540-RB	ABT39_00084648-RA
OG0016044	E0M31_00000380-RB	ABT39_00015591-RA
OG0016045	E0M31_00064566-RA	ABT39_00078338-RA
OG0016047	E0M31_00043485-RA	ABT39_00032808-RC
OG0016049	E0M31_00062088-RA	ABT39_00034912-RA
OG0016050	E0M31_00077092-RA	ABT39_00063020-RA
OG0016055	E0M31_00028574-RC	ABT39_00027692-RB
OG0016058	E0M31_00021341-RA	ABT39_00076506-RA
OG0016060	E0M31_00012903-RA	ABT39_00066049-RA
OG0016061	E0M31_00035072-RA	ABT39_00036654-RB
OG0016062	E0M31_00006810-RB	ABT39_00033718-RA
OG0016063	E0M31_00007200-RB	ABT39_00034653-RA
OG0016064	E0M31_00017601-RC	ABT39_00007298-RB
OG0016067	E0M31_00067451-RA	ABT39_00020192-RB
OG0016069	E0M31_00005830-RC	ABT39_00030993-RC
OG0016070	E0M31_00001007-RD	ABT39_00091183-RA
OG0016072	E0M31_00047565-RA	ABT39_00051797-RB
OG0016078	E0M31_00073278-RA	ABT39_00081427-RA
OG0016080	E0M31_00046055-RA	ABT39_00037782-RA
OG0016083	E0M31_00056169-RB	ABT39_00005056-RC
OG0016084	E0M31_00079158-RA	ABT39_00020674-RA
OG0016088	E0M31_00081649-RA	ABT39_00103460-RA
OG0016089	E0M31_00029437-RA	ABT39_00080758-RB
OG0016099	E0M31_00009740-RA	ABT39_00012279-RA
OG0016101	E0M31_00022721-RA	ABT39_00031520-RA
OG0016103	E0M31_00073061-RA	ABT39_00082750-RA
OG0016104	E0M31_00036253-RA	ABT39_00027865-RB
OG0016106	E0M31_00023920-RA	ABT39_00060353-RA
OG0016112	E0M31_00081708-RA	ABT39_00108445-RA
OG0016115	E0M31_00032272-RA	ABT39_00091001-RA
OG0016118	E0M31_00010821-RA	ABT39_00028928-RB
OG0016127	E0M31_00059772-RB	ABT39_00026800-RA
OG0016133	E0M31_00008148-RA	ABT39_00039440-RA
OG0016134	E0M31_00073924-RA	ABT39_00065048-RA
OG0016135	E0M31_00061694-RA	ABT39_00090483-RA
OG0016138	E0M31_00012303-RB	ABT39_00030471-RB
OG0016139	E0M31_00034879-RA	ABT39_00088186-RA
OG0016140	E0M31_00011721-RA	ABT39_00042330-RA
OG0016143	E0M31_00021072-RB	ABT39_00020143-RA
OG0016145	E0M31_00000112-RE	ABT39_00000552-RC
OG0016147	E0M31_00023878-RB	ABT39_00070223-RC
OG0016148	E0M31_00018173-RC	ABT39_00023025-RC
OG0016149	E0M31_00054241-RA	ABT39_00056058-RB
OG0016152	E0M31_00014884-RB	ABT39_00028068-RA
OG0016153	E0M31_00067788-RA	ABT39_00074589-RA
OG0016154	E0M31_00010852-RA	ABT39_00017779-RA
OG0016155	E0M31_00065034-RA	ABT39_00072364-RA
OG0016166	E0M31_00010311-RA	ABT39_00028732-RA
OG0016167	E0M31_00028967-RA	ABT39_00089293-RA
OG0016170	E0M31_00084212-RA	ABT39_00036070-RA
OG0016172	E0M31_00058214-RA	ABT39_00098657-RA
OG0016177	E0M31_00022044-RA	ABT39_00047101-RA
OG0016178	E0M31_00022169-RA	ABT39_00029554-RB
OG0016179	E0M31_00046449-RA	ABT39_00048293-RB
OG0016180	E0M31_00009571-RA	ABT39_00016481-RB
OG0016181	E0M31_00020388-RA	ABT39_00016477-RA
OG0016183	E0M31_00061675-RB	ABT39_00060556-RA
OG0016187	E0M31_00005721-RA	ABT39_00008856-RB
OG0016192	E0M31_00009689-RC	ABT39_00001360-RC
OG0016195	E0M31_00061136-RA	ABT39_00004105-RA
OG0016198	E0M31_00079355-RA	ABT39_00000418-RC
OG0016204	E0M31_00041911-RA	ABT39_00079889-RA
OG0016206	E0M31_00040980-RA	ABT39_00008698-RC
OG0016207	E0M31_00009208-RD	ABT39_00011126-RB
OG0016209	E0M31_00002672-RB	ABT39_00002856-RB
OG0016210	E0M31_00043878-RA	ABT39_00025550-RA
OG0016218	E0M31_00016072-RB	ABT39_00020781-RC
OG0016221	E0M31_00001045-RH	ABT39_00002106-RK
OG0016234	E0M31_00074103-RA	ABT39_00032717-RE
OG0016235	E0M31_00058627-RB	ABT39_00082691-RB
OG0016236	E0M31_00026976-RC	ABT39_00079470-RA
OG0016243	E0M31_00002693-RB	ABT39_00009778-RE
OG0016247	E0M31_00021247-RB	ABT39_00057964-RA
OG0016249	E0M31_00017300-RA	ABT39_00005928-RA
OG0016250	E0M31_00017781-RA	ABT39_00010121-RA
OG0016251	E0M31_00018530-RA	ABT39_00020760-RA
OG0016253	E0M31_00003116-RA	ABT39_00026536-RA
OG0016254	E0M31_00068525-RA	ABT39_00019467-RA
OG0016255	E0M31_00032368-RA	ABT39_00043670-RA
OG0016257	E0M31_00005479-RD	ABT39_00080686-RA
OG0016259	E0M31_00026220-RA	ABT39_00018947-RA
OG0016262	E0M31_00071482-RA	ABT39_00096479-RA
OG0016265	E0M31_00013224-RA	ABT39_00018996-RA
OG0016268	E0M31_00003919-RF	ABT39_00012093-RB
OG0016272	E0M31_00029202-RA	ABT39_00031241-RA
OG0016275	E0M31_00013599-RA	ABT39_00040567-RB
OG0016281	E0M31_00017860-RA	ABT39_00028803-RA
OG0016282	E0M31_00027833-RB	ABT39_00031787-RA
OG0016283	E0M31_00010235-RA	ABT39_00045740-RA
OG0016285	E0M31_00069507-RA	ABT39_00028113-RB
OG0016287	E0M31_00014657-RC	ABT39_00031212-RC
OG0016288	E0M31_00025673-RA	ABT39_00056463-RA
OG0016294	E0M31_00080709-RA	ABT39_00079723-RA
OG0016295	E0M31_00072144-RA	ABT39_00079722-RA
OG0016297	E0M31_00036193-RA	ABT39_00093945-RA
OG0016298	E0M31_00029843-RA	ABT39_00056879-RB
OG0016300	E0M31_00003233-RH	ABT39_00010876-RB
OG0016302	E0M31_00066511-RA	ABT39_00063201-RC
OG0016304	E0M31_00068955-RA	ABT39_00011213-RB
OG0016308	E0M31_00055397-RA	ABT39_00088716-RA
OG0016309	E0M31_00020980-RA	ABT39_00066226-RA
OG0016312	E0M31_00033075-RA	ABT39_00024752-RA
OG0016318	E0M31_00070808-RA	ABT39_00000569-RA
OG0016319	E0M31_00030653-RB	ABT39_00013947-RA
OG0016323	E0M31_00048307-RA	ABT39_00017314-RA
OG0016324	E0M31_00017248-RA	ABT39_00027307-RC
OG0016328	E0M31_00065659-RA	ABT39_00085965-RA
OG0016335	E0M31_00025059-RB	ABT39_00049911-RA
OG0016344	E0M31_00028707-RA	ABT39_00067295-RB
OG0016345	E0M31_00007321-RC	ABT39_00009602-RF
OG0016354	E0M31_00045627-RA	ABT39_00059615-RA
OG0016357	E0M31_00040308-RA	ABT39_00066001-RA
OG0016359	E0M31_00001140-RG	ABT39_00044985-RA
OG0016360	E0M31_00056158-RA	ABT39_00043055-RB
OG0016361	E0M31_00015512-RA	ABT39_00010740-RA
OG0016362	E0M31_00020889-RA	ABT39_00010746-RA
OG0016363	E0M31_00006375-RA	ABT39_00091927-RA
OG0016364	E0M31_00024093-RA	ABT39_00109406-RA
OG0016365	E0M31_00016462-RA	ABT39_00066395-RB
OG0016366	E0M31_00026300-RA	ABT39_00035249-RA
OG0016368	E0M31_00051559-RA	ABT39_00066896-RA
OG0016369	E0M31_00047029-RA	ABT39_00100437-RA
OG0016370	E0M31_00003603-RA	ABT39_00086241-RA
OG0016371	E0M31_00037647-RB	ABT39_00050084-RA
OG0016376	E0M31_00048932-RA	ABT39_00018157-RA
OG0016377	E0M31_00000859-RB	ABT39_00001499-RA
OG0016381	E0M31_00019644-RD	ABT39_00019901-RB
OG0016384	E0M31_00017582-RA	ABT39_00032988-RA
OG0016388	E0M31_00007474-RF	ABT39_00016822-RB
OG0016391	E0M31_00016994-RA	ABT39_00046796-RA
OG0016397	E0M31_00032972-RA	ABT39_00011472-RD
OG0016400	E0M31_00041806-RB	ABT39_00008963-RA
OG0016401	E0M31_00023731-RD	ABT39_00024041-RD
OG0016402	E0M31_00045342-RA	ABT39_00073191-RA
OG0016403	E0M31_00024946-RD	ABT39_00100343-RA
OG0016406	E0M31_00037789-RB	ABT39_00096749-RA
OG0016414	E0M31_00078179-RA	ABT39_00062395-RA
OG0016415	E0M31_00044997-RA	ABT39_00093271-RA
OG0016416	E0M31_00001572-RC	ABT39_00017993-RF
OG0016417	E0M31_00001571-RF	ABT39_00017994-RA
OG0016418	E0M31_00014761-RA	ABT39_00010361-RC
OG0016419	E0M31_00067916-RA	ABT39_00080763-RA
OG0016420	E0M31_00002605-RA	ABT39_00025235-RF
OG0016421	E0M31_00040413-RB	ABT39_00043878-RB
OG0016426	E0M31_00031811-RA	ABT39_00072415-RA
OG0016427	E0M31_00032943-RA	ABT39_00047104-RB
OG0016428	E0M31_00003955-RF	ABT39_00030202-RD
OG0016430	E0M31_00036949-RA	ABT39_00076614-RA
OG0016432	E0M31_00032766-RB	ABT39_00024289-RA
OG0016434	E0M31_00002953-RG	ABT39_00054442-RA
OG0016435	E0M31_00067405-RA	ABT39_00003227-RA
OG0016436	E0M31_00060409-RA	ABT39_00000854-RA
OG0016440	E0M31_00021840-RC	ABT39_00089168-RA
OG0016442	E0M31_00051206-RA	ABT39_00079422-RA
OG0016443	E0M31_00074386-RA	ABT39_00044717-RA
OG0016448	E0M31_00000256-RA	ABT39_00006982-RB
OG0016449	E0M31_00032287-RA	ABT39_00110502-RA
OG0016450	E0M31_00028542-RA	ABT39_00041630-RA
OG0016453	E0M31_00028127-RA	ABT39_00018360-RA
OG0016456	E0M31_00026489-RA	ABT39_00001566-RB
OG0016461	E0M31_00013207-RA	ABT39_00067514-RA
OG0016468	E0M31_00009907-RA	ABT39_00043748-RA
OG0016473	E0M31_00002910-RA	ABT39_00018938-RA
OG0016475	E0M31_00019587-RA	ABT39_00033182-RD
OG0016477	E0M31_00008096-RA	ABT39_00046786-RB
OG0016481	E0M31_00062498-RB	ABT39_00106198-RA
OG0016482	E0M31_00062346-RA	ABT39_00100301-RA
OG0016486	E0M31_00064163-RA	ABT39_00060618-RB
OG0016487	E0M31_00008844-RA	ABT39_00052378-RA
OG0016490	E0M31_00050847-RA	ABT39_00099788-RA
OG0016493	E0M31_00037985-RA	ABT39_00053692-RA
OG0016494	E0M31_00043027-RA	ABT39_00065196-RA
OG0016498	E0M31_00032220-RA	ABT39_00052730-RA
OG0016499	E0M31_00025864-RA	ABT39_00025492-RA
OG0016501	E0M31_00005741-RD	ABT39_00020548-RC
OG0016504	E0M31_00066368-RA	ABT39_00038990-RB
OG0016506	E0M31_00053785-RA	ABT39_00021507-RD
OG0016508	E0M31_00002346-RD	ABT39_00020183-RD
OG0016510	E0M31_00000194-RC	ABT39_00008719-RB
OG0016512	E0M31_00032668-RB	ABT39_00035000-RD
OG0016513	E0M31_00016554-RB	ABT39_00031912-RA
OG0016521	E0M31_00018153-RA	ABT39_00092435-RA
OG0016525	E0M31_00018733-RA	ABT39_00093205-RA
OG0016529	E0M31_00012808-RA	ABT39_00108347-RA
OG0016532	E0M31_00024193-RC	ABT39_00011857-RC
OG0016536	E0M31_00011215-RB	ABT39_00007688-RC
OG0016537	E0M31_00043396-RA	ABT39_00039116-RA
OG0016538	E0M31_00027813-RB	ABT39_00026516-RA
OG0016541	E0M31_00033350-RA	ABT39_00018073-RA
OG0016542	E0M31_00008947-RA	ABT39_00002569-RF
OG0016544	E0M31_00062550-RA	ABT39_00009726-RA
OG0016545	E0M31_00058302-RA	ABT39_00063110-RA
OG0016546	E0M31_00069711-RA	ABT39_00078617-RA
OG0016547	E0M31_00044829-RA	ABT39_00032654-RA
OG0016548	E0M31_00047566-RA	ABT39_00002576-RB
OG0016549	E0M31_00014389-RA	ABT39_00019580-RD
OG0016550	E0M31_00042922-RB	ABT39_00019583-RB
OG0016552	E0M31_00013060-RA	ABT39_00040288-RA
OG0016553	E0M31_00059712-RA	ABT39_00038027-RA
OG0016556	E0M31_00014428-RA	ABT39_00072115-RA
OG0016562	E0M31_00041523-RA	ABT39_00091044-RA
OG0016563	E0M31_00029832-RB	ABT39_00039960-RC
OG0016570	E0M31_00029603-RA	ABT39_00057509-RA
OG0016571	E0M31_00076611-RA	ABT39_00082050-RA
OG0016573	E0M31_00010114-RA	ABT39_00061662-RA
OG0016576	E0M31_00030197-RC	ABT39_00014495-RA
OG0016578	E0M31_00020239-RA	ABT39_00078369-RA
OG0016581	E0M31_00026356-RC	ABT39_00022937-RC
OG0016582	E0M31_00038848-RA	ABT39_00039243-RA
OG0016587	E0M31_00024536-RA	ABT39_00041801-RA
