OG0012315	DB47_00014285-RA	E0M31_00014648-RC
OG0016730	DB47_00064528-RA	E0M31_00068714-RA
OG0016731	DB47_00052839-RA	E0M31_00054479-RA
OG0016735	DB47_00006175-RA	E0M31_00042275-RB
OG0016736	DB47_00012421-RA	E0M31_00054160-RA
OG0016737	DB47_00063968-RA	E0M31_00087583-RA
OG0016739	DB47_00016737-RA	E0M31_00079638-RA
OG0016740	DB47_00046659-RA	E0M31_00028160-RA
OG0016742	DB47_00028917-RA	E0M31_00047897-RA
OG0016744	DB47_00033902-RA	E0M31_00027694-RB
OG0016746	DB47_00061638-RA	E0M31_00050528-RA
OG0016749	DB47_00078762-RA	E0M31_00057219-RA
OG0016752	DB47_00015823-RA	E0M31_00039823-RA
OG0016754	DB47_00054546-RA	E0M31_00037255-RA
OG0016755	DB47_00022538-RB	E0M31_00013147-RD
OG0016760	DB47_00029729-RA	E0M31_00059022-RA
OG0016763	DB47_00039750-RA	E0M31_00012543-RB
OG0016764	DB47_00038465-RA	E0M31_00041229-RA
OG0016765	DB47_00000067-RE	E0M31_00011090-RD
OG0016769	DB47_00029565-RA	E0M31_00003509-RA
OG0016771	DB47_00026769-RA	E0M31_00009391-RA
OG0016772	DB47_00048334-RA	E0M31_00086440-RA
OG0016773	DB47_00052699-RA	E0M31_00041258-RB
OG0016774	DB47_00019570-RB	E0M31_00019352-RB
OG0016781	DB47_00028915-RA	E0M31_00041512-RA
OG0016782	DB47_00002516-RA	E0M31_00070821-RA
OG0016783	DB47_00032544-RA	E0M31_00048021-RA
OG0016785	DB47_00003611-RA	E0M31_00008795-RB
OG0016786	DB47_00029947-RB	E0M31_00023981-RC
OG0016787	DB47_00029948-RA	E0M31_00023980-RA
OG0016788	DB47_00004250-RB	E0M31_00070590-RA
OG0016792	DB47_00059337-RA	E0M31_00001444-RA
OG0016793	DB47_00033380-RA	E0M31_00062890-RA
OG0016794	DB47_00001825-RA	E0M31_00049916-RA
OG0016795	DB47_00021607-RB	E0M31_00056026-RA
OG0016796	DB47_00002710-RA	E0M31_00018239-RB
OG0016797	DB47_00008363-RA	E0M31_00051919-RA
OG0016798	DB47_00068106-RA	E0M31_00036224-RA
OG0016799	DB47_00078593-RA	E0M31_00087712-RA
OG0016800	DB47_00072549-RA	E0M31_00057722-RA
OG0016801	DB47_00040278-RA	E0M31_00026420-RA
OG0016802	DB47_00042422-RA	E0M31_00048983-RA
OG0016803	DB47_00018383-RA	E0M31_00005674-RA
OG0016807	DB47_00016021-RC	E0M31_00037891-RA
OG0016808	DB47_00054792-RA	E0M31_00066798-RA
OG0016809	DB47_00013110-RB	E0M31_00022847-RB
OG0016812	DB47_00037941-RA	E0M31_00043709-RA
OG0016814	DB47_00003895-RJ	E0M31_00006654-RD
OG0016815	DB47_00019227-RB	E0M31_00019955-RB
OG0016817	DB47_00064146-RA	E0M31_00029138-RA
OG0016819	DB47_00023515-RA	E0M31_00006640-RA
OG0016820	DB47_00045083-RA	E0M31_00079913-RA
OG0016821	DB47_00020210-RA	E0M31_00043261-RA
OG0016822	DB47_00003634-RE	E0M31_00002488-RB
OG0016823	DB47_00062990-RA	E0M31_00086395-RA
OG0016824	DB47_00043433-RA	E0M31_00035947-RA
OG0016826	DB47_00000651-RA	E0M31_00007716-RA
OG0016827	DB47_00044993-RA	E0M31_00056219-RB
OG0016828	DB47_00024122-RA	E0M31_00082593-RA
OG0016829	DB47_00005134-RA	E0M31_00046902-RA
OG0016831	DB47_00022837-RB	E0M31_00001464-RA
OG0016832	DB47_00018493-RA	E0M31_00033135-RA
OG0016833	DB47_00019565-RA	E0M31_00030973-RA
OG0016834	DB47_00043364-RA	E0M31_00020776-RC
OG0016837	DB47_00004921-RB	E0M31_00006110-RA
OG0016838	DB47_00055282-RA	E0M31_00062378-RA
OG0016839	DB47_00017276-RB	E0M31_00014503-RA
OG0016842	DB47_00022728-RB	E0M31_00012108-RA
OG0016844	DB47_00038436-RB	E0M31_00034374-RB
OG0016845	DB47_00071171-RA	E0M31_00017862-RB
OG0016849	DB47_00044103-RA	E0M31_00061973-RA
OG0016850	DB47_00061982-RA	E0M31_00057042-RA
OG0016853	DB47_00011214-RE	E0M31_00060502-RA
OG0016856	DB47_00013715-RA	E0M31_00049797-RA
OG0016858	DB47_00058029-RA	E0M31_00063267-RA
OG0016859	DB47_00040581-RA	E0M31_00027773-RA
OG0016860	DB47_00006598-RB	E0M31_00006849-RB
OG0016861	DB47_00059374-RA	E0M31_00038271-RA
OG0016862	DB47_00069796-RA	E0M31_00072309-RA
OG0016863	DB47_00062720-RA	E0M31_00067463-RA
OG0016867	DB47_00033747-RC	E0M31_00003699-RA
OG0016868	DB47_00019866-RB	E0M31_00007587-RC
OG0016869	DB47_00030764-RA	E0M31_00024209-RA
OG0016870	DB47_00043090-RA	E0M31_00023972-RA
OG0016871	DB47_00009251-RC	E0M31_00012491-RB
OG0016874	DB47_00002007-RA	E0M31_00010628-RB
OG0016875	DB47_00006917-RB	E0M31_00044644-RA
OG0016876	DB47_00072936-RA	E0M31_00080405-RA
OG0016881	DB47_00001891-RA	E0M31_00011909-RB
OG0016883	DB47_00003045-RA	E0M31_00053391-RA
OG0016884	DB47_00032534-RA	E0M31_00051161-RC
OG0016887	DB47_00062053-RA	E0M31_00069279-RA
OG0016888	DB47_00054797-RA	E0M31_00051980-RA
OG0016889	DB47_00002678-RA	E0M31_00040784-RA
OG0016890	DB47_00064014-RA	E0M31_00083581-RA
OG0016891	DB47_00002421-RA	E0M31_00023529-RC
OG0016893	DB47_00040330-RA	E0M31_00043301-RA
OG0016894	DB47_00040450-RA	E0M31_00003393-RA
OG0016895	DB47_00027006-RA	E0M31_00072150-RA
OG0016896	DB47_00047572-RA	E0M31_00017080-RA
OG0016898	DB47_00024058-RA	E0M31_00021087-RA
OG0016899	DB47_00025741-RA	E0M31_00051905-RA
OG0016900	DB47_00027246-RA	E0M31_00049268-RA
OG0016901	DB47_00010677-RC	E0M31_00018024-RC
OG0016902	DB47_00070508-RA	E0M31_00050220-RA
OG0016904	DB47_00036350-RA	E0M31_00048154-RA
OG0016905	DB47_00060320-RA	E0M31_00017715-RA
OG0016906	DB47_00027665-RB	E0M31_00001508-RB
OG0016908	DB47_00010685-RA	E0M31_00040291-RB
OG0016909	DB47_00019292-RA	E0M31_00067955-RA
OG0016910	DB47_00030851-RC	E0M31_00046737-RA
OG0016911	DB47_00028362-RB	E0M31_00069341-RA
OG0016912	DB47_00043066-RA	E0M31_00040755-RA
OG0016924	DB47_00006709-RB	E0M31_00011840-RC
OG0016925	DB47_00000360-RB	E0M31_00067986-RA
OG0016926	DB47_00025962-RA	E0M31_00011797-RA
OG0016929	DB47_00009419-RB	E0M31_00013529-RE
OG0016931	DB47_00031428-RA	E0M31_00037420-RB
OG0016932	DB47_00000918-RA	E0M31_00061342-RA
OG0016934	DB47_00011795-RA	E0M31_00025191-RA
OG0016941	DB47_00069405-RA	E0M31_00080038-RA
OG0016945	DB47_00073162-RA	E0M31_00043918-RB
OG0016947	DB47_00029437-RA	E0M31_00019001-RA
OG0016949	DB47_00006764-RA	E0M31_00030357-RA
OG0016952	DB47_00019422-RA	E0M31_00045833-RA
OG0016953	DB47_00079911-RA	E0M31_00014143-RA
OG0016956	DB47_00016482-RB	E0M31_00065859-RA
OG0016957	DB47_00050590-RB	E0M31_00002446-RA
OG0016958	DB47_00019067-RA	E0M31_00063913-RA
OG0016961	DB47_00012357-RA	E0M31_00009590-RA
OG0016962	DB47_00027833-RA	E0M31_00003738-RA
OG0016963	DB47_00057386-RA	E0M31_00046807-RB
OG0016964	DB47_00002525-RB	E0M31_00026577-RC
OG0016966	DB47_00046065-RA	E0M31_00016222-RA
OG0016967	DB47_00004286-RA	E0M31_00002024-RA
OG0016968	DB47_00039267-RA	E0M31_00035935-RA
OG0016969	DB47_00015344-RC	E0M31_00034851-RB
OG0016971	DB47_00009428-RB	E0M31_00061632-RB
OG0016972	DB47_00030649-RA	E0M31_00020679-RA
OG0016974	DB47_00014572-RA	E0M31_00031195-RA
OG0016976	DB47_00027228-RC	E0M31_00032177-RB
OG0016977	DB47_00043373-RB	E0M31_00027073-RA
OG0016978	DB47_00037167-RA	E0M31_00037294-RA
OG0016980	DB47_00017074-RB	E0M31_00011914-RA
OG0016981	DB47_00022054-RA	E0M31_00079903-RA
OG0016983	DB47_00048054-RB	E0M31_00047767-RB
OG0016985	DB47_00037210-RA	E0M31_00048610-RA
OG0016989	DB47_00001791-RB	E0M31_00030157-RA
OG0016991	DB47_00026236-RA	E0M31_00068114-RA
OG0016994	DB47_00006287-RA	E0M31_00030178-RB
OG0016995	DB47_00012382-RA	E0M31_00022669-RB
OG0016996	DB47_00054619-RA	E0M31_00038458-RA
OG0017000	DB47_00068021-RA	E0M31_00000247-RA
OG0017001	DB47_00039961-RB	E0M31_00056450-RB
OG0017003	DB47_00025698-RB	E0M31_00035639-RA
OG0017004	DB47_00022986-RB	E0M31_00022753-RB
OG0017007	DB47_00034972-RA	E0M31_00002142-RA
OG0017008	DB47_00003446-RB	E0M31_00000864-RA
OG0017010	DB47_00050293-RA	E0M31_00027271-RA
OG0017013	DB47_00064407-RA	E0M31_00034866-RA
OG0017014	DB47_00062484-RA	E0M31_00071049-RA
OG0017016	DB47_00021999-RA	E0M31_00058564-RA
OG0017017	DB47_00027847-RA	E0M31_00067870-RA
OG0017020	DB47_00004372-RA	E0M31_00061291-RA
OG0017022	DB47_00049350-RA	E0M31_00041299-RA
OG0017023	DB47_00000087-RF	E0M31_00022170-RA
OG0017027	DB47_00013488-RB	E0M31_00022780-RA
OG0017028	DB47_00022646-RB	E0M31_00016003-RB
OG0017029	DB47_00014228-RA	E0M31_00091405-RA
OG0017031	DB47_00004709-RB	E0M31_00002771-RC
OG0017033	DB47_00039409-RA	E0M31_00027998-RB
OG0017034	DB47_00030333-RD	E0M31_00026795-RB
OG0017035	DB47_00036624-RA	E0M31_00089765-RA
OG0017037	DB47_00006213-RA	E0M31_00037988-RA
OG0017038	DB47_00008751-RB	E0M31_00011524-RA
OG0017039	DB47_00012931-RA	E0M31_00022160-RC
OG0017040	DB47_00010594-RA	E0M31_00047314-RB
OG0017043	DB47_00033332-RA	E0M31_00022192-RD
OG0017045	DB47_00020974-RA	E0M31_00000610-RC
OG0017046	DB47_00044925-RA	E0M31_00019329-RA
OG0017050	DB47_00050615-RA	E0M31_00012676-RC
OG0017051	DB47_00003816-RA	E0M31_00047715-RA
OG0017052	DB47_00003586-RB	E0M31_00008076-RA
OG0017054	DB47_00045487-RA	E0M31_00020212-RA
OG0017056	DB47_00014274-RA	E0M31_00080835-RA
OG0017057	DB47_00014923-RC	E0M31_00000541-RA
OG0017062	DB47_00036021-RA	E0M31_00010310-RA
OG0017063	DB47_00007786-RA	E0M31_00058408-RA
OG0017066	DB47_00036706-RC	E0M31_00031997-RB
OG0017068	DB47_00016994-RA	E0M31_00070252-RA
OG0017070	DB47_00040368-RA	E0M31_00023682-RB
OG0017073	DB47_00012545-RA	E0M31_00016356-RB
OG0017074	DB47_00032169-RC	E0M31_00013971-RC
OG0017075	DB47_00033454-RA	E0M31_00024285-RA
OG0017076	DB47_00071530-RA	E0M31_00042836-RA
OG0017077	DB47_00030178-RB	E0M31_00027061-RC
OG0017078	DB47_00031288-RA	E0M31_00073982-RA
OG0017082	DB47_00056020-RA	E0M31_00064869-RA
OG0017083	DB47_00062952-RA	E0M31_00017354-RA
OG0017085	DB47_00009127-RB	E0M31_00004257-RD
OG0017091	DB47_00043078-RA	E0M31_00031430-RA
OG0017094	DB47_00047252-RB	E0M31_00042331-RA
OG0017095	DB47_00053594-RA	E0M31_00071714-RA
OG0017096	DB47_00049087-RA	E0M31_00052198-RA
OG0017098	DB47_00059786-RA	E0M31_00070039-RA
OG0017100	DB47_00011407-RA	E0M31_00068627-RA
OG0017101	DB47_00015647-RD	E0M31_00043693-RC
OG0017104	DB47_00006833-RC	E0M31_00007904-RC
OG0017105	DB47_00020654-RA	E0M31_00067571-RA
OG0017107	DB47_00021563-RA	E0M31_00052090-RB
OG0017108	DB47_00008420-RA	E0M31_00018618-RB
OG0017109	DB47_00002093-RA	E0M31_00033084-RA
OG0017111	DB47_00003619-RB	E0M31_00004526-RA
OG0017112	DB47_00011328-RA	E0M31_00009155-RD
OG0017117	DB47_00004360-RA	E0M31_00071312-RA
OG0017118	DB47_00015472-RB	E0M31_00025776-RB
OG0017119	DB47_00032012-RA	E0M31_00044349-RA
OG0017120	DB47_00001921-RC	E0M31_00038827-RA
OG0017122	DB47_00001633-RA	E0M31_00046498-RA
OG0017123	DB47_00001906-RB	E0M31_00009063-RE
OG0017124	DB47_00019245-RA	E0M31_00025250-RA
OG0017126	DB47_00036644-RA	E0M31_00003159-RA
OG0017128	DB47_00009668-RA	E0M31_00033902-RA
OG0017129	DB47_00031296-RA	E0M31_00046747-RA
OG0017130	DB47_00023503-RA	E0M31_00050058-RA
OG0017132	DB47_00025952-RB	E0M31_00027221-RB
OG0017133	DB47_00010405-RA	E0M31_00036260-RD
OG0017134	DB47_00003949-RC	E0M31_00002826-RE
OG0017139	DB47_00015207-RA	E0M31_00013756-RA
OG0017142	DB47_00000400-RC	E0M31_00000641-RA
OG0017143	DB47_00020450-RA	E0M31_00063507-RA
OG0017144	DB47_00040507-RA	E0M31_00058363-RA
OG0017145	DB47_00037841-RA	E0M31_00011459-RA
OG0017146	DB47_00038860-RA	E0M31_00045175-RA
OG0017148	DB47_00034631-RA	E0M31_00053857-RA
OG0017149	DB47_00000562-RB	E0M31_00019243-RA
OG0017151	DB47_00011378-RC	E0M31_00000785-RC
OG0017152	DB47_00026188-RA	E0M31_00000789-RD
OG0017155	DB47_00035480-RA	E0M31_00050770-RA
OG0017156	DB47_00019381-RB	E0M31_00022988-RA
OG0017158	DB47_00068274-RA	E0M31_00024671-RA
OG0017159	DB47_00063497-RA	E0M31_00040016-RA
OG0017160	DB47_00009766-RA	E0M31_00017664-RA
OG0017162	DB47_00025883-RC	E0M31_00017984-RA
OG0017163	DB47_00007221-RC	E0M31_00012268-RA
OG0017166	DB47_00040650-RA	E0M31_00028419-RA
OG0017169	DB47_00012503-RA	E0M31_00016655-RA
OG0017171	DB47_00047182-RB	E0M31_00011043-RA
OG0017172	DB47_00020025-RB	E0M31_00006518-RA
OG0017174	DB47_00010356-RB	E0M31_00031442-RA
OG0017177	DB47_00054801-RB	E0M31_00067097-RA
OG0017178	DB47_00065508-RA	E0M31_00009690-RA
OG0017179	DB47_00067733-RA	E0M31_00020872-RA
OG0017182	DB47_00015853-RA	E0M31_00017247-RA
OG0017183	DB47_00002428-RA	E0M31_00010903-RB
OG0017184	DB47_00057140-RA	E0M31_00044264-RC
OG0017186	DB47_00080012-RA	E0M31_00092731-RA
OG0017187	DB47_00017242-RA	E0M31_00003208-RA
OG0017188	DB47_00023936-RC	E0M31_00003210-RA
OG0017190	DB47_00032498-RA	E0M31_00017797-RA
OG0017191	DB47_00047154-RB	E0M31_00022227-RA
OG0017192	DB47_00021854-RB	E0M31_00008302-RD
OG0017195	DB47_00039599-RA	E0M31_00056689-RA
OG0017197	DB47_00021495-RC	E0M31_00026556-RA
OG0017199	DB47_00034313-RB	E0M31_00059802-RA
OG0017200	DB47_00015190-RA	E0M31_00047004-RA
OG0017201	DB47_00037820-RB	E0M31_00010958-RC
OG0017202	DB47_00023826-RA	E0M31_00042011-RB
OG0017203	DB47_00000726-RA	E0M31_00043841-RA
OG0017205	DB47_00072715-RA	E0M31_00007057-RA
OG0017207	DB47_00007202-RA	E0M31_00035505-RA
OG0017211	DB47_00057370-RA	E0M31_00017393-RA
OG0017212	DB47_00045606-RA	E0M31_00018683-RA
OG0017213	DB47_00032725-RA	E0M31_00071590-RA
OG0017216	DB47_00042865-RA	E0M31_00069789-RA
OG0017217	DB47_00059503-RA	E0M31_00003661-RB
OG0017219	DB47_00027190-RB	E0M31_00035769-RB
OG0017221	DB47_00054073-RA	E0M31_00019249-RA
OG0017222	DB47_00044821-RA	E0M31_00051718-RA
OG0017223	DB47_00005503-RB	E0M31_00064629-RA
OG0017224	DB47_00002685-RB	E0M31_00008957-RA
OG0017225	DB47_00050596-RA	E0M31_00043369-RA
OG0017226	DB47_00021147-RB	E0M31_00051983-RA
OG0017227	DB47_00022856-RA	E0M31_00082679-RA
OG0017230	DB47_00018293-RC	E0M31_00003455-RF
OG0017231	DB47_00012843-RA	E0M31_00002584-RA
OG0017233	DB47_00018628-RA	E0M31_00075394-RA
OG0017234	DB47_00067132-RA	E0M31_00030644-RA
OG0017235	DB47_00014715-RA	E0M31_00031781-RA
OG0017236	DB47_00057553-RA	E0M31_00072146-RA
OG0017237	DB47_00028428-RA	E0M31_00025965-RA
OG0017238	DB47_00015176-RC	E0M31_00021562-RB
OG0017240	DB47_00024137-RA	E0M31_00045195-RA
OG0017242	DB47_00064079-RA	E0M31_00070529-RA
OG0017244	DB47_00000306-RB	E0M31_00036512-RC
OG0017246	DB47_00009368-RB	E0M31_00046087-RA
OG0017249	DB47_00041666-RA	E0M31_00062337-RA
OG0017250	DB47_00056486-RB	E0M31_00083846-RA
OG0017252	DB47_00034363-RA	E0M31_00047493-RB
OG0017253	DB47_00060092-RA	E0M31_00043624-RA
OG0017254	DB47_00018179-RA	E0M31_00041628-RA
OG0017255	DB47_00020597-RA	E0M31_00016369-RA
OG0017256	DB47_00045058-RA	E0M31_00013561-RA
OG0017257	DB47_00013311-RA	E0M31_00047947-RB
OG0017258	DB47_00008271-RC	E0M31_00015901-RA
OG0017259	DB47_00059251-RA	E0M31_00041486-RA
OG0017263	DB47_00010638-RA	E0M31_00040860-RA
OG0017265	DB47_00004401-RA	E0M31_00002367-RA
OG0017267	DB47_00005672-RA	E0M31_00070408-RA
OG0017268	DB47_00012135-RA	E0M31_00016402-RA
OG0017269	DB47_00012136-RA	E0M31_00016401-RC
OG0017270	DB47_00063979-RA	E0M31_00012926-RA
OG0017272	DB47_00036355-RC	E0M31_00051485-RB
OG0017277	DB47_00041276-RB	E0M31_00022999-RA
OG0017278	DB47_00038175-RB	E0M31_00022998-RA
OG0017281	DB47_00020225-RB	E0M31_00034389-RA
OG0017282	DB47_00021909-RB	E0M31_00011786-RA
OG0017283	DB47_00006478-RA	E0M31_00003846-RC
OG0017284	DB47_00043570-RB	E0M31_00039577-RA
OG0017285	DB47_00044627-RA	E0M31_00052257-RA
OG0017286	DB47_00007052-RA	E0M31_00023514-RA
OG0017288	DB47_00077964-RA	E0M31_00092950-RA
OG0017290	DB47_00000166-RA	E0M31_00002985-RA
OG0017291	DB47_00001188-RC	E0M31_00002988-RC
OG0017292	DB47_00000167-RA	E0M31_00002989-RA
OG0017293	DB47_00075631-RA	E0M31_00090603-RA
OG0017298	DB47_00056441-RA	E0M31_00068902-RA
OG0017303	DB47_00011633-RB	E0M31_00000447-RB
OG0017304	DB47_00015001-RA	E0M31_00078376-RA
OG0017305	DB47_00032850-RB	E0M31_00038928-RB
OG0017306	DB47_00045078-RA	E0M31_00023789-RA
OG0017308	DB47_00007732-RA	E0M31_00013273-RA
OG0017309	DB47_00051677-RA	E0M31_00058993-RB
OG0017314	DB47_00028573-RB	E0M31_00032544-RA
OG0017316	DB47_00035618-RA	E0M31_00046418-RA
OG0017317	DB47_00015425-RA	E0M31_00051445-RA
OG0017319	DB47_00027914-RA	E0M31_00003492-RA
OG0017320	DB47_00009013-RA	E0M31_00026437-RA
OG0017324	DB47_00034407-RA	E0M31_00032385-RA
OG0017326	DB47_00014730-RE	E0M31_00016051-RE
OG0017328	DB47_00007373-RA	E0M31_00052703-RA
OG0017329	DB47_00033204-RA	E0M31_00037237-RA
OG0017331	DB47_00012316-RB	E0M31_00003278-RA
OG0017334	DB47_00025291-RB	E0M31_00021309-RB
OG0017336	DB47_00043008-RA	E0M31_00055097-RA
OG0017337	DB47_00021558-RB	E0M31_00008163-RA
OG0017338	DB47_00035513-RB	E0M31_00054422-RB
OG0017339	DB47_00039186-RA	E0M31_00011201-RA
OG0017341	DB47_00012621-RA	E0M31_00033889-RB
OG0017343	DB47_00004819-RB	E0M31_00037632-RB
OG0017344	DB47_00072295-RA	E0M31_00058225-RA
OG0017347	DB47_00004636-RA	E0M31_00040720-RC
OG0017351	DB47_00018309-RC	E0M31_00007464-RC
OG0017353	DB47_00067017-RA	E0M31_00035472-RA
OG0017354	DB47_00013912-RA	E0M31_00048884-RA
OG0017358	DB47_00015268-RC	E0M31_00067149-RA
OG0017359	DB47_00048602-RB	E0M31_00002037-RA
OG0017361	DB47_00013541-RA	E0M31_00052774-RA
OG0017362	DB47_00005754-RB	E0M31_00061484-RA
OG0017363	DB47_00014612-RA	E0M31_00057820-RA
OG0017364	DB47_00018728-RC	E0M31_00017421-RA
OG0017366	DB47_00062031-RA	E0M31_00033841-RA
OG0017369	DB47_00022235-RB	E0M31_00009497-RD
OG0017373	DB47_00049472-RA	E0M31_00044910-RA
OG0017374	DB47_00047704-RA	E0M31_00047096-RA
OG0017376	DB47_00078515-RA	E0M31_00086016-RA
OG0017377	DB47_00068409-RA	E0M31_00076204-RA
OG0017378	DB47_00022868-RA	E0M31_00031812-RA
OG0017379	DB47_00017869-RA	E0M31_00000689-RE
OG0017380	DB47_00032315-RB	E0M31_00034606-RB
OG0017381	DB47_00003471-RB	E0M31_00013969-RD
OG0017382	DB47_00017343-RA	E0M31_00014206-RA
OG0017384	DB47_00050188-RB	E0M31_00034036-RB
OG0017385	DB47_00066084-RA	E0M31_00046967-RA
OG0017389	DB47_00005928-RD	E0M31_00004382-RC
OG0017391	DB47_00008067-RC	E0M31_00031023-RA
OG0017393	DB47_00065032-RA	E0M31_00001811-RA
OG0017394	DB47_00022375-RA	E0M31_00075968-RA
OG0017396	DB47_00052287-RA	E0M31_00004060-RA
OG0017397	DB47_00019703-RA	E0M31_00024143-RB
OG0017398	DB47_00059814-RA	E0M31_00077868-RA
OG0017400	DB47_00007564-RA	E0M31_00049919-RA
OG0017401	DB47_00036391-RB	E0M31_00060977-RA
OG0017402	DB47_00002542-RA	E0M31_00002528-RA
OG0017403	DB47_00020653-RA	E0M31_00025542-RA
OG0017404	DB47_00030840-RA	E0M31_00012557-RB
OG0017408	DB47_00048062-RA	E0M31_00003425-RA
OG0017410	DB47_00064645-RA	E0M31_00061750-RA
OG0017411	DB47_00047776-RA	E0M31_00073652-RA
OG0017413	DB47_00017835-RD	E0M31_00023744-RA
OG0017414	DB47_00003740-RE	E0M31_00009770-RB
OG0017415	DB47_00043789-RC	E0M31_00035243-RA
OG0017416	DB47_00023657-RC	E0M31_00033985-RA
OG0017417	DB47_00024582-RA	E0M31_00022136-RA
OG0017418	DB47_00053216-RA	E0M31_00023462-RA
OG0017420	DB47_00040567-RA	E0M31_00055715-RA
OG0017421	DB47_00042196-RA	E0M31_00026283-RA
OG0017423	DB47_00064589-RA	E0M31_00073209-RA
OG0017424	DB47_00003760-RA	E0M31_00014974-RA
OG0017425	DB47_00041064-RB	E0M31_00004385-RB
OG0017427	DB47_00064633-RA	E0M31_00001884-RA
OG0017429	DB47_00016121-RC	E0M31_00037874-RA
OG0017430	DB47_00048659-RB	E0M31_00032682-RA
OG0017432	DB47_00044349-RA	E0M31_00024643-RA
OG0017434	DB47_00004714-RA	E0M31_00045239-RA
OG0017436	DB47_00044297-RA	E0M31_00029949-RC
OG0017437	DB47_00022177-RA	E0M31_00064985-RA
OG0017438	DB47_00043464-RA	E0M31_00046270-RA
OG0017439	DB47_00013260-RA	E0M31_00020877-RD
OG0017441	DB47_00078907-RA	E0M31_00024934-RA
OG0017442	DB47_00051890-RA	E0M31_00002816-RC
OG0017443	DB47_00032298-RB	E0M31_00035113-RA
OG0017444	DB47_00014149-RB	E0M31_00008762-RA
OG0017445	DB47_00039247-RA	E0M31_00030228-RB
OG0017447	DB47_00028318-RA	E0M31_00061193-RA
OG0017451	DB47_00078660-RA	E0M31_00085782-RA
OG0017452	DB47_00027567-RA	E0M31_00027617-RA
OG0017454	DB47_00017494-RB	E0M31_00016545-RA
OG0017455	DB47_00012643-RA	E0M31_00049305-RA
OG0017456	DB47_00025571-RA	E0M31_00053175-RA
OG0017459	DB47_00012989-RE	E0M31_00018996-RD
OG0017464	DB47_00006890-RA	E0M31_00026876-RA
OG0017466	DB47_00007505-RB	E0M31_00018080-RB
