transcript bin.PG29 coverage.PG29 strand.PG29 gene.PG29 cigar.PG29 MD.PG29 NM.PG29 introns_len.PG29 introns_num.PG29 bin.WS coverage.WS strand.WS gene.WS cigar.WS MD.WS NM.WS introns_len.WS introns_num.WS swap.introns_len.PG29 swap.introns_len.WS
maker-168310776-augustus-gene-0.73-mRNA-1 myseq6000.fa.r112 0.99 16 2246050 688M188N194M90N1277M687N70M95N90M MD:Z:2314A4 NM:i:1 188,90,687,95 4 cdhit-output-4_13.iteration.1 0.99 0 3957645 90M95N70M687N1277M90N194M188N688M MD:Z:4T2314 NM:i:1 95,687,90,188 4 95,687,90,188 95,687,90,188
maker-168310839-augustus-gene-0.2-mRNA-1 myseq3000.fa.r112 0.99 0 9141132 110M143N86M217N410M MD:Z:606 NM:i:0 143,217 2 cdhit-output-4_11.iteration.3 0.99 16 2747745 410M217N86M143N110M MD:Z:606 NM:i:0 217,143 2 143,217 143,217
maker-168311359-snap-gene-0.11-mRNA-1 myseq6000.fa.r112 0.99 0 6846916 248M195N436M219N309M1050N132M178N320M90N389M MD:Z:654T535T26A470C145 NM:i:4 195,219,1050,178,90 5 cdhit-output-4_14.iteration.1 0.99 0 3012141 248M195N436M219N309M1050N132M2787N320M90N389M MD:Z:1190T26A470C145 NM:i:3 195,219,1050,2787,90 5 195,219,1050,178,90 195,219,1050,2787,90
maker-168311361-augustus-gene-0.20-mRNA-1 myseq6000.fa.r112 0.99 0 6809559 96M25N2871M MD:Z:216T211T209T134G32T669C22T31G9G111T173A21C145T173C618T178 NM:i:15 25 1 cdhit-output-4_13.iteration.1 0.99 0 3957940 96M25N2871M MD:Z:43T172T211T209T134G32T596A72C54G9G111T173A21C145T173C797 NM:i:15 25 1 25 25
maker-168313967-augustus-gene-0.23-mRNA-1 myseq3000.fa.r112 0.99 0 9277107 234M120N168M93N108M192N153M109N111M106N180M171N129M277N96M75N183M350N173M90N551M MD:Z:989A257A46A33T106C234A29T385 NM:i:7 120,93,192,109,106,171,277,75,350,90 10 cdhit-output-4_10.iteration.1 0.99 0 2915352 234M120N168M93N108M192N153M109N111M106N180M171N129M277N96M75N183M350N173M90N551M MD:Z:869G119A304A33T106C234A29T385 NM:i:7 120,93,192,109,106,171,277,75,350,90 10 120,93,192,109,106,171,277,75,350,90 120,93,192,109,106,171,277,75,350,90
maker-168314396-snap-gene-0.47-mRNA-1 myseq12000.fa.r112 0.99 16 7753565 18M149N82M158N115M131N52M3351N120M341N162M122N63M775N114M258N116M MD:Z:227T326T230G56 NM:i:3 149,158,131,3351,341,122,775,258 8 cdhit-output-4_19.iteration.3 0.99 0 1976684 116M258N114M774N63M122N162M341N120M3906N52M131N115M158N82M149N18M MD:Z:56C230A326A227 NM:i:3 258,774,122,341,3906,131,158,149 8 258,775,122,341,3351,131,158,149 258,774,122,341,3906,131,158,149
maker-168315356-augustus-gene-0.121-mRNA-1 myseq6000.fa.r112 0.99 16 6852008 385M77N108M178N380M115N109M124N63M1193N47M248N145M86N147M MD:Z:1384 NM:i:0 77,178,115,124,1193,248,86 7 cdhit-output-4_14.iteration.2 0.99 16 5174481 385M77N108M178N380M115N109M124N63M1261N47M248N145M86N147M MD:Z:1354C6T22 NM:i:2 77,178,115,124,1261,248,86 7 86,248,1193,124,115,178,77 86,248,1261,124,115,178,77
maker-168315500-augustus-gene-0.33-mRNA-1 myseq12000.fa.r112 0.99 16 7749227 564M143N47M93N258M124N112M126N266M583N147M140N642M356N1836M141N61M91N59M134N136M596N1363M MD:Z:598A579C14A670A402A140C3037C44 NM:i:7 143,93,124,126,583,140,356,141,91,134,596 11 cdhit-output-4_16.iteration.1 0.99 0 3092892 1363M596N136M134N59M91N61M141N1836M356N642M140N147M583N266M126N112M124N258M93N47M143N564M MD:Z:44G699T1018T1318G140T402T670T14G1178 NM:i:8 596,134,91,141,356,140,583,126,124,93,143 11 596,134,91,141,356,140,583,126,124,93,143 596,134,91,141,356,140,583,126,124,93,143
maker-168315574-snap-gene-0.70-mRNA-1 myseq6000.fa.r112 0.99 16 6777904 1857M120N203M133N22M MD:Z:133C190A192G12A572G841G136 NM:i:6 120,133 2 cdhit-output-4_14.iteration.1 0.99 0 3011371 22M133N203M120N1857M MD:Z:158C51G767C223C249A111C192T190G133 NM:i:8 133,120 2 133,120 133,120
maker-168316272-snap-gene-0.26-mRNA-1 myseq6000.fa.r112 0.99 16 5194300 513M144N224M371N118M MD:Z:317G17C31G487 NM:i:3 144,371 2 cdhit-output-4_12.iteration.1 0.99 0 3364385 118M371N224M144N513M MD:Z:487C31G17C317 NM:i:3 371,144 2 371,144 371,144
maker-168318762-augustus-gene-0.16-mRNA-1 myseq12000.fa.r112 0.99 16 7619493 565M95N114M87N129M145N69M125N81M326N105M128N231M120N1569M178N111M162N1387M107N122M91N243M MD:Z:653T924G1092G80T128T653C338A851 NM:i:7 95,87,145,125,326,128,120,178,162,107,91 11 cdhit-output-4_17.iteration.1 0.99 0 3051839 243M91N122M107N1387M162N111M178N1569M120N231M128N105M326N81M125N69M145N129M87N114M95N565M MD:Z:851T338G2A650A128A80C1092C924A653 NM:i:8 91,107,162,178,120,128,326,125,145,87,95 11 91,107,162,178,120,128,326,125,145,87,95 91,107,162,178,120,128,326,125,145,87,95
maker-168319416-augustus-gene-0.15-mRNA-1 myseq6000.fa.r112 0.99 16 6851565 812M1495N276M128N66M282N206M MD:Z:1360 NM:i:0 1495,128,282 3 cdhit-output-4_13.iteration.1 0.99 16 3875261 812M1905N276M128N66M282N206M MD:Z:1360 NM:i:0 1905,128,282 3 282,128,1495 282,128,1905
maker-168319544-augustus-gene-0.89-mRNA-1 myseq12000.fa.r112 0.99 16 7749488 539M234N193M93N800M MD:Z:259C540G731 NM:i:2 234,93 2 cdhit-output-4_19.iteration.1 0.99 0 831975 800M93N193M234N539M MD:Z:731C540G259 NM:i:2 93,234 2 93,234 93,234
maker-168320739-snap-gene-0.37-mRNA-1 myseq6000.fa.r112 0.99 16 6849106 604M229N72M161N195M434N213M149N165M151N138M213N106M585N191M MD:Z:1684 NM:i:0 229,161,434,149,151,213,585 7 cdhit-output-4_12.iteration.1 0.99 0 3364636 191M585N106M213N138M151N165M149N213M434N195M167N72M229N604M MD:Z:926A757 NM:i:1 585,213,151,149,434,167,229 7 585,213,151,149,434,161,229 585,213,151,149,434,167,229
maker-168320794-augustus-gene-0.55-mRNA-1 myseq12000.fa.r112 0.99 0 7731962 47M106N766M195N126M310N644M MD:Z:22A42C29A53A544G303A90G29A5T56G27A61G129A58T121 NM:i:14 106,195,310 3 cdhit-output-4_17.iteration.1 0.99 0 3052507 47M106N766M195N126M310N644M MD:Z:22A42C29A61A83G452G303A90G29A5T56G27A61G129A58T121 NM:i:15 106,195,310 3 106,195,310 106,195,310
maker-168320898-snap-gene-0.13-mRNA-1 myseq12000.fa.r112 0.99 0 7681764 1761M110N93M176N101M241N47M124N77M171N807M MD:Z:153G650C823G82A878T210C84 NM:i:6 110,176,241,124,171 5 cdhit-output-4_17.iteration.1 0.99 16 3052568 807M177N77M124N47M241N101M176N93M110N1280M219N481M MD:Z:10A73G210A961C823G236C413C153 NM:i:7 177,124,241,176,110,219 6 110,176,241,124,171 219,110,176,241,124,177
maker-168321812-augustus-gene-0.48-mRNA-1 myseq0.fa.r112 0.99 16 7021195 2270M165N52M MD:Z:328C190T1705G96 NM:i:3 165 1 cdhit-output-4_9.iteration.4 0.99 16 2270181 2270M165N52M MD:Z:328C190T713G991G96 NM:i:4 165 1 165 165
maker-168321947-augustus-gene-0.26-mRNA-1 myseq6000.fa.r112 0.99 16 6851774 247M122N275M79N48M113N283M MD:Z:276A123T178A273 NM:i:3 122,79,113 3 cdhit-output-4_13.iteration.1 0.99 16 3957301 247M122N275M79N48M113N283M MD:Z:106G38A86C5T340A273 NM:i:5 122,79,113 3 113,79,122 113,79,122
maker-168322284-augustus-gene-0.116-mRNA-1 myseq6000.fa.r112 0.99 16 6768718 882M552N1802M MD:Z:947G1017G127G290T299 NM:i:4 552 1 cdhit-output-4_14.iteration.1 0.99 16 3011945 882M552N1802M MD:Z:365G581G1145G290T299 NM:i:4 552 1 552 552
maker-168324567-augustus-gene-0.11-mRNA-1 myseq0.fa.r112 0.99 0 7076833 38M77N61M236N86M60N38M692N1376M MD:Z:811G377T80T99C172A55 NM:i:5 77,236,60,692 4 cdhit-output-4_9.iteration.1 0.99 16 3260852 1376M693N38M60N86M234N61M77N38M MD:Z:55T172G99A163T294C811 NM:i:5 693,60,234,77 4 77,236,60,692 77,234,60,693
maker-168325181-snap-gene-0.20-mRNA-1 myseq3000.fa.r112 0.99 0 9277094 1238M165N1380M34N63M MD:Z:359G2053C267 NM:i:2 165,34 2 cdhit-output-4_12.iteration.1 0.99 16 3364249 63M34N1380M165N1238M MD:Z:312A844A1163C359 NM:i:3 34,165 2 165,34 165,34
maker-168325183-snap-gene-0.13-mRNA-1 myseq3000.fa.r112 0.99 16 9303136 522M364N294M799N140M131N566M MD:Z:438T37C32C58A44T19G4C74A8G5A72A31T2A26C25G632 NM:i:15 364,799,131 3 cdhit-output-4_11.iteration.1 0.99 16 3288612 929M814N27M131N566M MD:Z:568A44T19G4C74A8G5A72A34A20AG29TG8G623 NM:i:14 814,131 2 131,799,364 131,814
maker-168325785-augustus-gene-0.12-mRNA-1 myseq0.fa.r112 0.99 0 7167042 62M143N140M223N398M MD:Z:169G254C34C140 NM:i:3 143,223 2 cdhit-output-4_8.iteration.1 0.99 0 4458149 62M143N140M223N398M MD:Z:169G254C34C140 NM:i:3 143,223 2 143,223 143,223
maker-168325806-augustus-gene-0.116-mRNA-1 myseq6000.fa.r112 0.99 16 6825893 682M114N558M2040N1385M MD:Z:760G1313A67C71A410 NM:i:4 114,2040 2 cdhit-output-4_14.iteration.1 0.99 16 3011299 682M114N558M2040N1385M MD:Z:760G1313A67C71A410 NM:i:4 114,2040 2 2040,114 2040,114
maker-168326626-augustus-gene-0.11-mRNA-1 myseq3000.fa.r112 0.99 0 9300131 763M104N109M158N191M127N159M96N542M MD:Z:268G123T103A149T812C17T29T100G141G13 NM:i:9 104,158,127,96 4 cdhit-output-4_10.iteration.3 0.99 0 4613900 763M104N109M159N191M127N159M96N542M MD:Z:268G123T103A17T131T812C17T29T39C22T117T49T25 NM:i:12 104,159,127,96 4 104,158,127,96 104,159,127,96
maker-168327093-snap-gene-0.26-mRNA-1 myseq6000.fa.r112 0.99 0 6795526 274M170N155M164N435M MD:Z:554C309 NM:i:1 170,164 2 cdhit-output-4_12.iteration.1 0.99 0 3364188 274M170N155M164N435M MD:Z:554C309 NM:i:1 170,164 2 170,164 170,164
maker-168327601-augustus-gene-0.15-mRNA-1 myseq0.fa.r112 0.99 0 7166963 354M1033N546M MD:Z:49C127G61G156C226G179C3G92 NM:i:7 1033 1 cdhit-output-4_9.iteration.1 0.99 16 3260233 546M1033N354M MD:Z:92C3G179C383C61C127G49 NM:i:6 1033 1 1033 1033
maker-168327619-snap-gene-0.32-mRNA-1 myseq0.fa.r112 0.99 16 7047469 668M286N102M106N99M227N120M294N120M131N95M151N96M226N190M112N74M MD:Z:72C196A1294 NM:i:2 286,106,227,294,131,151,226,112 8 cdhit-output-4_8.iteration.3 0.99 0 5265108 74M112N190M226N96M151N95M131N120M294N120M227N99M106N102M286N668M MD:Z:1283G41A238 NM:i:2 112,226,151,131,294,227,106,286 8 112,226,151,131,294,227,106,286 112,226,151,131,294,227,106,286
maker-168327657-augustus-gene-0.10-mRNA-1 myseq6000.fa.r112 0.99 16 6852137 69M91N201M430N345M149N288M1006N204M96N279M MD:Z:265C174T33G173G68A95A28C110A72C61T260A36 NM:i:11 91,430,149,1006,96 5 cdhit-output-4_14.iteration.3 0.99 0 3758439 279M96N204M1008N288M149N345M430N201M91N69M MD:Z:36T260A61G72T78G31G28T95T68C173C33A174G265 NM:i:12 96,1008,149,430,91 5 96,1006,149,430,91 96,1008,149,430,91
maker-168328223-augustus-gene-1.55-mRNA-1 myseq12000.fa.r112 0.99 16 5779771 1833M121N70M604N389M MD:Z:471C1477A342 NM:i:2 121,604 2 cdhit-output-4_18.iteration.1 0.99 0 3751671 389M604N70M121N1833M MD:Z:257G207A1354G471 NM:i:3 604,121 2 604,121 604,121
maker-168328223-snap-gene-0.59-mRNA-1 myseq12000.fa.r112 0.99 0 7750117 948M86N157M MD:Z:423C305GA242T131 NM:i:4 86 1 cdhit-output-4_17.iteration.1 0.99 0 3052081 948M86N157M MD:Z:729GA242T131 NM:i:3 86 1 86 86
maker-168328223-snap-gene-1.56-mRNA-2 myseq6000.fa.r112 0.99 0 6818585 79M86N114M81N122M204N153M289N297M MD:Z:765 NM:i:0 86,81,204,289 4 cdhit-output-4_12.iteration.1 0.99 16 3301699 297M289N153M204N122M81N114M86N79M MD:Z:765 NM:i:0 289,204,81,86 4 86,81,204,289 86,81,204,289
maker-168328614-augustus-gene-0.18-mRNA-1 myseq12000.fa.r112 0.99 0 1374841 16M85N245M89N33M78N250M105N272M MD:Z:278T494G19C22 NM:i:3 85,89,78,105 4 cdhit-output-4_18.iteration.1 0.99 16 3663348 272M105N250M78N33M89N245M85N16M MD:Z:22G19C494A278 NM:i:3 105,78,89,85 4 85,89,78,105 85,89,78,105
maker-168328789-augustus-gene-0.79-mRNA-1 myseq3000.fa.r112 0.99 0 9298026 324M139N165M239N183M199N648M MD:Z:78G153G1087 NM:i:2 139,239,199 3 cdhit-output-4_11.iteration.1 0.99 0 3287654 324M139N165M239N183M199N648M MD:Z:78G153G600C486 NM:i:3 139,239,199 3 139,239,199 139,239,199
maker-168329002-snap-gene-0.93-mRNA-1 myseq9000.fa.r112 0.99 16 9301183 848M152N88M154N123M189N148M287N164M147N153M138N87M93N4404M MD:Z:1176G2221G562T130T1922 NM:i:4 152,154,189,287,147,138,93 7 cdhit-output-4_15.iteration.1 0.99 16 3575927 848M152N88M154N123M189N148M287N164M147N153M138N87M93N4404M MD:Z:1176G428C1038T139A613G650T559G43A1361 NM:i:8 152,154,189,287,147,138,93 7 93,138,147,287,189,154,152 93,138,147,287,189,154,152
maker-168329851-augustus-gene-0.50-mRNA-1 myseq0.fa.r112 0.99 16 7165049 666M170N552M98N177M156N66M170N90M89N264M150N72M120N54M285N90M132N156M108N129M MD:Z:681G419G113A717G382 NM:i:4 170,98,156,170,89,150,120,285,132,108 10 cdhit-output-4_9.iteration.1 0.99 0 3260148 129M108N156M187N90M285N54M120N72M150N264M89N90M170N66M156N177M98N552M170N666M MD:Z:382C717T113C419C681 NM:i:4 108,187,285,120,150,89,170,156,98,170 10 108,132,285,120,150,89,170,156,98,170 108,187,285,120,150,89,170,156,98,170
maker-168331722-snap-gene-0.31-mRNA-1 myseq12000.fa.r112 0.99 16 7683640 126M1411N225M1253N116M231N153M113N144M680N802M MD:Z:1134A31C399 NM:i:2 1411,1253,231,113,680 5 cdhit-output-4_16.iteration.1 0.99 16 3093216 126M1411N225M1253N116M231N153M113N144M680N802M MD:Z:1134A31C399 NM:i:2 1411,1253,231,113,680 5 680,113,231,1253,1411 680,113,231,1253,1411
maker-168332662-augustus-gene-0.81-mRNA-1 myseq0.fa.r112 0.99 16 7097929 310M1290N215M76N1559M MD:Z:499A615C968 NM:i:2 1290,76 2 cdhit-output-4_10.iteration.1 0.99 16 2915447 310M1290N215M76N1559M MD:Z:499A1584 NM:i:1 1290,76 2 76,1290 76,1290
maker-168332971-augustus-gene-0.47-mRNA-1 myseq9000.fa.r112 0.99 16 9136802 739M384N684M MD:Z:196G879T304C23T17 NM:i:4 384 1 cdhit-output-4_16.iteration.1 0.99 0 3093458 684M384N739M MD:Z:17A23G304A879C196 NM:i:4 384 1 384 384
maker-168334423-augustus-gene-0.62-mRNA-1 myseq9000.fa.r112 0.99 16 9200126 327M53N101M93N17M244N114M164N280M132N320M512N135M679N96M108N186M132N167M90N42M15N109M60N249M136N58M63N193M101N83M222N111M MD:Z:65A454G35C2031 NM:i:3 53,93,244,164,132,512,679,108,132,90,15,60,136,63,101,222 16 cdhit-output-4_16.iteration.1 0.99 0 3093253 111M222N83M101N193M63N58M136N249M60N109M15N42M90N167M132N186M108N96M679N135M512N320M132N280M164N114M244N17M93N101M53N327M MD:Z:2411T176 NM:i:1 222,101,63,136,60,15,90,132,108,679,512,132,164,244,93,53 16 222,101,63,136,60,15,90,132,108,679,512,132,164,244,93,53 222,101,63,136,60,15,90,132,108,679,512,132,164,244,93,53
maker-168334701-augustus-gene-0.20-mRNA-1 myseq9000.fa.r112 0.99 16 9302112 394M87N124M251N59M91N21M137N129M584N135M103N184M153N224M85N99M110N42M MD:Z:310T103G327C120T343C203 NM:i:5 87,251,91,137,584,103,153,85,110 9 cdhit-output-4_15.iteration.1 0.99 16 3575653 394M87N124M251N59M91N21M137N129M585N135M103N184M153N224M85N99M110N42M MD:Z:310T103G327C120T423A123 NM:i:5 87,251,91,137,585,103,153,85,110 9 110,85,153,103,584,137,91,251,87 110,85,153,103,585,137,91,251,87
maker-168336300-augustus-gene-0.21-mRNA-1 myseq9000.fa.r112 0.99 0 9283776 101M126N43M773N42M139N1545M MD:Z:1022T555C13G138 NM:i:3 126,773,139 3 cdhit-output-4_15.iteration.1 0.99 16 3497974 1545M139N42M777N43M126N101M MD:Z:138C13G555A667C354 NM:i:4 139,777,126 3 126,773,139 126,777,139
maker-168337298-snap-gene-0.121-mRNA-1 myseq12000.fa.r112 0.99 0 7753845 141M273N212M164N652M MD:Z:122A405C476 NM:i:2 273,164 2 cdhit-output-4_18.iteration.1 0.99 16 3751064 652M164N212M273N141M MD:Z:882T122 NM:i:1 164,273 2 273,164 273,164
maker-168338467-augustus-gene-0.82-mRNA-1 myseq6000.fa.r112 0.99 0 6753239 65M75N68M213N849M199N606M MD:Z:60G1498A28 NM:i:2 75,213,199 3 cdhit-output-4_13.iteration.1 0.99 0 3957285 65M75N68M213N849M199N606M MD:Z:60G1498A28 NM:i:2 75,213,199 3 75,213,199 75,213,199
maker-168340591-augustus-gene-0.27-mRNA-1 myseq3000.fa.r112 0.99 0 9303194 130M1495N455M188N241M MD:Z:404A421 NM:i:1 1495,188 2 cdhit-output-4_11.iteration.3 0.99 16 2747872 241M188N455M2967N130M MD:Z:353A67T404 NM:i:2 188,2967 2 1495,188 2967,188
maker-168341737-augustus-gene-0.33-mRNA-1 myseq0.fa.r112 0.99 0 7100727 120M124N522M273N82M100N14M165N91M216N119M MD:Z:125G3A33A104G58A8T129C282A23T21G11C36C87A15 NM:i:13 124,273,100,165,216 5 cdhit-output-4_10.iteration.1 0.99 0 2915191 120M124N522M273N82M100N14M165N92M223N118M MD:Z:125G3A33A104G58A8T129C282A23T21G11C36C87A15 NM:i:13 124,273,100,165,223 5 124,273,100,165,216 124,273,100,165,223
maker-168342093-augustus-gene-0.122-mRNA-2 myseq9000.fa.r112 0.99 0 9132533 112M116N230M164N798M124N51M230N186M115N785M MD:Z:339T580T596G490G153 NM:i:4 116,164,124,230,115 5 cdhit-output-4_15.iteration.1 0.99 16 3575631 785M115N186M230N51M124N798M164N230M116N112M MD:Z:644C596A920 NM:i:2 115,230,124,164,116 5 116,164,124,230,115 116,164,124,230,115
maker-168342111-augustus-gene-0.50-mRNA-1 myseq9000.fa.r112 0.99 16 9132559 528M91N234M MD:Z:762 NM:i:0 91 1 cdhit-output-4_14.iteration.1 0.99 16 2971140 528M91N234M MD:Z:762 NM:i:0 91 1 91 91
maker-168343105-snap-gene-0.27-mRNA-1 myseq9000.fa.r112 0.99 16 7381737 440M102N85M96N177M MD:Z:81G105T155A21A198G93G28T14 NM:i:7 102,96 2 cdhit-output-4_9.iteration.2 0.99 16 3334790 440M102N85M96N177M MD:Z:81G105T155A21A198G93G28T14 NM:i:7 102,96 2 96,102 96,102
maker-168343750-snap-gene-0.39-mRNA-1 myseq12000.fa.r112 0.99 16 7596031 1198M249N557M171N54M MD:Z:6C689T864A136G20G89 NM:i:5 249,171 2 cdhit-output-4_17.iteration.1 0.99 0 3052404 54M171N557M249N1198M MD:Z:110C136T1554G6 NM:i:3 171,249 2 171,249 171,249
maker-168344084-augustus-gene-0.5-mRNA-1 myseq6000.fa.r112 0.99 16 6807176 309M107N226M MD:Z:44TT4T50G3G45C7G24C58G291 NM:i:9 107 1 cdhit-output-4_14.iteration.1 0.99 0 3012048 226M107N309M MD:Z:291C58G24C7G45C3C50A4AA44 NM:i:9 107 1 107 107
maker-168344349-augustus-gene-0.68-mRNA-1 myseq9000.fa.r112 0.99 16 9267076 907M130N179M109N99M378N222M113N90M129N144M98N165M95N43M104N57M461N94M696N61M272N319M MD:Z:1961T265G152 NM:i:2 130,109,378,113,129,98,95,104,461,696,272 11 cdhit-output-4_16.iteration.1 0.99 0 3092936 319M272N61M696N94M461N57M104N43M95N165M98N144M129N90M113N222M378N99M109N179M130N907M MD:Z:152C265A1961 NM:i:2 272,696,461,104,95,98,129,113,378,109,130 11 272,696,461,104,95,98,129,113,378,109,130 272,696,461,104,95,98,129,113,378,109,130
maker-168344538-augustus-gene-0.19-mRNA-3 myseq9000.fa.r112 0.99 16 9282271 401M139N150M99N130M87N354M112N140M107N81M165N189M167N193M85N107M81N75M100N156M123N84M99N114M85N96M95N91M93N107M294N31M440N146M86N160M309N51M101N257M95N356M MD:Z:1172T359T1936 NM:i:2 139,99,87,112,107,165,167,85,81,100,123,99,85,95,93,294,440,86,309,101,95 21 cdhit-output-4_18.iteration.1 0.99 0 3750883 356M95N257M101N51M309N160M86N146M440N31M294N107M93N91M95N96M85N114M99N84M123N156M100N75M81N107M85N193M167N189M165N81M107N140M112N354M87N130M99N150M139N401M MD:Z:1936A1532 NM:i:1 95,101,309,86,440,294,93,95,85,99,123,100,81,85,167,165,107,112,87,99,139 21 95,101,309,86,440,294,93,95,85,99,123,100,81,85,167,165,107,112,87,99,139 95,101,309,86,440,294,93,95,85,99,123,100,81,85,167,165,107,112,87,99,139
maker-168347411-snap-gene-0.21-mRNA-1 myseq9000.fa.r112 0.99 16 9303879 386M2907N158M105N95M1812N295M MD:Z:202A524C113A79A12 NM:i:4 2907,105,1812 3 cdhit-output-4_15.iteration.5 0.99 0 1502920 295M1971N95M105N158M3430N386M MD:Z:12T20C58T44T68G524T202 NM:i:6 1971,105,3430 3 1812,105,2907 1971,105,3430
maker-168348166-augustus-gene-0.90-mRNA-2 myseq3000.fa.r112 0.99 16 9300513 572M133N516M282N716M455N230M192N52M252N187M147N213M1615N47M1181N37M605N170M99N237M541N516M145N49M650N69M611N190M418N624M MD:Z:209A6A1362G907C648A392T89T805 NM:i:7 133,282,455,192,252,147,1615,1181,605,99,541,145,650,611,418 15 cdhit-output-4_18.iteration.1 0.99 16 3751540 572M133N516M282N716M455N230M192N52M252N187M147N213M1615N47M1181N37M605N170M99N237M541N516M145N49M650N69M611N190M418N624M MD:Z:209A6A1362G907C648A392T89T805 NM:i:7 133,282,455,192,252,147,1615,1181,605,99,541,145,650,611,418 15 418,611,650,145,541,99,605,1181,1615,147,252,192,455,282,133 418,611,650,145,541,99,605,1181,1615,147,252,192,455,282,133
maker-168348166-augustus-gene-0.90-mRNA-3 myseq3000.fa.r112 0.99 16 9300512 572M133N516M282N716M171N102M182N230M192N52M252N187M147N213M1615N47M1181N37M605N170M99N237M541N661M263N2369M MD:Z:209A6A1362G1009C648A442C107A88T213G73T260G101A334T1244 NM:i:13 133,282,171,182,192,252,147,1615,1181,605,99,541,263 13 cdhit-output-4_18.iteration.1 0.99 16 3751540 572M133N516M282N716M171N102M182N230M192N52M252N187M147N213M1615N47M1181N37M605N170M99N237M541N661M263N2369M MD:Z:209A6A1362G1009C648A442C107A88T213G73T260G101A334T1244 NM:i:13 133,282,171,182,192,252,147,1615,1181,605,99,541,263 13 263,541,99,605,1181,1615,147,252,192,182,171,282,133 263,541,99,605,1181,1615,147,252,192,182,171,282,133
maker-168348371-augustus-gene-0.41-mRNA-1 myseq9000.fa.r112 0.99 0 9238432 2565M113N43M136N144M212N126M MD:Z:728G18C101C29C1G47G1604G343 NM:i:7 113,136,212 3 cdhit-output-4_15.iteration.1 0.99 0 3575975 839M231N1726M113N43M136N144M212N126M MD:Z:747C101C9A19C1G47G1112C835 NM:i:7 231,113,136,212 4 113,136,212 231,113,136,212
maker-168348565-augustus-gene-0.33-mRNA-1 myseq3000.fa.r112 0.99 0 9234450 47M798N113M171N782M MD:Z:582T33T123A201 NM:i:3 798,171 2 cdhit-output-4_12.iteration.1 0.99 0 3364341 47M798N113M171N782M MD:Z:94C487T157A201 NM:i:3 798,171 2 798,171 798,171
maker-168351463-augustus-gene-0.65-mRNA-1 myseq9000.fa.r112 0.99 16 9135307 1311M107N130M112N214M MD:Z:69G32C26C15G21T56C221GC2T49A470T119A107C8G287T158 NM:i:15 107,112 2 cdhit-output-4_15.iteration.1 0.99 16 3575993 1311M111N130M112N214M MD:Z:69G32C26C15G21T56C191G29GC52A396A42C30T2A116A18T97G287T158 NM:i:18 111,112 2 112,107 112,111
maker-168352321-augustus-gene-0.51-mRNA-1 myseq9000.fa.r112 0.99 16 9251298 12M127N127M334N194M118N453M445N96M161N177M MD:Z:249G228G14A98A466 NM:i:4 127,334,118,445,161 5 cdhit-output-4_15.iteration.1 0.99 0 3575862 177M161N96M445N453M118N194M334N127M127N12M MD:Z:466T98T14C228C249 NM:i:4 161,445,118,334,127 5 161,445,118,334,127 161,445,118,334,127
maker-168352466-augustus-gene-0.25-mRNA-1 myseq12000.fa.r112 0.99 0 6353589 240M107N127M108N682M MD:Z:7A8T153T411C90G375 NM:i:5 107,108 2 cdhit-output-4_17.iteration.1 0.99 0 3051784 240M107N127M108N682M MD:Z:7A8T153T411C90G375 NM:i:5 107,108 2 107,108 107,108
maker-168352516-augustus-gene-0.36-mRNA-1 myseq12000.fa.r112 0.99 0 7750829 833M2964N940M MD:Z:1773 NM:i:0 2964 1 cdhit-output-4_18.iteration.1 0.99 16 3751783 940M2962N833M MD:Z:1773 NM:i:0 2962 1 2964 2962
maker-168352781-augustus-gene-0.41-mRNA-1 myseq3000.fa.r112 0.99 0 9207677 1086M740N70M2398N579M MD:Z:1153A581 NM:i:1 740,2398 2 cdhit-output-4_11.iteration.1 0.99 16 3287838 579M2398N70M740N1086M MD:Z:581T1153 NM:i:1 2398,740 2 740,2398 740,2398
maker-168353174-snap-gene-0.26-mRNA-1 myseq0.fa.r112 0.99 0 7149821 505M331N806M85N204M87N66M1116N69M605N72M102N162M173N448M MD:Z:7T834A207G150C1083G46 NM:i:5 331,85,87,1116,605,102,173 7 cdhit-output-4_8.iteration.1 0.99 0 4560176 505M331N806M85N204M87N66M1116N69M605N72M102N162M173N448M MD:Z:7T656A177A207G532T701G46 NM:i:6 331,85,87,1116,605,102,173 7 331,85,87,1116,605,102,173 331,85,87,1116,605,102,173
maker-168354654-augustus-gene-0.85-mRNA-1 myseq12000.fa.r112 0.99 16 4747247 600M579N97M MD:Z:697 NM:i:0 579 1 cdhit-output-4_17.iteration.1 0.99 16 3052054 600M579N97M MD:Z:697 NM:i:0 579 1 579 579
maker-168354690-augustus-gene-0.21-mRNA-1 myseq3000.fa.r112 0.99 0 9205160 246M1252N919M MD:Z:472A692 NM:i:1 1252 1 cdhit-output-4_10.iteration.1 0.99 0 2915387 246M1252N919M MD:Z:472A692 NM:i:1 1252 1 1252 1252
maker-168356447-augustus-gene-0.141-mRNA-1 myseq12000.fa.r112 0.99 16 7648960 208M143N97M186N283M162N126M169N48M93N81M96N147M MD:Z:990 NM:i:0 143,186,162,169,93,96 6 cdhit-output-4_16.iteration.1 0.99 0 3029614 147M96N81M93N48M169N126M162N283M186N97M143N208M MD:Z:990 NM:i:0 96,93,169,162,186,143 6 96,93,169,162,186,143 96,93,169,162,186,143
