transcript bin.x coverage.x strand.x gene.x cigar.x MD.x NM.x bin.y coverage.y strand.y gene.y cigar.y MD.y NM.y
augustus_masked-168369750-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9300420 1146M MD:Z:92C1053 NM:i:1 cdhit-output-4_12.iteration.1 0.99 0 3364923 1146M MD:Z:28T63C1053 NM:i:2
augustus_masked-168369787-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7746384 5328M MD:Z:373C2054A346G1G70T592C598A636C650 NM:i:8 cdhit-output-4_18.iteration.1 0.99 0 3751310 5328M MD:Z:650G636T598G62T529A70C1C346T2054G373 NM:i:9
augustus_masked-168370762-processed-gene-0.5-mRNA-1 myseq3000.fa.r112 0.99 16 9249213 912M MD:Z:108G272G530 NM:i:2 cdhit-output-4_10.iteration.1 0.99 16 2915182 912M MD:Z:108G272G530 NM:i:2
augustus_masked-168372370-processed-gene-0.17-mRNA-1 myseq0.fa.r112 0.99 16 7125785 321M MD:Z:37G38T244 NM:i:2 cdhit-output-4_8.iteration.1 0.99 0 4465164 321M MD:Z:244A38C37 NM:i:2
augustus_masked-168374255-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 16 6846342 1851M MD:Z:241G1609 NM:i:1 cdhit-output-4_13.iteration.1 0.99 0 3957776 1851M MD:Z:1851 NM:i:0
augustus_masked-168374514-processed-gene-0.15-mRNA-1 myseq3000.fa.r112 0.99 16 9230088 984M MD:Z:984 NM:i:0 cdhit-output-4_11.iteration.1 0.99 0 3288254 984M MD:Z:984 NM:i:0
augustus_masked-168375251-processed-gene-0.4-mRNA-1 myseq0.fa.r112 0.99 16 98295 354M MD:Z:354 NM:i:0 cdhit-output-4_11.iteration.1 0.99 0 3268026 354M MD:Z:354 NM:i:0
augustus_masked-168375748-processed-gene-0.5-mRNA-1 myseq0.fa.r112 0.99 0 7077612 2421M MD:Z:46T7T29TT17A71G81T38T635A216G529A741 NM:i:11 cdhit-output-4_8.iteration.1 0.99 16 4560108 2421M MD:Z:741T529C216T873C11A46 NM:i:5
augustus_masked-168376361-processed-gene-0.3-mRNA-1 myseq3000.fa.r112 0.99 0 9220299 2313M MD:Z:55G74G1044C14C388T20C712 NM:i:6 cdhit-output-4_12.iteration.1 0.99 16 3284858 2313M MD:Z:712G20A388G14G1044C74C55 NM:i:6
augustus_masked-168376524-processed-gene-0.1-mRNA-1 myseq6000.fa.r112 0.99 0 6829516 3504M MD:Z:29G302A53A45G444G167G2458 NM:i:6 cdhit-output-4_14.iteration.1 0.99 0 3011658 3504M MD:Z:29G302A53A45G444G167G2458 NM:i:6
augustus_masked-168377623-processed-gene-0.8-mRNA-1 myseq6000.fa.r112 0.99 16 6843217 1419M MD:Z:53A1365 NM:i:1 cdhit-output-4_14.iteration.1 0.99 16 3011839 1419M MD:Z:1419 NM:i:0
augustus_masked-168378904-processed-gene-0.6-mRNA-1 myseq3000.fa.r112 0.99 0 740482 2175M MD:Z:77A439A993T44T31C174A411 NM:i:6 cdhit-output-4_11.iteration.1 0.99 0 3288445 2175M MD:Z:77A439A1038T31C174A411 NM:i:5
augustus_masked-168379294-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 0 7016261 1668M MD:Z:568A96G260C611C129 NM:i:4 cdhit-output-4_10.iteration.1 0.99 0 2914995 1668M MD:Z:655A9G872C129 NM:i:3
augustus_masked-168379447-processed-gene-0.2-mRNA-1 myseq12000.fa.r112 0.99 0 7689752 673M MD:Z:174G36A105G152C179A22 NM:i:5 cdhit-output-4_17.iteration.1 0.99 0 3051888 673M MD:Z:174G36A105G152C179A22 NM:i:5
augustus_masked-168382621-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 9235811 1485M MD:Z:131T270A43C7A10G27G60T15A184C53C74C101C30G194G202T69 NM:i:15 cdhit-output-4_12.iteration.2 0.99 16 2804810 1485M MD:Z:131T270A43C7A10G27G60T15A184C53C74C101C30G194G202T69 NM:i:15
augustus_masked-168382767-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7666551 1257M MD:Z:855T377G23 NM:i:2 cdhit-output-4_17.iteration.1 0.99 0 3051738 1257M MD:Z:23C1233 NM:i:1
augustus_masked-168383017-processed-gene-0.6-mRNA-1 myseq6000.fa.r112 0.99 0 6782955 873M MD:Z:873 NM:i:0 cdhit-output-4_14.iteration.1 0.99 16 2941813 873M MD:Z:873 NM:i:0
augustus_masked-168383349-processed-gene-0.11-mRNA-1 myseq6000.fa.r112 0.99 16 5489387 345M MD:Z:345 NM:i:0 cdhit-output-4_12.iteration.1 0.99 16 3321039 345M MD:Z:345 NM:i:0
augustus_masked-168384615-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 0 6758335 258M MD:Z:258 NM:i:0 cdhit-output-4_13.iteration.1 0.99 16 3869974 258M MD:Z:258 NM:i:0
augustus_masked-168385333-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 0 9280221 1344M MD:Z:1251G92 NM:i:1 cdhit-output-4_11.iteration.1 0.99 16 3287717 1344M MD:Z:92C1251 NM:i:1
augustus_masked-168385668-processed-gene-0.30-mRNA-1 myseq6000.fa.r112 0.99 16 6702083 2079M MD:Z:513C1392A172 NM:i:2 cdhit-output-4_12.iteration.1 0.99 0 3364293 2079M MD:Z:172T1392G513 NM:i:2
augustus_masked-168386339-processed-gene-0.6-mRNA-1 myseq12000.fa.r112 0.99 0 7703239 354M MD:Z:189G164 NM:i:1 cdhit-output-4_17.iteration.1 0.99 16 871709 354M MD:Z:164C189 NM:i:1
augustus_masked-168386339-processed-gene-0.9-mRNA-1 myseq9000.fa.r112 0.99 0 9133546 312M MD:Z:312 NM:i:0 cdhit-output-4_15.iteration.1 0.99 0 3575737 312M MD:Z:312 NM:i:0
augustus_masked-168389590-processed-gene-0.8-mRNA-1 myseq6000.fa.r112 0.99 0 6843505 390M MD:Z:294T95 NM:i:1 cdhit-output-4_13.iteration.1 0.99 0 3872324 390M MD:Z:294T95 NM:i:1
augustus_masked-168389663-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 0 7143746 696M MD:Z:21G41N137C105T95C101G11C7A26G59T83 NM:i:10 cdhit-output-4_9.iteration.1 0.99 16 3229350 696M MD:Z:83A56A2C1T24T7G11T74A26A201G137T41C21 NM:i:12
augustus_masked-168390062-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 16 3233332 348M MD:Z:3T33G9C300 NM:i:3 cdhit-output-4_18.iteration.1 0.99 16 3751150 348M MD:Z:3T33G9C300 NM:i:3
augustus_masked-168391095-processed-gene-0.3-mRNA-1 myseq0.fa.r112 0.99 16 7100411 2088M MD:Z:128T207A227G109T34A47G334G32C150T24C297A111T340C35 NM:i:13 cdhit-output-4_9.iteration.1 0.99 0 3260971 2088M MD:Z:35G340A111T297G24A150G32C334C47T34A545A128 NM:i:11
augustus_masked-168391474-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 0 7704515 2232M MD:Z:65G77T22G24C101T669G336G931 NM:i:7 cdhit-output-4_17.iteration.1 0.99 16 2985848 2232M MD:Z:931C336C669A101G24C22A77C65 NM:i:7
augustus_masked-168393844-processed-gene-0.2-mRNA-1 myseq12000.fa.r112 0.99 16 7667503 516M MD:Z:407G108 NM:i:1 cdhit-output-4_9.iteration.1 0.99 0 3261001 516M MD:Z:108C407 NM:i:1
augustus_masked-168394829-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 16 7619984 1410M MD:Z:10T1399 NM:i:1 cdhit-output-4_18.iteration.1 0.99 16 3663232 1410M MD:Z:10T1399 NM:i:1
augustus_masked-168395168-processed-gene-0.6-mRNA-1 myseq3000.fa.r112 0.99 0 9300384 2169M MD:Z:25T39T47C1T5A15T37G45A27G21G100G208A189A534C210T104A546 NM:i:16 cdhit-output-4_10.iteration.1 0.99 16 2914754 2169M MD:Z:546T104A210G534T189T208C100C9T11C27T83A15T5A1G53T25T7A25 NM:i:17
augustus_masked-168395551-processed-gene-0.12-mRNA-1 myseq12000.fa.r112 0.99 16 4637998 189M MD:Z:23C89T75 NM:i:2 cdhit-output-4_16.iteration.5 0.99 0 1588415 189M MD:Z:189 NM:i:0
augustus_masked-168395854-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 16 7627070 684M MD:Z:547G136 NM:i:1 cdhit-output-4_17.iteration.1 0.99 0 3051679 684M MD:Z:136C547 NM:i:1
augustus_masked-168396338-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7587741 2241M MD:Z:1005A1235 NM:i:1 cdhit-output-4_18.iteration.1 0.99 0 3750929 2241M MD:Z:1005A1235 NM:i:1
augustus_masked-168397799-processed-gene-0.4-mRNA-1 myseq0.fa.r112 0.99 0 7021613 489M MD:Z:489 NM:i:0 cdhit-output-4_9.iteration.1 0.99 16 3260656 489M MD:Z:92T396 NM:i:1
augustus_masked-168397799-processed-gene-0.9-mRNA-1 myseq3000.fa.r112 0.99 16 9253488 1035M MD:Z:78A302T653 NM:i:2 cdhit-output-4_12.iteration.1 0.99 16 3285786 1035M MD:Z:78A302T653 NM:i:2
augustus_masked-168398566-processed-gene-0.7-mRNA-1 myseq9000.fa.r112 0.99 16 9296385 1749M MD:Z:239T67T10T27G19C45C7T248G158T260G9T33T215G1T79GC5G5G207C74C7C13 NM:i:21 cdhit-output-4_9.iteration.1 0.99 16 3260972 1749M MD:Z:239T67T10T27G19C45C7T248G158T260G9T33T147N150N219C74C7C13 NM:i:17
augustus_masked-168398745-processed-gene-0.2-mRNA-1 myseq6000.fa.r112 0.99 16 5752183 480M MD:Z:123C319A20G15 NM:i:3 cdhit-output-4_14.iteration.1 0.99 16 3011417 480M MD:Z:123C319A20G15 NM:i:3
augustus_masked-168399192-processed-gene-0.1-mRNA-1 myseq3000.fa.r112 0.99 16 9252877 1614M MD:Z:21C14A144G174T36C356G202T83C143A130T151A149 NM:i:11 cdhit-output-4_12.iteration.1 0.99 16 3364536 1614M MD:Z:21C14A144G124G443G430A130T151A149 NM:i:8
augustus_masked-168400707-processed-gene-0.8-mRNA-1 myseq12000.fa.r112 0.99 16 7595149 1962M MD:Z:1185T59G449T15A97A4C31C115 NM:i:7 cdhit-output-4_19.iteration.1 0.99 0 831895 1962M MD:Z:115G31G102T15A449C59A1185 NM:i:6
augustus_masked-168400715-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9259591 2274M MD:Z:65C237A22G1802C144 NM:i:4 cdhit-output-4_11.iteration.1 0.99 0 3216279 2274M MD:Z:65C237A22G273G143T758T103A521C144 NM:i:8
augustus_masked-168401046-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7697712 519M MD:Z:109C1A68T21C66C11T67T169 NM:i:7 cdhit-output-4_17.iteration.3 0.99 16 3680326 519M MD:Z:5A64C12G27T1T121T15A62T1G5G19G4T22T38G8A1C8C7C25G10TG6AT3G2T12C10T4 NM:i:27
augustus_masked-168401086-processed-gene-0.3-mRNA-1 myseq3000.fa.r112 0.99 16 9301034 1407M MD:Z:1407 NM:i:0 cdhit-output-4_11.iteration.1 0.99 16 3213951 1407M MD:Z:1407 NM:i:0
augustus_masked-168401909-processed-gene-0.3-mRNA-1 myseq3000.fa.r112 0.99 0 9186506 2040M MD:Z:57A1C53A58A213C63G125C10G149C296A468C536 NM:i:11 cdhit-output-4_11.iteration.1 0.99 0 3288014 2040M MD:Z:57A1C53A58A213C63G125C10G446A468C536 NM:i:10
augustus_masked-168403765-processed-gene-0.4-mRNA-1 myseq3000.fa.r112 0.99 0 9189624 753M MD:Z:41G23C50T35T236C102G7T9G169A72 NM:i:9 cdhit-output-4_10.iteration.1 0.99 0 2915582 753M MD:Z:41G23C50T35T236C102G7T9G169A72 NM:i:9
augustus_masked-168404664-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 16 7654566 423M MD:Z:215A207 NM:i:1 cdhit-output-4_18.iteration.1 0.99 16 3751603 423M MD:Z:215A207 NM:i:1
augustus_masked-168404722-processed-gene-0.8-mRNA-1 myseq3000.fa.r112 0.99 0 9298439 2154M MD:Z:206A134A32A56C1A465A123C53A79A116C140C738 NM:i:11 cdhit-output-4_12.iteration.1 0.99 16 3364616 2154M MD:Z:879G116T79T53G123T465T1G56T32T103C5T24T206 NM:i:12
augustus_masked-168405006-processed-gene-0.1-mRNA-1 myseq0.fa.r112 0.99 0 7088180 2142M MD:Z:404G665G1071 NM:i:2 cdhit-output-4_8.iteration.1 0.99 0 4478556 2142M MD:Z:404G1737 NM:i:1
augustus_masked-168405196-processed-gene-0.12-mRNA-1 myseq0.fa.r112 0.99 16 7061805 291M MD:Z:75G32C182 NM:i:2 cdhit-output-4_9.iteration.2 0.99 16 3334426 291M MD:Z:75G32C182 NM:i:2
augustus_masked-168405201-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7670189 219M MD:Z:219 NM:i:0 cdhit-output-4_16.iteration.1 0.99 16 3093288 219M MD:Z:219 NM:i:0
augustus_masked-168405760-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9208722 1461M MD:Z:90CA1131T237 NM:i:3 cdhit-output-4_10.iteration.1 0.99 0 2914761 1461M MD:Z:90CA1131T237 NM:i:3
augustus_masked-168406049-processed-gene-0.11-mRNA-1 myseq6000.fa.r112 0.99 0 6814985 468M MD:Z:47A10T208C45A10C59A83 NM:i:6 cdhit-output-4_15.iteration.3 0.99 0 3425654 468M MD:Z:47A10T208C45A10C59A83 NM:i:6
augustus_masked-168406521-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7748484 2367M MD:Z:18A913C142G203A73C669T14C171T156 NM:i:8 cdhit-output-4_13.iteration.1 0.99 0 3957424 2367M MD:Z:156A171G14A137G531G12A11A252C142G913T18 NM:i:10
augustus_masked-168407234-processed-gene-0.9-mRNA-1 myseq6000.fa.r112 0.99 16 6797913 2082M MD:Z:1413G122A534G10 NM:i:3 cdhit-output-4_14.iteration.1 0.99 16 3011679 2082M MD:Z:1238A174G122A490C54 NM:i:4
augustus_masked-168407599-processed-gene-0.6-mRNA-1 myseq12000.fa.r112 0.99 16 7619149 1602M MD:Z:259C132T801A407 NM:i:3 cdhit-output-4_18.iteration.1 0.99 16 3665769 1602M MD:Z:259C132T801A407 NM:i:3
augustus_masked-168408448-processed-gene-0.3-mRNA-1 myseq3000.fa.r112 0.99 16 9244467 603M MD:Z:123G479 NM:i:1 cdhit-output-4_10.iteration.1 0.99 0 2888716 603M MD:Z:479C123 NM:i:1
augustus_masked-168409073-processed-gene-0.11-mRNA-1 myseq9000.fa.r112 0.99 0 9192345 378M MD:Z:378 NM:i:0 cdhit-output-4_16.iteration.1 0.99 0 3043787 378M MD:Z:378 NM:i:0
augustus_masked-168411355-processed-gene-0.2-mRNA-1 myseq12000.fa.r112 0.99 16 7750717 1371M MD:Z:452A308C226G78A33G73C33G68A92 NM:i:8 cdhit-output-4_19.iteration.1 0.99 0 831773 1371M MD:Z:92T68C33G73C33T78C226G308T452 NM:i:8
augustus_masked-168411528-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 0 9268944 1491M MD:Z:31T35T15T760C87C221C140G141T53 NM:i:8 cdhit-output-4_12.iteration.1 0.99 16 3286601 1491M MD:Z:53A141C140G221G87G760A15A35A31 NM:i:8
augustus_masked-168411945-processed-gene-0.3-mRNA-1 myseq6000.fa.r112 0.99 0 6837814 1758M MD:Z:50T155T533C288T728 NM:i:4 cdhit-output-4_13.iteration.1 0.99 0 3881000 1758M MD:Z:82C3G41C98C512C1017 NM:i:5
augustus_masked-168413161-processed-gene-0.7-mRNA-1 myseq0.fa.r112 0.99 16 7026878 396M MD:Z:396 NM:i:0 cdhit-output-4_10.iteration.1 0.99 0 2914932 396M MD:Z:396 NM:i:0
augustus_masked-168414024-processed-gene-1.86-mRNA-1 myseq3000.fa.r112 0.99 16 9204774 1308M MD:Z:649T213A36A162G19T26G77G119 NM:i:7 cdhit-output-4_10.iteration.1 0.99 16 2915240 1308M MD:Z:649T213A147A51G19T104G119 NM:i:6
augustus_masked-168414172-processed-gene-0.5-mRNA-1 myseq6000.fa.r112 0.99 0 6844691 867M MD:Z:867 NM:i:0 cdhit-output-4_13.iteration.1 0.99 0 3957500 867M MD:Z:736A130 NM:i:1
augustus_masked-168415569-processed-gene-0.24-mRNA-1 myseq12000.fa.r112 0.99 0 7751440 786M MD:Z:786 NM:i:0 cdhit-output-4_17.iteration.1 0.99 16 3051716 786M MD:Z:786 NM:i:0
augustus_masked-168416866-processed-gene-0.4-mRNA-1 myseq12000.fa.r112 0.99 0 7639424 2676M MD:Z:766C98C10G11T11T1G453G904A414 NM:i:8 cdhit-output-4_17.iteration.1 0.99 16 3052161 2676M MD:Z:414T904C453C1A11A11C10G98G766 NM:i:8
augustus_masked-168417218-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 16 7695145 1077M MD:Z:119T88C16T241A86C177T32T311 NM:i:7 cdhit-output-4_17.iteration.1 0.99 0 2983667 1077M MD:Z:311A32A177G86T241A16G88A119 NM:i:7
augustus_masked-168417232-processed-gene-0.11-mRNA-1 myseq0.fa.r112 0.99 0 7166418 2064M MD:Z:28G7G29G67G155A138A8G208A47A110T470T181A15C146C185G8A27G111T99T6 NM:i:19 cdhit-output-4_9.iteration.1 0.99 0 3260800 2064M MD:Z:28G7G29G67G407A104A47A110T652A15C131C14C185G8A27G111T99T6 NM:i:17
augustus_masked-168417715-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 16 9214989 2925M MD:Z:274A417A93A86T594G67G6T42G183T55A192A268T87G26A7A186T326 NM:i:16 cdhit-output-4_15.iteration.1 0.99 0 3493827 2925M MD:Z:326A186T7T26C87A268T192T55A183C42A6C67C370T223A86T786 NM:i:15
augustus_masked-168417785-processed-gene-0.1-mRNA-1 myseq0.fa.r112 0.99 16 7051662 1518M MD:Z:579G99C466T222T148 NM:i:4 cdhit-output-4_9.iteration.1 0.99 0 3260590 1518M MD:Z:148A222A1146 NM:i:2
augustus_masked-168419271-processed-gene-0.2-mRNA-1 myseq3000.fa.r112 0.99 16 9140385 1662M MD:Z:1662 NM:i:0 cdhit-output-4_11.iteration.1 0.99 16 3287578 1662M MD:Z:1662 NM:i:0
augustus_masked-168419721-processed-gene-0.1-mRNA-1 myseq0.fa.r112 0.99 16 7110766 1059M MD:Z:885G31T141 NM:i:2 cdhit-output-4_9.iteration.1 0.99 16 3184697 1059M MD:Z:885G31T141 NM:i:2
augustus_masked-168420254-processed-gene-0.1-mRNA-1 myseq6000.fa.r112 0.99 0 6714065 2115M MD:Z:40C81C1563C309C118 NM:i:4 cdhit-output-4_13.iteration.1 0.99 0 3958057 2115M MD:Z:40C81C1563C309C118 NM:i:4
augustus_masked-168420490-processed-gene-0.9-mRNA-1 myseq6000.fa.r112 0.99 16 6833427 534M MD:Z:32AG194A62C44A15C108G26T13A8T22 NM:i:10 cdhit-output-4_13.iteration.2 0.99 16 4336675 534M MD:Z:90A200C219T22 NM:i:3
augustus_masked-168420684-processed-gene-0.10-mRNA-1 myseq12000.fa.r112 0.99 0 7726410 2547M MD:Z:196C57T20T212C47C33G205G818T357T54G113A72C351 NM:i:12 cdhit-output-4_18.iteration.1 0.99 16 3751461 2547M MD:Z:54C38G257G72T113C412A234C131C657C33G47G212A20A57G196 NM:i:14
augustus_masked-168421230-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 16 7599381 510M MD:Z:330C179 NM:i:1 cdhit-output-4_18.iteration.1 0.99 0 3667774 510M MD:Z:510 NM:i:0
augustus_masked-168421411-processed-gene-0.13-mRNA-1 myseq6000.fa.r112 0.99 16 6848265 327M MD:Z:327 NM:i:0 cdhit-output-4_13.iteration.1 0.99 16 3958116 327M MD:Z:327 NM:i:0
augustus_masked-168421958-processed-gene-0.3-mRNA-1 myseq6000.fa.r112 0.99 0 6828696 384M MD:Z:384 NM:i:0 cdhit-output-4_12.iteration.1 0.99 0 3335236 384M MD:Z:384 NM:i:0
augustus_masked-168425098-processed-gene-0.6-mRNA-1 myseq9000.fa.r112 0.99 16 9301470 2592M MD:Z:453T1618G519 NM:i:2 cdhit-output-4_15.iteration.1 0.99 0 3495848 2592M MD:Z:132G2A383C798A120A698A453 NM:i:6
augustus_masked-168425204-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9299306 2463M MD:Z:434A141G160A59A107T423G116G455A83A92A13T216C68A83 NM:i:13 cdhit-output-4_11.iteration.1 0.99 16 3287861 2463M MD:Z:83T285A13T92T83T137T6C310C116C415G7A97T48T181C576 NM:i:14
augustus_masked-168425879-processed-gene-0.8-mRNA-1 myseq0.fa.r112 0.99 16 7084883 2448M MD:Z:323T97C2026 NM:i:2 cdhit-output-4_10.iteration.1 0.99 16 2914791 2448M MD:Z:421C515G1510 NM:i:2
augustus_masked-168426104-processed-gene-1.31-mRNA-1 myseq12000.fa.r112 0.99 16 7725786 339M MD:Z:215A123 NM:i:1 cdhit-output-4_19.iteration.1 0.99 16 811303 339M MD:Z:181G22A134 NM:i:2
augustus_masked-168428171-processed-gene-0.1-mRNA-1 myseq0.fa.r112 0.99 0 7150285 2431M MD:Z:283T52A244T18T12T752A458A346T50T207 NM:i:9 cdhit-output-4_9.iteration.1 0.99 16 3260214 2431M MD:Z:207A50A346T458T752A12A18A244T52A283 NM:i:9
augustus_masked-168429289-processed-gene-0.3-mRNA-1 myseq9000.fa.r112 0.99 0 9187361 2874M MD:Z:6TT115C84C255A72G224A148A11C161T1064T452G109C79C4A75 NM:i:15 cdhit-output-4_11.iteration.1 0.99 16 3288209 2874M MD:Z:75T4G79G109C452A1064A161G11T148T224C72T255G84G115AA6 NM:i:15
augustus_masked-168430135-processed-gene-0.12-mRNA-1 myseq9000.fa.r112 0.99 16 9301243 384M MD:Z:55T312A15 NM:i:2 cdhit-output-4_15.iteration.1 0.99 16 3575628 384M MD:Z:55T312A15 NM:i:2
augustus_masked-168430371-processed-gene-0.13-mRNA-1 myseq12000.fa.r112 0.99 16 7063343 345M MD:Z:66T278 NM:i:1 cdhit-output-4_16.iteration.1 0.99 0 3093258 345M MD:Z:278A66 NM:i:1
augustus_masked-168431040-processed-gene-0.5-mRNA-1 myseq12000.fa.r112 0.99 0 7599636 282M MD:Z:237G44 NM:i:1 cdhit-output-4_18.iteration.1 0.99 0 3751542 282M MD:Z:237G44 NM:i:1
augustus_masked-168431040-processed-gene-1.57-mRNA-1 myseq12000.fa.r112 0.99 0 7738217 470M MD:Z:134A287T47 NM:i:2 cdhit-output-4_17.iteration.1 0.99 0 2985758 470M MD:Z:134A287T47 NM:i:2
augustus_masked-168431240-processed-gene-0.22-mRNA-1 myseq6000.fa.r112 0.99 0 6849206 2352M MD:Z:11C139A15G146T30T53G73A47T23T119AG115A50G6A238C165G284C22G113G83C226A373 NM:i:21 cdhit-output-4_13.iteration.1 0.99 16 3958184 2352M MD:Z:253T119T226G83C113C22G284C165G238T6C50T115CT119A23A47T73C50T2A30A162T13G19C117 NM:i:23
augustus_masked-168431253-processed-gene-0.7-mRNA-1 myseq3000.fa.r112 0.99 16 9297975 1233M MD:Z:104T240C29A92A14T2T26G70G26T207G162T31C218 NM:i:12 cdhit-output-4_12.iteration.1 0.99 16 3364599 1233M MD:Z:161C183C29A92A14T2T26G70G397T31C218 NM:i:10
augustus_masked-168432818-processed-gene-0.11-mRNA-1 myseq9000.fa.r112 0.99 0 9133402 966M MD:Z:292A118C17A10T94G42A23A101G101T56G102 NM:i:10 cdhit-output-4_15.iteration.2 0.99 0 3663384 966M MD:Z:292A118C17A10T94G42A23A101G101T56G102 NM:i:10
augustus_masked-168433354-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 9131623 2160M MD:Z:647T380C604C43T218A1T84A176 NM:i:7 cdhit-output-4_10.iteration.1 0.99 0 2915533 2160M MD:Z:176T84A1T114A103A43G517G467A369C277 NM:i:9
augustus_masked-168435244-processed-gene-0.2-mRNA-1 myseq0.fa.r112 0.99 0 7149702 2199M MD:Z:173C62T152T95A22G29T36A25G52G76G32T119A76G182T180G71C71T137G108T55T328T97 NM:i:21 cdhit-output-4_9.iteration.1 0.99 0 3182475 2199M MD:Z:173C62T152T95A22G29T36A25G52G76G32T119A76G182T180G71C71T137G108T55T328T97 NM:i:21
augustus_masked-168436361-processed-gene-0.2-mRNA-1 myseq3000.fa.r112 0.99 0 9189162 1149M MD:Z:938C192A17 NM:i:2 cdhit-output-4_11.iteration.1 0.99 16 3287886 1149M MD:Z:17T192G938 NM:i:2
augustus_masked-168437384-processed-gene-0.1-mRNA-1 myseq3000.fa.r112 0.99 0 9134669 627M MD:Z:467T21A59G77 NM:i:3 cdhit-output-4_11.iteration.1 0.99 0 3288211 627M MD:Z:627 NM:i:0
augustus_masked-168437475-processed-gene-0.5-mRNA-1 myseq6000.fa.r112 0.99 16 6826324 771M MD:Z:771 NM:i:0 cdhit-output-4_13.iteration.1 0.99 16 3957703 771M MD:Z:494G276 NM:i:1
augustus_masked-168438602-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 0 872642 480M MD:Z:480 NM:i:0 cdhit-output-4_15.iteration.1 0.99 0 3494159 480M MD:Z:480 NM:i:0
augustus_masked-168439447-processed-gene-0.5-mRNA-1 myseq0.fa.r112 0.99 16 7164776 1695M MD:Z:317A150A280C225G58C213A269A176 NM:i:7 cdhit-output-4_9.iteration.1 0.99 16 3260648 1695M MD:Z:96GC43T326A196C83C225G58C213A269A176 NM:i:10
augustus_masked-168440394-processed-gene-0.6-mRNA-1 myseq9000.fa.r112 0.99 16 9251498 804M MD:Z:30T3T28A14C5T3T13G11T5C2A11T31C2C24TT4G8G8A2C5T8A2T1G6G2T19A6A8A15G25A10A12C2G20T6A10T23G5G34G3A17A2C5T1GT11G14T8G35A36C52T23T11A2G34A6A33TG3CAT3A4T15 NM:i:63 cdhit-output-4_18.iteration.1 0.99 0 3751354 804M MD:Z:65A266C63T102C27T105G170 NM:i:6
augustus_masked-168442181-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 16 6777302 1464M MD:Z:1464 NM:i:0 cdhit-output-4_14.iteration.1 0.99 0 3011348 1464M MD:Z:1464 NM:i:0
augustus_masked-168443762-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 0 6420127 1179M MD:Z:593G65C519 NM:i:2 cdhit-output-4_19.iteration.1 0.99 0 831781 1179M MD:Z:593G65C519 NM:i:2
augustus_masked-168444964-processed-gene-0.4-mRNA-1 myseq9000.fa.r112 0.99 16 9297948 2208M MD:Z:791C1416 NM:i:1 cdhit-output-4_15.iteration.1 0.99 16 3494521 2208M MD:Z:791C1416 NM:i:1
augustus_masked-168445516-processed-gene-0.1-mRNA-1 myseq6000.fa.r112 0.99 0 6849440 459M MD:Z:323C129T5 NM:i:2 cdhit-output-4_13.iteration.1 0.99 16 3873099 459M MD:Z:3G455 NM:i:1
augustus_masked-168445520-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 9170155 1461M MD:Z:30C389A71C968 NM:i:3 cdhit-output-4_12.iteration.1 0.99 16 3364940 1461M MD:Z:30C389A71C968 NM:i:3
augustus_masked-168445827-processed-gene-0.11-mRNA-1 myseq3000.fa.r112 0.99 0 9164727 831M MD:Z:831 NM:i:0 cdhit-output-4_12.iteration.1 0.99 16 3364875 831M MD:Z:831 NM:i:0
augustus_masked-168446333-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 0 9140348 579M MD:Z:579 NM:i:0 cdhit-output-4_14.iteration.1 0.99 16 2942638 579M MD:Z:579 NM:i:0
