bin coverage transcript strand gene cigar MD NM introns_len introns_num
myseq9000.fa.r112 0.99 maker-168191928-augustus-gene-0.140-mRNA-1 16 9303920 525M119N157M270N138M180N533M MD:Z:1353 NM:i:0 119,270,180 3
myseq3000.fa.r112 0.99 maker-168191876-augustus-gene-0.114-mRNA-1 16 9230203 348M472N258M MD:Z:12C11G41G12G6G8C43G37C14C16A45G7C5C39T18T12GA21G9C8G18A20G25G57T4G47C1C43 NM:i:27 472 1
myseq3000.fa.r112 0.99 maker-168191811-augustus-gene-0.27-mRNA-1 16 9260924 391M24N720M482N1015M78N481M91N144M103N50M179N51M102N66M72N65M MD:Z:41T115A80G930T42C418T300T283A97G42C440CC167T6A8 NM:i:14 24,482,78,91,103,179,102,72 8
myseq0.fa.r112 0.99 maker-168191770-augustus-gene-5.150-mRNA-1 16 7045941 404M208N123M73N27M82N60M18N728M152N367M MD:Z:43C12G16G430G232G14T74T64T36T25G15C30G135G543C26 NM:i:14 208,73,82,18,152 5
myseq9000.fa.r112 0.99 maker-168191770-augustus-gene-0.93-mRNA-1 0 9297030 270M734N924M308N558M MD:Z:1548C52T44C34A70 NM:i:4 734,308 2
myseq3000.fa.r112 0.99 maker-168191649-snap-gene-0.49-mRNA-1 0 9303001 69M106N1248M376N149M719N323M577N514M MD:Z:944A142AA136G290G43T5T113C350A271 NM:i:9 106,376,719,577 4
myseq12000.fa.r112 0.99 maker-168191525-augustus-gene-0.70-mRNA-1 16 7750184 1518M142N1371M MD:Z:788G54A1235G668C140 NM:i:4 142 1
myseq6000.fa.r112 0.99 maker-168191508-snap-gene-0.39-mRNA-1 0 6808893 261M128N53M136N118M135N255M81N1133M278N51M MD:Z:1871 NM:i:0 128,136,135,81,278 5
myseq9000.fa.r112 0.99 maker-168191488-augustus-gene-0.93-mRNA-1 16 7403601 717M101N210M197N693M MD:Z:164A618T366G159T309 NM:i:4 101,197 2
myseq3000.fa.r112 0.99 maker-168191403-snap-gene-0.49-mRNA-1 16 9183698 110M104N265M363N128M177N1960M MD:Z:465C1997 NM:i:1 104,363,177 3
myseq0.fa.r112 0.99 maker-168191305-snap-gene-0.59-mRNA-1 0 300694 177M498N168M82N141M207N231M100N114M94N692M MD:Z:1440C60T21 NM:i:2 498,82,207,100,94 5
myseq9000.fa.r112 0.99 maker-168191298-augustus-gene-0.72-mRNA-1 0 9298916 1256M1429N343M MD:Z:247C251A200G264G68A73A48C7A132C172C115A11 NM:i:11 1429 1
myseq9000.fa.r112 0.99 maker-168191225-augustus-gene-0.31-mRNA-1 0 9303813 257M367N185M2211N138M726N289M MD:Z:869 NM:i:0 367,2211,726 3
myseq12000.fa.r112 0.99 maker-168191224-augustus-gene-0.88-mRNA-1 0 2946132 78M190N776M MD:Z:854 NM:i:0 190 1
myseq3000.fa.r112 0.99 maker-168191091-augustus-gene-0.57-mRNA-1 16 9303010 2348M1328N765M399N121M1146N109M166N179M67N14M MD:Z:312C173G169A236A355A614C52G87G477A51T46A524C19G408 NM:i:13 1328,399,1146,166,67 5
myseq3000.fa.r112 0.99 maker-168191037-augustus-gene-0.32-mRNA-1 0 9194145 297M315N90M556N102M104N119M139N63M157N62M144N86M MD:Z:819 NM:i:0 315,556,104,139,157,144 6
myseq0.fa.r112 0.99 maker-168191007-augustus-gene-0.75-mRNA-1 16 7145152 924M423N24M1609N88M180N158M MD:Z:1194 NM:i:0 423,1609,180 3
myseq6000.fa.r112 0.99 maker-168190942-augustus-gene-0.87-mRNA-1 0 6711724 338M1206N940M94N445M MD:Z:1723 NM:i:0 1206,94 2
myseq0.fa.r112 0.99 maker-168190917-augustus-gene-0.30-mRNA-1 0 7015813 116M153N196M830N3798M230N940M MD:Z:37T136C88T158G19G805G27C742T112G619T55G415A96C431G76G98C81C142C173A153C129A99G105TG230 NM:i:24 153,830,230 3
myseq12000.fa.r112 0.99 maker-168190890-augustus-gene-0.90-mRNA-1 0 7709557 277M254N1049M422N90M92N67M84N69M652N158M90N117M887N105M138N135M99N56M129N106M104N117M113N127M101N131M281N771M MD:Z:740G1337A713C582 NM:i:3 254,422,92,84,652,90,887,138,99,129,104,113,101,281 14
myseq6000.fa.r112 0.99 maker-168190885-snap-gene-0.127-mRNA-1 0 6809238 141M470N359M162N240M94N841M MD:Z:176C155T644T603 NM:i:3 470,162,94 3
myseq12000.fa.r112 0.99 maker-168190802-snap-gene-0.57-mRNA-1 0 7676079 107M262N98M105N120M257N144M227N532M MD:Z:558A56A110G274 NM:i:3 262,105,257,227 4
myseq12000.fa.r112 0.99 maker-168190796-snap-gene-0.39-mRNA-2 16 7691521 1833M93N314M MD:Z:156T126T552T1133G176 NM:i:4 93 1
myseq12000.fa.r112 0.99 maker-168190726-augustus-gene-0.19-mRNA-1 0 7596703 1692M57N12M MD:Z:420A246T195T335G125G206T120A50 NM:i:7 57 1
myseq3000.fa.r112 0.99 maker-168190714-augustus-gene-0.96-mRNA-1 16 9302929 711M2472N90M102N214M103N493M122N207M538N148M MD:Z:624A1238 NM:i:1 2472,102,103,122,538 5
myseq3000.fa.r112 0.99 maker-168190684-augustus-gene-0.96-mRNA-1 0 9258837 35M544N58M225N141M353N174M161N512M MD:Z:311C608 NM:i:1 544,225,353,161 4
myseq9000.fa.r112 0.99 maker-168190644-snap-gene-0.74-mRNA-1 16 9303968 216M234N333M383N138M2212N189M MD:Z:876 NM:i:0 234,383,2212 3
myseq0.fa.r112 0.99 maker-168190644-snap-gene-0.73-mRNA-1 16 7131834 164M851N1112M MD:Z:1276 NM:i:0 851 1
myseq12000.fa.r112 0.99 maker-168190639-augustus-gene-0.100-mRNA-1 0 7742971 34M71N152M689N132M820N774M MD:Z:721C164C194T10 NM:i:3 71,689,820 3
myseq0.fa.r112 0.99 maker-168190612-augustus-gene-0.68-mRNA-1 0 7088492 319M123N269M290N126M497N68M122N337M MD:Z:17T287G15T79A77A228G410 NM:i:6 123,290,497,122 4
myseq3000.fa.r112 0.99 maker-168190530-augustus-gene-0.54-mRNA-2 0 9291713 68M253N149M225N57M201N39M128N407M MD:Z:720 NM:i:0 253,225,201,128 4
myseq12000.fa.r112 0.99 maker-168190522-augustus-gene-0.114-mRNA-1 0 7056607 81M138N342M MD:Z:423 NM:i:0 138 1
myseq6000.fa.r112 0.99 maker-168190484-augustus-gene-0.17-mRNA-1 16 6764952 1589M111N237M94N206M MD:Z:335T247TC163T122A601G9T7G380G27C131 NM:i:10 111,94 2
myseq9000.fa.r112 0.99 maker-168190416-augustus-gene-0.18-mRNA-1 16 9303676 2105M91N33M MD:Z:572CT52G196T224C339A431A317 NM:i:7 91 1
myseq9000.fa.r112 0.99 maker-168190366-augustus-gene-0.36-mRNA-1 16 9186129 115M229N138M480N80M218N550M MD:Z:44G32A19G6A445C130G49A151 NM:i:7 229,480,218 3
myseq0.fa.r112 0.99 maker-168190325-augustus-gene-0.79-mRNA-1 16 7102128 643M116N190M145N240M MD:Z:150T66T855 NM:i:2 116,145 2
myseq3000.fa.r112 0.99 maker-168190273-snap-gene-0.29-mRNA-1 0 9297845 142M543N63M160N84M225N1086M MD:Z:12C17A71A555C58G338T64G139T6T106 NM:i:9 543,160,225 3
myseq6000.fa.r112 0.99 maker-168190184-augustus-gene-0.123-mRNA-1 0 6851994 2817M215N1007M MD:Z:3824 NM:i:0 215 1
myseq6000.fa.r112 0.99 maker-168190112-augustus-gene-1.100-mRNA-1 0 6851800 636M109N160M109N113M897N91M86N96M86N114M92N84M197N156M132N75M167N107M87N193M118N192M112N81M91N135M105N326M105N106M92N150M103N360M MD:Z:42G283G906T284G419T47C20A143T176C71A774 NM:i:10 109,109,897,86,86,92,197,132,167,87,118,112,91,105,105,92,103 17
myseq3000.fa.r112 0.99 maker-168190099-augustus-gene-0.47-mRNA-1 16 9289461 163M68N197M MD:Z:360 NM:i:0 68 1
myseq0.fa.r112 0.99 maker-168190034-snap-gene-0.50-mRNA-1 0 7103472 123M157N122M146N42M154N127M113N273M101N160M315N44M MD:Z:891 NM:i:0 157,146,154,113,101,315 6
myseq12000.fa.r112 0.99 maker-168190029-augustus-gene-0.41-mRNA-1 16 7753722 380M2129N70M639N147M164N95M224N84M MD:Z:200A575 NM:i:1 2129,639,164,224 4
myseq0.fa.r112 0.99 maker-168189895-augustus-gene-0.55-mRNA-1 0 7165591 371M186N500M85N110M107N1755M309N181M133N973M MD:Z:2170C242G897G578 NM:i:3 186,85,107,309,133 5
myseq12000.fa.r112 0.99 maker-168189884-snap-gene-0.73-mRNA-2 16 7754078 413M1058N457M641N102M96N107M166N571M MD:Z:430T2A2T56TA17A46T27T159T21A28T21A17T25A455A93C235 NM:i:16 1058,641,96,166 4
myseq12000.fa.r112 0.99 maker-168189884-snap-gene-0.73-mRNA-1 16 7754078 413M1058N574M524N102M96N107M166N571M MD:Z:430T2A2T56TA17A46T27T159T21A28T21A17T25A90A481A93C235 NM:i:17 1058,524,96,166 4
myseq6000.fa.r112 0.99 maker-168189867-snap-gene-3.88-mRNA-1 16 6816645 933M67N131M143N148M MD:Z:237T974 NM:i:1 67,143 2
myseq12000.fa.r112 0.99 maker-168189780-snap-gene-0.18-mRNA-1 0 7754056 306M107N47M1733N280M118N56M103N979M237N146M MD:Z:487A334A871G119 NM:i:3 107,1733,118,103,237 5
myseq9000.fa.r112 0.99 maker-168189757-augustus-gene-0.81-mRNA-1 16 9247657 592M119N63M93N240M128N853M460N110M110N70M82N129M123N213M MD:Z:76C5G79G100A309A207C570C42G404A45T108C8T77T179C7C39 NM:i:15 119,93,128,460,110,82,123 7
myseq0.fa.r112 0.99 maker-168189712-augustus-gene-1.45-mRNA-1 0 7148852 1997M774N51M237N73M MD:Z:357C29G316G890G525 NM:i:4 774,237 2
myseq9000.fa.r112 0.99 maker-168189601-snap-gene-0.36-mRNA-1 16 9199356 280M101N452M MD:Z:29T702 NM:i:1 101 1
myseq6000.fa.r112 0.99 maker-168189566-snap-gene-0.33-mRNA-1 16 6815332 63M1632N168M365N186M496N188M68N19M MD:Z:624 NM:i:0 1632,365,496,68 4
myseq9000.fa.r112 0.99 maker-168189516-augustus-gene-0.98-mRNA-1 0 9134395 93M228N75M145N92M104N1255M MD:Z:759G436A318 NM:i:2 228,145,104 3
myseq3000.fa.r112 0.99 maker-168189498-augustus-gene-0.35-mRNA-1 16 9217819 245M83N258M MD:Z:31G6A8G26T394T33 NM:i:5 83 1
myseq6000.fa.r112 0.99 maker-168189476-augustus-gene-0.46-mRNA-1 0 6849501 390M158N633M MD:Z:1023 NM:i:0 158 1
myseq6000.fa.r112 0.99 maker-168189426-augustus-gene-0.97-mRNA-1 16 6704344 878M204N67M MD:Z:238C254G179G271 NM:i:3 204 1
myseq9000.fa.r112 0.99 maker-168189396-augustus-gene-0.24-mRNA-1 16 9289463 54M138N120M246N603M MD:Z:35T472G268 NM:i:2 138,246 2
myseq3000.fa.r112 0.99 maker-168189378-augustus-gene-0.91-mRNA-1 0 9248533 1436M355N133M120N105M118N60M MD:Z:1734 NM:i:0 355,120,118 3
myseq12000.fa.r112 0.99 maker-168189278-snap-gene-0.62-mRNA-1 0 7642384 128M230N52M320N75M133N75M299N69M157N762M311N282M102N219M145N655M MD:Z:1338T581A18T377 NM:i:3 230,320,133,299,157,311,102,145 8
myseq0.fa.r112 0.99 maker-168189265-augustus-gene-0.45-mRNA-1 0 7093026 102M314N123M176N108M222N179M163N572M MD:Z:1000C83 NM:i:1 314,176,222,163 4
myseq3000.fa.r112 0.99 maker-168189251-augustus-gene-0.28-mRNA-1 0 9131862 276M111N140M987N627M139N277M227N869M MD:Z:148T96A1041C175A140A108C169T18T77G208 NM:i:9 111,987,139,227 4
myseq15000.fa.r112 0.99 maker-168189211-snap-gene-0.97-mRNA-3 16 11203774 817M3362N65M123N186M155N591M4207N234M3847N531M MD:Z:244A2179 NM:i:1 3362,123,155,4207,3847 5
myseq12000.fa.r112 0.99 maker-168189211-augustus-gene-0.94-mRNA-1 0 7753797 256M185N1100M144N472M1222N182M2617N569M MD:Z:1109A714G1GC751 NM:i:4 185,144,1222,2617 4
myseq3000.fa.r112 0.99 maker-168189179-augustus-gene-0.49-mRNA-1 0 9209224 81M670N297M91N415M MD:Z:18C774 NM:i:1 670,91 2
myseq3000.fa.r112 0.99 maker-168189172-snap-gene-0.59-mRNA-2 16 9159740 1676M2239N1484M MD:Z:670T740A1538C209 NM:i:3 2239 1
myseq9000.fa.r112 0.99 maker-168189138-augustus-gene-0.21-mRNA-1 0 9300830 757M96N513M MD:Z:844T143C281 NM:i:2 96 1
myseq6000.fa.r112 0.99 maker-168189087-snap-gene-0.41-mRNA-1 16 6851699 72M146N108M243N117M138N139M140N107M1554N110M279N134M88N150M810N114M2149N833M MD:Z:30T533C248A735T262G71 NM:i:5 146,243,138,140,1554,279,88,810,2149 9
myseq12000.fa.r112 0.99 maker-168189036-snap-gene-0.54-mRNA-1 0 221868 387M261N81M MD:Z:468 NM:i:0 261 1
myseq3000.fa.r112 0.99 maker-168189035-augustus-gene-0.41-mRNA-1 0 9182714 291M182N200M277N470M MD:Z:9T163A787 NM:i:2 182,277 2
myseq6000.fa.r112 0.99 maker-168189000-snap-gene-0.25-mRNA-1 0 6732023 90M266N338M98N70M168N66M120N545M MD:Z:868C75A6G157 NM:i:3 266,98,168,120 4
myseq12000.fa.r112 0.99 maker-168188977-snap-gene-0.31-mRNA-1 16 7753633 141M1607N126M322N122M1858N488M MD:Z:317T358T200 NM:i:2 1607,322,1858 3
myseq6000.fa.r112 0.99 maker-168188921-augustus-gene-0.49-mRNA-1 16 6847167 91M755N3054M MD:Z:175A1729G1077G161 NM:i:3 755 1
myseq6000.fa.r112 0.99 maker-168188896-snap-gene-0.35-mRNA-1 0 6749812 243M100N379M460N217M87N538M293N99M75N17M MD:Z:292T449T278G471 NM:i:3 100,460,87,293,75 5
myseq12000.fa.r112 0.99 maker-168188868-snap-gene-0.13-mRNA-1 0 7753782 223M1452N145M640N99M952N624M1191N138M366N165M187N252M113N155M414N447M198N274M107N337M MD:Z:123A202T46T130C531T1822 NM:i:5 1452,640,952,1191,366,187,113,414,198,107 10
myseq9000.fa.r112 0.99 maker-168188785-snap-gene-0.89-mRNA-1 0 9204825 45M632N2661M MD:Z:1448G338T39A42G835 NM:i:4 632 1
myseq3000.fa.r112 0.99 maker-168188721-augustus-gene-0.62-mRNA-1 0 9238342 78M127N804M101N165M89N295M143N215M129N306M183N64M259N240M90N605M MD:Z:152A1082T723C280A155C375 NM:i:5 127,101,89,143,129,183,259,90 8
myseq6000.fa.r112 0.99 maker-168188688-snap-gene-0.62-mRNA-1 0 6818126 792M300N121M MD:Z:298G134G479 NM:i:2 300 1
myseq3000.fa.r112 0.99 maker-168188676-augustus-gene-0.54-mRNA-2 16 9297219 382M93N462M106N105M103N136M98N113M130N96M106N221M130N123M350N40M MD:Z:282A345A581A467 NM:i:3 93,106,103,98,130,106,130,350 8
myseq9000.fa.r112 0.99 maker-168188618-snap-gene-0.14-mRNA-1 0 9301064 94M163N131M105N243M260N274M105N600M MD:Z:161T196A69T913 NM:i:3 163,105,260,105 4
myseq9000.fa.r112 0.99 maker-168188596-augustus-gene-0.31-mRNA-1 16 9304043 117M374N39M155N60M MD:Z:216 NM:i:0 374,155 2
myseq12000.fa.r112 0.99 maker-168188481-snap-gene-0.19-mRNA-1 16 7751110 751M326N192M486N124M162N144M278N117M MD:Z:20G31A2A287C206A777 NM:i:5 326,486,162,278 4
myseq12000.fa.r112 0.99 maker-168188443-augustus-gene-0.99-mRNA-1 0 7643278 155M100N53M182N98M419N164M481N83M100N86M233N635M MD:Z:140G657A475 NM:i:2 100,182,419,481,100,233 6
myseq12000.fa.r112 0.99 maker-168188437-augustus-gene-0.52-mRNA-1 16 7738291 571M153N295M MD:Z:302C5CT185C24C299C45 NM:i:6 153 1
myseq6000.fa.r112 0.99 maker-168188307-snap-gene-0.27-mRNA-1 16 6851911 30M276N142M782N234M159N191M118N55M245N107M1515N289M1849N137M277N193M128N109M517N120M123N430M MD:Z:1742G49G172C38C32 NM:i:4 276,782,159,118,245,1515,1849,277,128,517,123 11
myseq6000.fa.r112 0.99 maker-168188250-augustus-gene-0.74-mRNA-1 16 3556403 1017M197N102M MD:Z:30C1088 NM:i:1 197 1
myseq12000.fa.r112 0.99 maker-168188215-augustus-gene-0.99-mRNA-1 0 7750663 25M308N137M306N722M MD:Z:884 NM:i:0 308,306 2
myseq9000.fa.r112 0.99 maker-168188177-snap-gene-0.38-mRNA-1 16 9208915 904M368N856M160N77M395N622M252N126M131N327M326N173M109N111M MD:Z:852A414A244C21G64C793C722C79 NM:i:7 368,160,395,252,131,326,109 7
myseq0.fa.r112 0.99 maker-168188177-augustus-gene-0.35-mRNA-1 0 7136649 354M93N281M MD:Z:548G86 NM:i:1 93 1
myseq6000.fa.r112 0.99 maker-168188175-augustus-gene-0.72-mRNA-1 0 6847194 533M147N248M245N611M MD:Z:146G677C25A9G235C96T198 NM:i:6 147,245 2
myseq3000.fa.r112 0.99 maker-168188139-snap-gene-0.84-mRNA-1 16 9171528 115M240N182M460N57M732N167M161N124M176N216M MD:Z:551A309 NM:i:1 240,460,732,161,176 5
myseq6000.fa.r112 0.99 maker-168188129-augustus-gene-0.20-mRNA-1 0 6778642 147M274N529M MD:Z:567G108 NM:i:1 274 1
myseq3000.fa.r112 0.99 maker-168188095-snap-gene-0.61-mRNA-1 16 9303098 403M144N87M1324N85M322N74M101N575M238N4071M MD:Z:232C288A329T177A468C71G154T141T1063A127T23C79G10T21A67C35C275C286T56G185A90A235C34T86C96G93GG105C63T3G109C263 NM:i:31 144,1324,322,101,238 5
myseq12000.fa.r112 0.99 maker-168188075-augustus-gene-0.70-mRNA-1 0 7621063 511M89N179M396N283M1180N237M140N165M716N51M MD:Z:1068C264T92 NM:i:2 89,396,1180,140,716 5
myseq6000.fa.r112 0.99 maker-168188073-augustus-gene-0.104-mRNA-1 16 6851733 643M969N65M330N58M296N223M1497N237M415N157M MD:Z:184G69A28T201C65G78T116T163G62G212T195 NM:i:10 969,330,296,1497,415 5
myseq12000.fa.r112 0.99 maker-168188061-snap-gene-0.164-mRNA-1 0 7754011 135M437N180M161N93M1805N212M106N64M191N180M3130N93M127N407M153N190M131N204M1158N769M MD:Z:971T1156C272C125 NM:i:3 437,161,1805,106,191,3130,127,153,131,1158 10
myseq12000.fa.r112 0.99 maker-168188061-augustus-gene-0.163-mRNA-1 16 7598088 231M267N107M199N211M MD:Z:549 NM:i:0 267,199 2
myseq0.fa.r112 0.99 maker-168188054-augustus-gene-0.49-mRNA-1 16 7099248 165M69N155M435N321M MD:Z:279T87T180A92 NM:i:3 69,435 2
myseq3000.fa.r112 0.99 maker-168188045-augustus-gene-0.23-mRNA-1 0 9298795 381M158N60M147N516M99N240M MD:Z:438G36T209A134A52G323 NM:i:5 158,147,99 3
myseq9000.fa.r112 0.99 maker-168187985-augustus-gene-0.52-mRNA-1 0 9303894 189M1415N403M MD:Z:265C161C164 NM:i:2 1415 1
myseq3000.fa.r112 0.99 maker-168187930-augustus-gene-0.58-mRNA-1 16 9288987 1050M95N126M120N78M168N408M MD:Z:92G1569 NM:i:1 95,120,168 3
myseq0.fa.r112 0.99 maker-168187887-augustus-gene-0.18-mRNA-1 16 7121563 779M216N414M MD:Z:275C596AA319 NM:i:3 216 1
myseq9000.fa.r112 0.99 maker-168187859-augustus-gene-0.35-mRNA-1 16 9133133 463M92N43M140N138M96N429M333N144M80N82M175N384M111N290M434N42M83N124M142N146M MD:Z:454A369A308G1112A38 NM:i:4 92,140,96,333,80,175,111,434,83,142 10
myseq9000.fa.r112 0.99 maker-168187810-augustus-gene-0.25-mRNA-1 16 9250558 102M500N1134M MD:Z:26A189T745C159A5C9T36A60 NM:i:7 500 1
myseq9000.fa.r112 0.99 maker-168187737-snap-gene-0.36-mRNA-1 16 9301642 30M30N222M95N133M137N190M158N63M96N154M MD:Z:8A312G2A467 NM:i:3 30,95,137,158,96 5
myseq3000.fa.r112 0.99 maker-168187663-snap-gene-0.8-mRNA-1 0 9247664 784M22N270M382N45M MD:Z:78T684G335 NM:i:2 22,382 2
myseq12000.fa.r112 0.99 maker-168187468-augustus-gene-0.27-mRNA-1 16 7749384 582M529N384M315N803M MD:Z:16G6T28C46C8G1092T168G288C109 NM:i:8 529,315 2
myseq12000.fa.r112 0.99 maker-168187443-snap-gene-0.45-mRNA-1 16 7753666 1252M100N351M113N197M108N253M96N213M617N126M184N138M140N322M129N267M584N199M258N118M104N221M202N196M962N101M158N97M MD:Z:374A41G502T53A371A635A1G105G89A5T398C77C29G92T116G172C73C303T192C396C7 NM:i:20 100,113,108,96,617,184,140,129,584,258,104,202,962,158 14
myseq12000.fa.r112 0.99 maker-168187395-augustus-gene-0.18-mRNA-1 16 7597041 2154M60N819M MD:Z:48G225G203G476C185C39A405A38C197A13A366A703C63 NM:i:12 60 1
myseq12000.fa.r112 0.99 maker-168187377-augustus-gene-0.44-mRNA-1 16 7748106 425M1224N286M MD:Z:130A69G9G500 NM:i:3 1224 1
myseq0.fa.r112 0.99 maker-168187374-augustus-gene-0.143-mRNA-1 16 7069078 18M80N669M130N1007M160N94M132N34M90N53M158N24M MD:Z:273G230T1214G155A8G9T4 NM:i:6 80,130,160,132,90,158 6
myseq12000.fa.r112 0.99 maker-168187371-augustus-gene-0.8-mRNA-1 16 7754070 611M102N139M393N118M2337N403M MD:Z:443G827 NM:i:1 102,393,2337 3
myseq0.fa.r112 0.99 maker-168187203-snap-gene-0.12-mRNA-1 16 7043694 2017M133N160M MD:Z:1533C643 NM:i:1 133 1
myseq6000.fa.r112 0.99 maker-168187170-augustus-gene-0.72-mRNA-1 16 6822041 603M121N518M88N108M80N21M MD:Z:151A272G22G198C321C281 NM:i:5 121,88,80 3
myseq12000.fa.r112 0.99 maker-168186925-augustus-gene-0.36-mRNA-1 16 7695108 965M110N94M169N494M115N495M523N107M181N165M262N288M131N39M129N153M MD:Z:343C149G2306 NM:i:2 110,169,115,523,181,262,131,129 8
myseq0.fa.r112 0.99 maker-168186803-snap-gene-0.23-mRNA-1 16 7164934 237M190N151M MD:Z:113T274 NM:i:1 190 1
myseq12000.fa.r112 0.99 maker-168186803-snap-gene-0.21-mRNA-1 0 7619055 32M1205N544M MD:Z:297A39T61G143T9G22 NM:i:5 1205 1
myseq0.fa.r112 0.99 maker-168186751-snap-gene-0.38-mRNA-1 16 7067223 604M164N129M117N53M187N113M MD:Z:192A142G5T335T221 NM:i:4 164,117,187 3
myseq0.fa.r112 0.99 maker-168186670-snap-gene-0.10-mRNA-1 0 7079796 34M112N207M48N17M MD:Z:258 NM:i:0 112,48 2
myseq9000.fa.r112 0.99 maker-168186647-augustus-gene-0.13-mRNA-2 16 9138701 819M296N183M171N306M437N171M MD:Z:63T27A49C182C419G633G16A83 NM:i:7 296,171,437 3
myseq9000.fa.r112 0.99 maker-168186588-augustus-gene-0.83-mRNA-1 0 9242010 124M533N142M61N91M196N202M120N224M98N273M174N59M167N967M MD:Z:2082 NM:i:0 533,61,196,120,98,174,167 7
myseq3000.fa.r112 0.99 maker-168186512-augustus-gene-0.38-mRNA-1 16 9239572 285M120N303M838N588M113N60M MD:Z:492T723G19 NM:i:2 120,838,113 3
myseq12000.fa.r112 0.99 maker-168186503-augustus-gene-0.16-mRNA-1 16 7706113 790M676N132M254N198M MD:Z:689A430 NM:i:1 676,254 2
myseq9000.fa.r112 0.99 maker-168186487-snap-gene-0.44-mRNA-1 16 9303782 201M167N274M125N1952M MD:Z:1242T1184 NM:i:1 167,125 2
myseq12000.fa.r112 0.99 maker-168186484-snap-gene-0.13-mRNA-1 16 7753749 21M485N163M2092N1516M MD:Z:252G41C519C709T175 NM:i:4 485,2092 2
myseq6000.fa.r112 0.99 maker-168186472-snap-gene-0.37-mRNA-1 0 6851704 18M254N180M2191N1143M MD:Z:418G32C889 NM:i:2 254,2191 2
myseq9000.fa.r112 0.99 maker-168186385-augustus-gene-0.20-mRNA-1 0 9301771 149M753N543M MD:Z:259G432 NM:i:1 753 1
myseq9000.fa.r112 0.99 maker-168186314-augustus-gene-1.59-mRNA-1 16 8847758 505M267N4245M MD:Z:103A1333C45G286G1029AA109T1733T50C53 NM:i:9 267 1
myseq9000.fa.r112 0.99 maker-168186314-augustus-gene-1.58-mRNA-1 0 9292688 649M1397N136M90N833M MD:Z:393G366C857 NM:i:2 1397,90 2
myseq12000.fa.r112 0.99 maker-168186310-augustus-gene-0.21-mRNA-1 16 7712693 46M241N542M502N510M MD:Z:690C171G106G128 NM:i:3 241,502 2
myseq9000.fa.r112 0.99 maker-168186302-augustus-gene-0.35-mRNA-1 0 9174491 48M201N303M121N111M165N108M121N3045M201N162M197N117M195N104M113N135M172N88M175N52M225N87M490N86M MD:Z:281A445A273A68T260T38C45T145C1957C582T342 NM:i:10 201,121,165,121,201,197,195,113,172,175,225,490 12
myseq12000.fa.r112 0.99 maker-168186080-augustus-gene-0.58-mRNA-1 0 4947890 583M193N47M329N131M379N118M119N227M171N780M MD:Z:205C63G1429A186 NM:i:3 193,329,379,119,171 5
myseq12000.fa.r112 0.99 maker-168186029-augustus-gene-0.7-mRNA-1 16 7709791 618M720N535M169N233M188N259M127N221M111N249M124N180M MD:Z:96T58C156A1111G144A242A482 NM:i:6 720,169,188,127,111,124 6
myseq6000.fa.r112 0.99 maker-168185904-snap-gene-0.7-mRNA-1 16 6851674 27M457N826M782N610M MD:Z:1424G38 NM:i:1 457,782 2
myseq6000.fa.r112 0.99 maker-168185900-augustus-gene-0.49-mRNA-1 16 6672348 61M453N81M87N213M98N120M71N20M223N156M MD:Z:351G89A48G160 NM:i:3 453,87,98,71,223 5
myseq0.fa.r112 0.99 maker-168185856-augustus-gene-0.54-mRNA-1 16 7164851 1005M496N898M906N99M106N198M642N138M MD:Z:1144T284A454C188G9G25T228 NM:i:6 496,906,106,642 4
myseq12000.fa.r112 0.99 maker-168185854-snap-gene-0.74-mRNA-1 16 7645135 1536M99N350M MD:Z:150G1054C680 NM:i:2 99 1
myseq9000.fa.r112 0.99 maker-168185763-augustus-gene-0.15-mRNA-1 16 9299562 249M897N132M98N195M MD:Z:273G67G234 NM:i:2 897,98 2
myseq9000.fa.r112 0.99 maker-168185727-augustus-gene-0.37-mRNA-1 16 9228804 309M220N494M74N24M MD:Z:827 NM:i:0 220,74 2
myseq0.fa.r112 0.99 maker-168185699-augustus-gene-0.30-mRNA-1 16 7112683 641M92N93M474N219M100N48M246N78M MD:Z:1079 NM:i:0 92,474,100,246 4
myseq12000.fa.r112 0.99 maker-168185429-augustus-gene-0.61-mRNA-1 0 7750988 144M152N690M189N568M MD:Z:1402 NM:i:0 152,189 2
myseq9000.fa.r112 0.99 maker-168185423-augustus-gene-0.25-mRNA-1 16 9142871 490M596N367M109N131M MD:Z:517G470 NM:i:1 596,109 2
myseq6000.fa.r112 0.99 maker-168185156-snap-gene-0.37-mRNA-1 16 6852037 571M139N32M118N162M102N118M2208N1176M MD:Z:65G37T148A158A652A474C322G44A38T112 NM:i:9 139,118,102,2208 4
myseq9000.fa.r112 0.99 maker-168184973-snap-gene-0.55-mRNA-1 16 9301578 330M272N104M1539N766M MD:Z:167T23T26G683C86G40A41C82T44 NM:i:8 272,1539 2
myseq12000.fa.r112 0.99 maker-168184972-augustus-gene-0.4-mRNA-1 16 7751035 237M105N244M383N176M579N231M MD:Z:128C12G497A20C6T1T73T9A10C116G6 NM:i:10 105,383,579 3
myseq12000.fa.r112 0.99 maker-168184936-snap-gene-0.39-mRNA-1 16 7749080 1932M96N69M169N776M966N175M236N83M MD:Z:39G55G108GG21A54A193A535G74G12T1934 NM:i:10 96,169,966,236 4
