bin coverage transcript strand gene cigar MD NM
myseq3000.fa.r112 0.99 augustus_masked-168401086-processed-gene-0.3-mRNA-1 16 9301034 1407M MD:Z:1407 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168401046-processed-gene-0.0-mRNA-1 0 7697712 519M MD:Z:109C1A68T21C66C11T67T169 NM:i:7
myseq3000.fa.r112 0.99 augustus_masked-168400715-processed-gene-0.0-mRNA-1 0 9259591 2274M MD:Z:65C237A22G1802C144 NM:i:4
myseq12000.fa.r112 0.99 augustus_masked-168400707-processed-gene-0.8-mRNA-1 16 7595149 1962M MD:Z:1185T59G449T15A97A4C31C115 NM:i:7
myseq3000.fa.r112 0.99 augustus_masked-168399192-processed-gene-0.1-mRNA-1 16 9252877 1614M MD:Z:21C14A144G174T36C356G202T83C143A130T151A149 NM:i:11
myseq6000.fa.r112 0.99 augustus_masked-168398745-processed-gene-0.2-mRNA-1 16 5752183 480M MD:Z:123C319A20G15 NM:i:3
myseq9000.fa.r112 0.99 augustus_masked-168398566-processed-gene-0.7-mRNA-1 16 9296385 1749M MD:Z:239T67T10T27G19C45C7T248G158T260G9T33T215G1T79GC5G5G207C74C7C13 NM:i:21
myseq12000.fa.r112 0.99 augustus_masked-168398021-processed-gene-0.0-mRNA-1 0 7592362 1200M MD:Z:14C901C88A194 NM:i:3
myseq3000.fa.r112 0.99 augustus_masked-168397799-processed-gene-0.9-mRNA-1 16 9253488 1035M MD:Z:78A302T653 NM:i:2
myseq0.fa.r112 0.99 augustus_masked-168397799-processed-gene-0.4-mRNA-1 0 7021613 489M MD:Z:489 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168396338-processed-gene-0.0-mRNA-1 0 7587741 2241M MD:Z:1005A1235 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168395854-processed-gene-0.3-mRNA-1 16 7627070 684M MD:Z:547G136 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168395551-processed-gene-0.12-mRNA-1 16 4637998 189M MD:Z:23C89T75 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-168395168-processed-gene-0.6-mRNA-1 0 9300384 2169M MD:Z:25T39T47C1T5A15T37G45A27G21G100G208A189A534C210T104A546 NM:i:16
myseq12000.fa.r112 0.99 augustus_masked-168394829-processed-gene-0.3-mRNA-1 16 7619984 1410M MD:Z:10T1399 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168393844-processed-gene-0.2-mRNA-1 16 7667503 516M MD:Z:407G108 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168391474-processed-gene-0.1-mRNA-1 0 7704515 2232M MD:Z:65G77T22G24C101T669G336G931 NM:i:7
myseq0.fa.r112 0.99 augustus_masked-168391420-processed-gene-0.6-mRNA-1 0 7165510 1917M MD:Z:25G110C372C6A266C112T863G156 NM:i:7
myseq0.fa.r112 0.99 augustus_masked-168391095-processed-gene-0.3-mRNA-1 16 7100411 2088M MD:Z:128T207A227G109T34A47G334G32C150T24C297A111T340C35 NM:i:13
myseq12000.fa.r112 0.99 augustus_masked-168390062-processed-gene-0.1-mRNA-1 16 3233332 348M MD:Z:3T33G9C300 NM:i:3
myseq0.fa.r112 0.99 augustus_masked-168389663-processed-gene-0.0-mRNA-1 0 7143746 696M MD:Z:21G41N137C105T95C101G11C7A26G59T83 NM:i:10
myseq6000.fa.r112 0.99 augustus_masked-168389590-processed-gene-0.8-mRNA-1 0 6843505 390M MD:Z:294T95 NM:i:1
myseq0.fa.r112 0.99 augustus_masked-168389205-processed-gene-0.0-mRNA-1 16 7162908 2151M MD:Z:55A1399AC25G86C8CT13C289G183C52C6C10T12 NM:i:13
myseq12000.fa.r112 0.99 augustus_masked-168388840-processed-gene-0.4-mRNA-1 0 7744434 1425M MD:Z:686C121T235A380 NM:i:3
myseq9000.fa.r112 0.99 augustus_masked-168386339-processed-gene-0.9-mRNA-1 0 9133546 312M MD:Z:312 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168386339-processed-gene-0.6-mRNA-1 0 7703239 354M MD:Z:189G164 NM:i:1
myseq6000.fa.r112 0.99 augustus_masked-168385668-processed-gene-0.30-mRNA-1 16 6702083 2079M MD:Z:513C1392A172 NM:i:2
myseq9000.fa.r112 0.99 augustus_masked-168385333-processed-gene-0.1-mRNA-1 0 9280221 1344M MD:Z:1251G92 NM:i:1
myseq6000.fa.r112 0.99 augustus_masked-168384615-processed-gene-0.0-mRNA-1 0 6758335 258M MD:Z:258 NM:i:0
myseq6000.fa.r112 0.99 augustus_masked-168383349-processed-gene-0.11-mRNA-1 16 5489387 345M MD:Z:345 NM:i:0
myseq6000.fa.r112 0.99 augustus_masked-168383017-processed-gene-0.6-mRNA-1 0 6782955 873M MD:Z:873 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168382767-processed-gene-0.0-mRNA-1 16 7666551 1257M MD:Z:855T377G23 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-168382621-processed-gene-0.0-mRNA-1 16 9235811 1485M MD:Z:131T270A43C7A10G27G60T15A184C53C74C101C30G194G202T69 NM:i:15
myseq12000.fa.r112 0.99 augustus_masked-168379447-processed-gene-0.2-mRNA-1 0 7689752 673M MD:Z:174G36A105G152C179A22 NM:i:5
myseq0.fa.r112 0.99 augustus_masked-168379319-processed-gene-0.1-mRNA-1 0 7168877 936M MD:Z:191T99C63C97G31C127A18T53A12A57G178 NM:i:10
myseq0.fa.r112 0.99 augustus_masked-168379294-processed-gene-0.0-mRNA-1 0 7016261 1668M MD:Z:568A96G260C611C129 NM:i:4
myseq3000.fa.r112 0.99 augustus_masked-168378904-processed-gene-0.6-mRNA-1 0 740482 2175M MD:Z:77A439A993T44T31C174A411 NM:i:6
myseq6000.fa.r112 0.99 augustus_masked-168377623-processed-gene-0.8-mRNA-1 16 6843217 1419M MD:Z:53A1365 NM:i:1
myseq6000.fa.r112 0.99 augustus_masked-168376524-processed-gene-0.1-mRNA-1 0 6829516 3504M MD:Z:29G302A53A45G444G167G2458 NM:i:6
myseq3000.fa.r112 0.99 augustus_masked-168376361-processed-gene-0.3-mRNA-1 0 9220299 2313M MD:Z:55G74G1044C14C388T20C712 NM:i:6
myseq6000.fa.r112 0.99 augustus_masked-168375948-processed-gene-0.0-mRNA-1 0 6772555 2091M MD:Z:18T6A238T5T39A117T790A3C38A350T154C322 NM:i:11
myseq0.fa.r112 0.99 augustus_masked-168375748-processed-gene-0.5-mRNA-1 0 7077612 2421M MD:Z:46T7T29TT17A71G81T38T635A216G529A741 NM:i:11
myseq12000.fa.r112 0.99 augustus_masked-168375748-processed-gene-0.0-mRNA-1 16 7699318 2235M MD:Z:953G1059A221 NM:i:2
myseq0.fa.r112 0.99 augustus_masked-168375251-processed-gene-0.4-mRNA-1 16 98295 354M MD:Z:354 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-168374514-processed-gene-0.15-mRNA-1 16 9230088 984M MD:Z:984 NM:i:0
myseq6000.fa.r112 0.99 augustus_masked-168374255-processed-gene-0.0-mRNA-1 16 6846342 1851M MD:Z:241G1609 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-168373438-processed-gene-0.10-mRNA-1 16 9297496 1431M MD:Z:402G390G22A215G44T127C74T150 NM:i:7
myseq0.fa.r112 0.99 augustus_masked-168372370-processed-gene-0.17-mRNA-1 16 7125785 321M MD:Z:37G38T244 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-168370762-processed-gene-0.5-mRNA-1 16 9249213 912M MD:Z:108G272G530 NM:i:2
myseq12000.fa.r112 0.99 augustus_masked-168370255-processed-gene-0.1-mRNA-1 16 7692792 1133M MD:Z:165A633G333 NM:i:2
myseq12000.fa.r112 0.99 augustus_masked-168369995-processed-gene-0.0-mRNA-1 16 7709499 393M MD:Z:14G86T36G16A13T99T104C18 NM:i:7
myseq12000.fa.r112 0.99 augustus_masked-168369787-processed-gene-0.0-mRNA-1 16 7746384 5328M MD:Z:373C2054A346G1G70T592C598A636C650 NM:i:8
myseq3000.fa.r112 0.99 augustus_masked-168369750-processed-gene-0.0-mRNA-1 0 9300420 1146M MD:Z:92C1053 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168368630-processed-gene-0.18-mRNA-1 16 9173408 339M MD:Z:176G162 NM:i:1
myseq0.fa.r112 0.99 augustus_masked-168367166-processed-gene-0.14-mRNA-1 16 7150147 552M MD:Z:164C98G268G19 NM:i:3
myseq0.fa.r112 0.99 augustus_masked-168365837-processed-gene-0.5-mRNA-1 16 7109465 429M MD:Z:104T131A71C120 NM:i:3
myseq9000.fa.r112 0.99 augustus_masked-168364559-processed-gene-0.3-mRNA-1 16 9251157 1095M MD:Z:35C78G309A64C39C172A392 NM:i:6
myseq9000.fa.r112 0.99 augustus_masked-168362631-processed-gene-0.2-mRNA-1 16 9298250 2367M MD:Z:420A456T376T148G18C83A29C24A369G154C67A28C183 NM:i:12
myseq0.fa.r112 0.99 augustus_masked-168361107-processed-gene-0.12-mRNA-1 0 7161959 1806M MD:Z:269A44T29A201T54A236A249G165C424T9G6C109 NM:i:11
myseq12000.fa.r112 0.99 augustus_masked-168360713-processed-gene-0.10-mRNA-1 16 7678973 1935M MD:Z:99G311A68G291T197G16C152C56T117C81C18T251C89A12A163 NM:i:14
myseq3000.fa.r112 0.99 augustus_masked-168359987-processed-gene-0.2-mRNA-1 0 9246903 1374M MD:Z:35A31A6C31G51T98A14T10C2T22C50A31A79A13C64T822 NM:i:15
myseq9000.fa.r112 0.99 augustus_masked-168358718-processed-gene-0.0-mRNA-1 0 9270029 1764M MD:Z:143T486G270A36G372A217C161C72 NM:i:7
myseq12000.fa.r112 0.99 augustus_masked-168358337-processed-gene-0.4-mRNA-1 16 7588925 2223M MD:Z:165G481C4A777T774T17 NM:i:5
myseq6000.fa.r112 0.99 augustus_masked-168357908-processed-gene-0.3-mRNA-1 0 6810155 2049M MD:Z:20C19T89G201T347A41G587C326G367A36A6 NM:i:10
myseq12000.fa.r112 0.99 augustus_masked-168356447-processed-gene-0.26-mRNA-1 16 7749623 303M MD:Z:303 NM:i:0
myseq9000.fa.r112 0.99 augustus_masked-168354898-processed-gene-0.1-mRNA-1 0 9195113 2088M MD:Z:2088 NM:i:0
myseq6000.fa.r112 0.99 augustus_masked-168354654-processed-gene-0.4-mRNA-1 16 6739610 396M MD:Z:396 NM:i:0
myseq6000.fa.r112 0.99 augustus_masked-168354509-processed-gene-0.0-mRNA-1 0 6825585 1845M MD:Z:151A197C1495 NM:i:2
myseq0.fa.r112 0.99 augustus_masked-168354121-processed-gene-1.66-mRNA-1 16 7115246 321M MD:Z:121A4G147C46 NM:i:3
myseq6000.fa.r112 0.99 augustus_masked-168353957-processed-gene-0.2-mRNA-1 0 6849339 2334M MD:Z:671T325T129G29T414A31A311C417 NM:i:7
myseq6000.fa.r112 0.99 augustus_masked-168353459-processed-gene-0.6-mRNA-1 16 6843224 384M MD:Z:56G327 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168352727-processed-gene-0.1-mRNA-1 16 9298764 1761M MD:Z:426T1004T36G56T33C83A26G90 NM:i:7
myseq6000.fa.r112 0.99 augustus_masked-168350479-processed-gene-0.11-mRNA-1 0 6754533 249M MD:Z:44A183G20 NM:i:2
myseq9000.fa.r112 0.99 augustus_masked-168350429-processed-gene-0.3-mRNA-1 0 9291901 2682M MD:Z:1333A133G302T73G15G42A234T280T5A29G57C168 NM:i:11
myseq12000.fa.r112 0.99 augustus_masked-168350227-processed-gene-0.5-mRNA-1 0 7698154 1017M MD:Z:1017 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-168350177-processed-gene-0.26-mRNA-1 16 9301063 567M MD:Z:160AC114A290 NM:i:3
myseq0.fa.r112 0.99 augustus_masked-168348565-processed-gene-0.8-mRNA-1 16 7022580 2871M MD:Z:982T1290A411C50T134 NM:i:4
myseq0.fa.r112 0.99 augustus_masked-168348092-processed-gene-0.8-mRNA-1 0 7081991 732M MD:Z:351G314A65 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-168347769-processed-gene-0.4-mRNA-1 16 9225331 2916M MD:Z:331A94G34T84T67T49C289C331T94G33T98T14C4T47G55A52T90T76C3T9T16G150A1T25T60A8G15C31G86G349C270T20 NM:i:31
myseq3000.fa.r112 0.99 augustus_masked-168347107-processed-gene-0.3-mRNA-1 0 9298446 2355M MD:Z:510G776C64C86T53C104T369G321C64 NM:i:8
myseq12000.fa.r112 0.99 augustus_masked-168346240-processed-gene-0.1-mRNA-1 16 89697 1391M MD:Z:166C4C22C31A62C13G320C72C93T309T289 NM:i:10
myseq9000.fa.r112 0.99 augustus_masked-168346053-processed-gene-0.7-mRNA-1 0 9160482 2061M MD:Z:1719G158G182 NM:i:2
myseq12000.fa.r112 0.99 augustus_masked-168341949-processed-gene-0.3-mRNA-1 0 351989 546M MD:Z:54C180T65A38G97T107 NM:i:5
myseq12000.fa.r112 0.99 augustus_masked-168341912-processed-gene-0.2-mRNA-1 0 7699742 318M MD:Z:318 NM:i:0
myseq9000.fa.r112 0.99 augustus_masked-168341701-processed-gene-0.1-mRNA-1 16 9217385 1992M MD:Z:334G1657 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168341495-processed-gene-0.0-mRNA-1 0 7670916 2376M MD:Z:188G622A220A54T910T69A307 NM:i:6
myseq12000.fa.r112 0.99 augustus_masked-168341485-processed-gene-1.18-mRNA-1 0 7591123 411M MD:Z:42G308A59 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-168341178-processed-gene-0.7-mRNA-1 0 9168942 1038M MD:Z:210T368G196G261 NM:i:3
myseq6000.fa.r112 0.99 augustus_masked-168341155-processed-gene-0.0-mRNA-1 0 6818635 957M MD:Z:302C654 NM:i:1
myseq6000.fa.r112 0.99 augustus_masked-168339607-processed-gene-0.4-mRNA-1 16 1334439 1812M MD:Z:295C402T1113 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-168338708-processed-gene-0.8-mRNA-1 0 9299629 465M MD:Z:30T48C385 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-168338437-processed-gene-0.0-mRNA-1 16 9259732 1839M MD:Z:291A352T11G9A25C9C343G792 NM:i:7
myseq9000.fa.r112 0.99 augustus_masked-168337744-processed-gene-0.0-mRNA-1 16 9266146 531M MD:Z:53T27C449 NM:i:2
myseq9000.fa.r112 0.99 augustus_masked-168337731-processed-gene-0.2-mRNA-1 0 9215816 1477M MD:Z:167T174G605A70C260C32T66G5T7A18A18A7C36 NM:i:12
myseq3000.fa.r112 0.99 augustus_masked-168337411-processed-gene-0.0-mRNA-1 0 9236144 1089M MD:Z:43A54T47T175A94T9C74C15A79G161G318A9 NM:i:11
myseq6000.fa.r112 0.99 augustus_masked-168337298-processed-gene-0.2-mRNA-1 16 6788954 906M MD:Z:219G397G288 NM:i:2
myseq12000.fa.r112 0.99 augustus_masked-168335602-processed-gene-0.0-mRNA-1 0 7697879 3027M MD:Z:39C55C28T46A38G38G193G1161T30G177C347T40T6T49G354G49C84A38T27G16A22T169 NM:i:21
myseq9000.fa.r112 0.99 augustus_masked-168333459-processed-gene-0.5-mRNA-1 0 9141152 336M MD:Z:200A135 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168332313-processed-gene-0.8-mRNA-1 16 7622956 288M MD:Z:86A139T61 NM:i:2
myseq9000.fa.r112 0.99 augustus_masked-168331520-processed-gene-0.4-mRNA-1 16 9269302 450M MD:Z:345G104 NM:i:1
myseq0.fa.r112 0.99 augustus_masked-168330579-processed-gene-0.12-mRNA-1 0 7114447 255M MD:Z:255 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-168330474-processed-gene-0.7-mRNA-1 16 9271033 1281M MD:Z:143T345C668T122 NM:i:3
myseq12000.fa.r112 0.99 augustus_masked-168329340-processed-gene-0.1-mRNA-1 16 7668450 2169M MD:Z:706A1462 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168328515-processed-gene-0.5-mRNA-1 0 7625537 495M MD:Z:495 NM:i:0
myseq9000.fa.r112 0.99 augustus_masked-168326801-processed-gene-0.0-mRNA-1 16 9135227 312M MD:Z:288A23 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-168326739-processed-gene-0.7-mRNA-1 0 9165949 2526M MD:Z:35A228C111T22C5A20A7AT94T92G98A447A44C39T39C29G420G22G106C264C311A72 NM:i:21
myseq12000.fa.r112 0.99 augustus_masked-168326210-processed-gene-0.7-mRNA-1 16 7754117 3051M MD:Z:1013T75C233G26C13G78A128G1478 NM:i:7
myseq9000.fa.r112 0.99 augustus_masked-168325982-processed-gene-0.1-mRNA-1 0 9185629 1851M MD:Z:224G554CA141C86T300A56C88G357G36 NM:i:9
myseq0.fa.r112 0.99 augustus_masked-168325526-processed-gene-0.1-mRNA-1 16 852205 2856M MD:Z:192A278G68T110G176A708G28C65C99C28A16G4G73C101A158TT13C29T149G147G170A223 NM:i:21
myseq12000.fa.r112 0.99 augustus_masked-168325495-processed-gene-0.1-mRNA-1 16 7716318 315M MD:Z:315 NM:i:0
myseq9000.fa.r112 0.99 augustus_masked-168324805-processed-gene-0.3-mRNA-1 16 9251629 1221M MD:Z:80T734T177G5T77A143 NM:i:5
myseq12000.fa.r112 0.99 augustus_masked-168323152-processed-gene-1.0-mRNA-1 0 7740502 2409M MD:Z:105G2303 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168320792-processed-gene-0.9-mRNA-1 0 9299297 2733M MD:Z:31C653A1453A593 NM:i:3
myseq12000.fa.r112 0.99 augustus_masked-168318940-processed-gene-0.4-mRNA-1 16 7748324 1386M MD:Z:77C392C544G61T5T302 NM:i:5
myseq3000.fa.r112 0.99 augustus_masked-168317947-processed-gene-0.2-mRNA-1 16 9298349 633M MD:Z:33T582A16 NM:i:2
myseq9000.fa.r112 0.99 augustus_masked-168317622-processed-gene-0.3-mRNA-1 0 9276428 777M MD:Z:5G24A308A59T20A1A59G114CA158G19 NM:i:10
myseq6000.fa.r112 0.99 augustus_masked-168316967-processed-gene-0.5-mRNA-1 0 1444957 336M MD:Z:336 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-168316921-processed-gene-0.4-mRNA-1 0 3775848 297M MD:Z:122C174 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-168316921-processed-gene-0.10-mRNA-1 0 9233739 1137M MD:Z:101T997A29C7 NM:i:3
myseq12000.fa.r112 0.99 augustus_masked-168316497-processed-gene-0.19-mRNA-1 0 7641569 237M MD:Z:237 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168315920-processed-gene-0.17-mRNA-1 0 1954403 1935M MD:Z:679G169C340A230A8C176G327 NM:i:6
myseq6000.fa.r112 0.99 augustus_masked-168315695-processed-gene-0.0-mRNA-1 0 6703205 1575M MD:Z:335C494G35C272C41T393 NM:i:5
myseq6000.fa.r112 0.99 augustus_masked-168315671-processed-gene-0.6-mRNA-1 0 6792869 633M MD:Z:439C193 NM:i:1
myseq6000.fa.r112 0.99 augustus_masked-168315595-processed-gene-0.21-mRNA-1 0 6756887 372M MD:Z:73C178G119 NM:i:2
myseq6000.fa.r112 0.99 augustus_masked-168315595-processed-gene-0.14-mRNA-1 16 6736362 465M MD:Z:15C267T116T64 NM:i:3
myseq9000.fa.r112 0.99 augustus_masked-168315360-processed-gene-0.1-mRNA-1 0 9298940 2013M MD:Z:298C1714 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168315277-processed-gene-1.1-mRNA-1 0 7638574 423M MD:Z:74A74C126A111C34 NM:i:4
myseq3000.fa.r112 0.99 augustus_masked-168314349-processed-gene-0.1-mRNA-1 0 9180392 2697M MD:Z:2444C59T137AA8T44 NM:i:5
myseq12000.fa.r112 0.99 augustus_masked-168314292-processed-gene-0.0-mRNA-1 16 7709086 582M MD:Z:22T60T26G190A55C6C4T16T1G15C34G29G40C5A1G21A41 NM:i:16
myseq6000.fa.r112 0.99 augustus_masked-168313652-processed-gene-0.1-mRNA-1 0 6834981 855M MD:Z:556T298 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-168312900-processed-gene-0.20-mRNA-1 16 9131005 756M MD:Z:756 NM:i:0
myseq6000.fa.r112 0.99 augustus_masked-168312633-processed-gene-0.1-mRNA-1 0 6736317 1914M MD:Z:11C1058A690A18A133 NM:i:4
myseq0.fa.r112 0.99 augustus_masked-168312479-processed-gene-0.2-mRNA-1 16 7167098 1794M MD:Z:44C84G11C194T87A226T30C31C433A25A89C19A75T55G25G5T75T104T104T15G6CC35 NM:i:22
myseq9000.fa.r112 0.99 augustus_masked-168310776-processed-gene-0.7-mRNA-1 0 9213172 252M MD:Z:252 NM:i:0
myseq0.fa.r112 0.99 augustus_masked-168310411-processed-gene-0.1-mRNA-1 16 7044536 375M MD:Z:230C15T128 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-168308308-processed-gene-0.1-mRNA-1 16 9173940 2322M MD:Z:1107C113G698C401 NM:i:3
myseq12000.fa.r112 0.99 augustus_masked-168308079-processed-gene-0.0-mRNA-1 0 7705976 2385M MD:Z:883A1349T151 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-168306609-processed-gene-0.7-mRNA-1 0 9299606 639M MD:Z:265C373 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168305392-processed-gene-0.12-mRNA-1 0 9299721 1599M MD:Z:273A23G34A73T74CT47G80T74G38C68C14A206C37T177G6C171T187 NM:i:17
myseq12000.fa.r112 0.99 augustus_masked-168304668-processed-gene-0.0-mRNA-1 16 7726258 2433M MD:Z:232C11T22T140C161A54A705G334G61A54C42G204T294T21C25A58 NM:i:15
myseq12000.fa.r112 0.99 augustus_masked-168302112-processed-gene-0.1-mRNA-1 0 4071046 2013M MD:Z:116T553A586T76C53C3G39G43C10T63G415G45 NM:i:11
myseq0.fa.r112 0.99 augustus_masked-168300702-processed-gene-0.2-mRNA-1 0 7166050 1396M MD:Z:56C9A77G205C112G33A338G311G58C56A7T17G7TT15G47T3A18T9 NM:i:18
myseq12000.fa.r112 0.99 augustus_masked-168299539-processed-gene-0.0-mRNA-1 0 7586202 648M MD:Z:648 NM:i:0
myseq0.fa.r112 0.99 augustus_masked-168298398-processed-gene-0.0-mRNA-1 0 7167038 1887M MD:Z:122C111G73C6A47G6C7G86C141A169C328C32A93A44G10A34T15TT1T41T225C4C140C65C24T38 NM:i:25
myseq12000.fa.r112 0.99 augustus_masked-168298049-processed-gene-0.7-mRNA-1 16 7731400 1062M MD:Z:318C605G76T60 NM:i:3
myseq12000.fa.r112 0.99 augustus_masked-168296338-processed-gene-0.0-mRNA-1 16 7659448 446M MD:Z:149C68T53T27T145 NM:i:4
myseq3000.fa.r112 0.99 augustus_masked-168295788-processed-gene-0.2-mRNA-1 0 9293295 984M MD:Z:5A14G9T1CA50G38G14G20A12GGT55A13T6T8G40G14A9C65T16C29T32T35G18A10A8A28A63T11G47T9A19A1G54C1A1A1G4T9CT55C11A38C67 NM:i:44
myseq6000.fa.r112 0.99 augustus_masked-168295583-processed-gene-1.27-mRNA-1 16 6805540 2547M MD:Z:2547 NM:i:0
myseq0.fa.r112 0.99 augustus_masked-168295335-processed-gene-0.0-mRNA-1 0 7129538 456M MD:Z:131C107G216 NM:i:2
myseq9000.fa.r112 0.99 augustus_masked-168295287-processed-gene-0.8-mRNA-1 16 9132162 1311M MD:Z:818A59T432 NM:i:2
myseq9000.fa.r112 0.99 augustus_masked-168294296-processed-gene-0.0-mRNA-1 0 9284307 2127M MD:Z:138G226C70T75C334T68G142T280A338G317A129 NM:i:10
myseq12000.fa.r112 0.99 augustus_masked-168294081-processed-gene-0.8-mRNA-1 0 7748033 315M MD:Z:315 NM:i:0
myseq0.fa.r112 0.99 augustus_masked-168293588-processed-gene-0.6-mRNA-1 16 7068312 2439M MD:Z:665G288A608T11A32C74A281C429G43 NM:i:8
myseq0.fa.r112 0.99 augustus_masked-168293164-processed-gene-0.26-mRNA-1 0 7051550 336M MD:Z:217A118 NM:i:1
myseq0.fa.r112 0.99 augustus_masked-168292711-processed-gene-0.5-mRNA-1 0 7108704 345M MD:Z:345 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168292596-processed-gene-0.1-mRNA-1 16 7651671 816M MD:Z:96C719 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168292357-processed-gene-0.17-mRNA-1 16 9301563 2013M MD:Z:737T464C31G552A204A20 NM:i:5
myseq0.fa.r112 0.99 augustus_masked-168291512-processed-gene-0.9-mRNA-1 16 7090050 306M MD:Z:31A15A5G16A42T125C40T25 NM:i:7
myseq9000.fa.r112 0.99 augustus_masked-168291265-processed-gene-0.0-mRNA-1 0 9219224 993M MD:Z:13C979 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168291016-processed-gene-0.3-mRNA-1 0 7749192 348M MD:Z:26C321 NM:i:1
myseq0.fa.r112 0.99 augustus_masked-168291016-processed-gene-0.0-mRNA-1 0 7102477 1125M MD:Z:896C44T183 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-168290589-processed-gene-0.6-mRNA-1 16 9277143 927M MD:Z:94C175G49G336T269 NM:i:4
myseq9000.fa.r112 0.99 augustus_masked-168289973-processed-gene-0.0-mRNA-1 16 9299483 1149M MD:Z:169G191T787 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-168289696-processed-gene-0.5-mRNA-1 16 9273968 381M MD:Z:7C10G9T2G10C10C33A37C21A53A8G11A21G4A17G19G12G26T13TA1T5G30 NM:i:22
myseq12000.fa.r112 0.99 augustus_masked-168289354-processed-gene-0.1-mRNA-1 0 7728245 2499M MD:Z:176A53T146C63T116T94G32T564A1G9A124C1110 NM:i:11
myseq3000.fa.r112 0.99 augustus_masked-168288995-processed-gene-0.5-mRNA-1 0 9298677 2172M MD:Z:2172 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-168288986-processed-gene-0.0-mRNA-1 16 9186925 2106M MD:Z:143C36T56C25C183T26G27T75T92A296T532C133T62A5C93G100T7G160A6G30 NM:i:19
myseq9000.fa.r112 0.99 augustus_masked-168288874-processed-gene-0.0-mRNA-1 0 9229527 1365M MD:Z:98C608T657 NM:i:2
myseq6000.fa.r112 0.99 augustus_masked-168287992-processed-gene-0.4-mRNA-1 16 6787383 1395M MD:Z:1141TGA116T134 NM:i:4
myseq12000.fa.r112 0.99 augustus_masked-168287424-processed-gene-0.4-mRNA-1 0 7741551 1614M MD:Z:895G116T88A388T48G39G34 NM:i:6
myseq6000.fa.r112 0.99 augustus_masked-168283965-processed-gene-0.4-mRNA-1 16 6849615 1596M MD:Z:1389G206 NM:i:1
myseq6000.fa.r112 0.99 augustus_masked-168282436-processed-gene-0.12-mRNA-1 0 6787783 1452M MD:Z:1452 NM:i:0
myseq9000.fa.r112 0.99 augustus_masked-168281988-processed-gene-0.3-mRNA-1 0 9282767 1836M MD:Z:190C500C244G53G39A260A99A3A27T55G113T116A73G51 NM:i:13
myseq9000.fa.r112 0.99 augustus_masked-168280677-processed-gene-1.38-mRNA-1 0 9142243 2031M MD:Z:4G71T18G131G46C63C197T23C77A48A176G1C103T65G22A22A51G96A159C148G72A181A105C13C89T11AT12 NM:i:27
myseq0.fa.r112 0.99 augustus_masked-168279649-processed-gene-0.4-mRNA-1 0 7116418 561M MD:Z:46C393A120 NM:i:2
myseq9000.fa.r112 0.99 augustus_masked-168279445-processed-gene-0.6-mRNA-1 16 9298279 1635M MD:Z:55A18A786T153C110A320C187 NM:i:6
myseq3000.fa.r112 0.99 augustus_masked-168278369-processed-gene-0.0-mRNA-1 16 9161144 2589M MD:Z:1332C1256 NM:i:1
