bin coverage transcript strand gene cigar MD NM introns_len introns_num
cdhit-output-4_9.iteration.1 0.99 maker-168190034-snap-gene-0.50-mRNA-1 0 3260811 123M157N122M146N42M154N127M113N273M101N160M315N44M MD:Z:891 NM:i:0 157,146,154,113,101,315 6
cdhit-output-4_16.iteration.3 0.99 maker-168190029-augustus-gene-0.41-mRNA-1 16 4300202 380M2079N70M639N147M164N95M224N84M MD:Z:200A575 NM:i:1 2079,639,164,224 4
cdhit-output-4_10.iteration.1 0.99 maker-168189895-augustus-gene-0.55-mRNA-1 16 2915502 973M133N181M309N358M230N1397M107N115M105N495M186N371M MD:Z:578C897C242G1301G61T806 NM:i:5 133,309,230,107,105,186 6
cdhit-output-4_16.iteration.1 0.99 maker-168189780-snap-gene-0.18-mRNA-1 0 3093565 306M107N47M1325N280M118N56M103N979M237N146M MD:Z:487A334A871G119 NM:i:3 107,1325,118,103,237 5
cdhit-output-4_16.iteration.1 0.99 maker-168189601-snap-gene-0.36-mRNA-1 16 3093410 280M101N452M MD:Z:29T702 NM:i:1 101 1
cdhit-output-4_14.iteration.2 0.99 maker-168189566-snap-gene-0.33-mRNA-1 16 5290705 63M1716N168M365N186M496N188M68N19M MD:Z:624 NM:i:0 1716,365,496,68 4
cdhit-output-4_14.iteration.1 0.99 maker-168189516-augustus-gene-0.98-mRNA-1 16 3011499 1255M104N92M145N75M228N93M MD:Z:338T110G1065 NM:i:2 104,145,228 3
cdhit-output-4_14.iteration.1 0.99 maker-168189476-augustus-gene-0.46-mRNA-1 16 2941510 633M158N390M MD:Z:1023 NM:i:0 158 1
cdhit-output-4_12.iteration.1 0.99 maker-168189426-augustus-gene-0.97-mRNA-1 16 3284287 878M204N67M MD:Z:493G179G271 NM:i:2 204 1
cdhit-output-4_16.iteration.1 0.99 maker-168189396-augustus-gene-0.24-mRNA-1 16 3020940 54M138N120M246N603M MD:Z:508G268 NM:i:1 138,246 2
cdhit-output-4_12.iteration.1 0.99 maker-168189378-augustus-gene-0.91-mRNA-1 16 3364061 60M118N105M120N133M355N1436M MD:Z:1734 NM:i:0 118,120,355 3
cdhit-output-4_16.iteration.1 0.99 maker-168189278-snap-gene-0.62-mRNA-1 0 3092662 128M235N52M320N75M133N75M299N69M157N762M311N282M102N219M145N655M MD:Z:219T1118T581A18T377 NM:i:4 235,320,133,299,157,311,102,145 8
cdhit-output-4_8.iteration.1 0.99 maker-168189265-augustus-gene-0.45-mRNA-1 16 4560192 572M163N179M222N108M176N123M314N102M MD:Z:83G824T175 NM:i:2 163,222,176,314 4
cdhit-output-4_11.iteration.1 0.99 maker-168189251-augustus-gene-0.28-mRNA-1 16 3288281 869M227N277M139N627M987N140M111N276M MD:Z:208C77A18A169G108T140T175G1035G5T96A148 NM:i:10 227,139,987,111 4
cdhit-output-4_18.iteration.5 0.99 maker-168189211-snap-gene-0.97-mRNA-3 16 5593869 817M2416N65M123N186M155N591M4666N234M1791N531M MD:Z:2424 NM:i:0 2416,123,155,4666,1791 5
cdhit-output-4_17.iteration.1 0.99 maker-168189211-augustus-gene-0.94-mRNA-1 0 3052695 256M185N1100M144N472M1222N182M6765N569M MD:Z:1109A714G1GC751 NM:i:4 185,144,1222,6765 4
cdhit-output-4_12.iteration.1 0.99 maker-168189179-augustus-gene-0.49-mRNA-1 0 3364522 81M670N297M91N415M MD:Z:18C774 NM:i:1 670,91 2
cdhit-output-4_12.iteration.1 0.99 maker-168189172-snap-gene-0.59-mRNA-2 16 3365182 1676M2239N1484M MD:Z:2950C209 NM:i:1 2239 1
cdhit-output-4_16.iteration.1 0.99 maker-168189138-augustus-gene-0.21-mRNA-1 0 3093477 253M205N504M96N513M MD:Z:670A99T237C261 NM:i:3 205,96 2
cdhit-output-4_12.iteration.3 0.99 maker-168189087-snap-gene-0.41-mRNA-1 0 3463071 833M2064N114M810N150M88N134M281N110M1624N107M140N139M138N117M457N108M146N72M MD:Z:83T250A735T248G533A30 NM:i:5 2064,810,88,281,1624,140,138,457,146 9
cdhit-output-4_17.iteration.1 0.99 maker-168189036-snap-gene-0.54-mRNA-1 16 3052342 81M261N387M MD:Z:468 NM:i:0 261 1
cdhit-output-4_11.iteration.1 0.99 maker-168189035-augustus-gene-0.41-mRNA-1 16 3288362 470M277N200M182N291M MD:Z:787T163A9 NM:i:2 277,182 2
cdhit-output-4_13.iteration.1 0.99 maker-168189000-snap-gene-0.25-mRNA-1 16 3957620 545M120N66M168N70M98N338M266N90M MD:Z:157C6T75G868 NM:i:3 120,168,98,266 4
cdhit-output-4_13.iteration.1 0.99 maker-168188921-augustus-gene-0.49-mRNA-1 16 3957395 91M755N3054M MD:Z:165A9A1304C424G588G650 NM:i:5 755 1
cdhit-output-4_13.iteration.1 0.99 maker-168188896-snap-gene-0.35-mRNA-1 0 3958268 243M100N379M460N217M87N168M232N370M293N99M75N17M MD:Z:292T728G471 NM:i:2 100,460,87,232,293,75 6
cdhit-output-4_15.iteration.1 0.99 maker-168188785-snap-gene-0.89-mRNA-1 0 3575426 45M632N2661M MD:Z:319G1128G338T39A42G835 NM:i:5 632 1
cdhit-output-4_12.iteration.1 0.99 maker-168188734-augustus-gene-0.44-mRNA-1 16 3365039 553M865N124M77N22M125N572M1320N480M MD:Z:135T303A384C20T440A464 NM:i:5 865,77,125,1320 4
cdhit-output-4_13.iteration.1 0.99 maker-168188688-snap-gene-0.62-mRNA-1 16 3957642 121M300N792M MD:Z:479C22G111C298 NM:i:3 300 1
cdhit-output-4_12.iteration.1 0.99 maker-168188676-augustus-gene-0.54-mRNA-2 0 3364690 40M350N123M130N221M106N96M130N113M98N136M103N105M106N462M93N382M MD:Z:1049T345T282 NM:i:2 350,130,106,130,98,103,106,93 8
cdhit-output-4_15.iteration.1 0.99 maker-168188618-snap-gene-0.14-mRNA-1 16 3575991 600M105N274M541N243M105N131M163N94M MD:Z:841C71A69T196A161 NM:i:4 105,541,105,163 4
cdhit-output-4_16.iteration.5 0.99 maker-168188596-augustus-gene-0.31-mRNA-1 0 1606275 60M155N39M550N117M MD:Z:216 NM:i:0 155,550 2
cdhit-output-4_18.iteration.1 0.99 maker-168188481-snap-gene-0.19-mRNA-1 0 3751896 117M278N144M162N124M575N192M326N751M MD:Z:984G322C20 NM:i:2 278,162,575,326 4
cdhit-output-4_16.iteration.1 0.99 maker-168188443-augustus-gene-0.99-mRNA-1 16 3092574 635M233N86M100N83M481N164M419N98M182N53M100N155M MD:Z:475T657C140 NM:i:2 233,100,481,419,182,100 6
cdhit-output-4_17.iteration.1 0.99 maker-168188437-augustus-gene-0.52-mRNA-1 16 3052276 571M153N295M MD:Z:302C5CT185C24C299C45 NM:i:6 153 1
cdhit-output-4_9.iteration.1 0.99 maker-168188424-snap-gene-0.26-mRNA-1 16 3260284 17M952N250M24N649M168N1091M898N804M365N121M1031N109M159N1402M MD:Z:553A66A85C2123A430A900T280 NM:i:6 952,24,168,898,365,1031,159 7
cdhit-output-4_14.iteration.1 0.99 maker-168188250-augustus-gene-0.74-mRNA-1 0 3011930 102M197N1017M MD:Z:1088G30 NM:i:1 197 1
cdhit-output-4_13.iteration.1 0.99 maker-168188211-augustus-gene-0.86-mRNA-1 16 3958187 1009M89N430M103N869M587N795M1659N218M404N102M121N390M565N25M MD:Z:1528C35C21G1747A503 NM:i:4 89,103,587,1659,404,121,565 7
cdhit-output-4_16.iteration.1 0.99 maker-168188177-snap-gene-0.38-mRNA-1 16 3093482 904M475N856M160N77M395N622M252N126M131N327M326N173M109N111M MD:Z:1512C21G64C1516C79 NM:i:4 475,160,395,252,131,326,109 7
cdhit-output-4_10.iteration.1 0.99 maker-168188177-augustus-gene-0.35-mRNA-1 0 2914713 354M93N281M MD:Z:635 NM:i:0 93 1
cdhit-output-4_11.iteration.1 0.99 maker-168188139-snap-gene-0.84-mRNA-1 0 3287510 216M176N124M161N167M732N57M460N182M240N115M MD:Z:309T551 NM:i:1 176,161,732,460,240 5
cdhit-output-4_13.iteration.1 0.99 maker-168188129-augustus-gene-0.20-mRNA-1 16 3957490 529M274N147M MD:Z:108C567 NM:i:1 274 1
cdhit-output-4_17.iteration.1 0.99 maker-168188075-augustus-gene-0.70-mRNA-1 0 3052528 511M89N179M396N283M1204N237M136N165M716N51M MD:Z:452T615C264T67T7T16 NM:i:5 89,396,1204,136,716 5
cdhit-output-4_16.iteration.4 0.99 maker-168188073-augustus-gene-0.104-mRNA-1 16 4860709 643M983N65M330N58M296N223M1335N237M642N157M MD:Z:254A28T201C65G78T116T163G62G212T195 NM:i:9 983,330,296,1335,642 5
cdhit-output-4_19.iteration.1 0.99 maker-168188061-snap-gene-0.164-mRNA-1 0 832043 135M437N180M161N93M3040N212M106N64M191N180M3336N93M127N407M153N190M129N204M2376N769M MD:Z:971T1156C272C125 NM:i:3 437,161,3040,106,191,3336,127,153,129,2376 10
cdhit-output-4_19.iteration.1 0.99 maker-168188061-augustus-gene-0.163-mRNA-1 16 832038 231M382N107M193N211M MD:Z:549 NM:i:0 382,193 2
cdhit-output-4_8.iteration.1 0.99 maker-168188054-augustus-gene-0.49-mRNA-1 16 4495605 165M69N155M435N321M MD:Z:279T361 NM:i:1 69,435 2
cdhit-output-4_12.iteration.1 0.99 maker-168188045-augustus-gene-0.23-mRNA-1 0 3364112 381M158N60M147N518M99N238M MD:Z:438G36T209A134A52G323 NM:i:5 158,147,99 3
cdhit-output-4_10.iteration.1 0.99 maker-168187887-augustus-gene-0.18-mRNA-1 16 2915549 779M216N414M MD:Z:275C917 NM:i:1 216 1
cdhit-output-4_15.iteration.1 0.99 maker-168187810-augustus-gene-0.25-mRNA-1 0 3576004 1134M500N102M MD:Z:38A21T36A9G5T159G643G101A216 NM:i:8 500 1
cdhit-output-4_14.iteration.2 0.99 maker-168187737-snap-gene-0.36-mRNA-1 0 5290915 154M96N63M158N190M137N133M95N222M172N30M MD:Z:792 NM:i:0 96,158,137,95,172 5
cdhit-output-4_12.iteration.1 0.99 maker-168187663-snap-gene-0.8-mRNA-1 0 3305023 784M22N270M382N45M MD:Z:78T684G335 NM:i:2 22,382 2
cdhit-output-4_17.iteration.1 0.99 maker-168187468-augustus-gene-0.27-mRNA-1 16 3052653 582M529N384M315N803M MD:Z:16G254T914C14T61G24C94C140A134C109 NM:i:9 529,315 2
cdhit-output-4_18.iteration.1 0.99 maker-168187443-snap-gene-0.45-mRNA-1 0 3751820 97M158N101M962N196M202N221M104N118M258N199M584N267M129N322M140N138M184N126M1252N213M96N253M108N197M113N351M100N1252M MD:Z:7G396G192A303G73G172C116A92C29G77G398A5T89C105C1T635T371T53A261T240C41T374 NM:i:21 158,962,202,104,258,584,129,140,184,1252,96,108,113,100 14
cdhit-output-4_16.iteration.1 0.99 maker-168187395-augustus-gene-0.18-mRNA-1 0 3093479 819M249N2154M MD:Z:63G703T366T13T612A29T13A3A73C133G476C203C274 NM:i:12 249 1
cdhit-output-4_18.iteration.1 0.99 maker-168187377-augustus-gene-0.44-mRNA-1 16 3751766 425M1419N286M MD:Z:130A69G9G349C3A5C140 NM:i:6 1419 1
cdhit-output-4_8.iteration.1 0.99 maker-168187374-augustus-gene-0.143-mRNA-1 16 4559990 18M80N669M130N1007M160N94M132N34M90N53M158N24M MD:Z:273G230T1370A8G9T4 NM:i:5 80,130,160,132,90,158 6
cdhit-output-4_17.iteration.1 0.99 maker-168187371-augustus-gene-0.8-mRNA-1 16 3052702 611M102N139M393N118M3390N403M MD:Z:443G827 NM:i:1 102,393,3390 3
cdhit-output-4_9.iteration.1 0.99 maker-168187203-snap-gene-0.12-mRNA-1 16 3260584 2017M133N160M MD:Z:1533C643 NM:i:1 133 1
cdhit-output-4_14.iteration.1 0.99 maker-168187170-augustus-gene-0.72-mRNA-1 0 3011501 21M80N108M88N518M121N603M MD:Z:281G321G198C22C272T151 NM:i:5 80,88,121 3
cdhit-output-4_18.iteration.1 0.99 maker-168186925-augustus-gene-0.36-mRNA-1 16 3751109 965M110N94M169N494M115N495M523N107M181N165M262N288M131N39M129N153M MD:Z:343C149G2306 NM:i:2 110,169,115,523,181,262,131,129 8
cdhit-output-4_8.iteration.5 0.99 maker-168186803-snap-gene-0.23-mRNA-1 16 3348641 237M190N151M MD:Z:113T274 NM:i:1 190 1
cdhit-output-4_18.iteration.1 0.99 maker-168186803-snap-gene-0.21-mRNA-1 0 3664967 32M1198N544M MD:Z:543T9G22 NM:i:2 1198 1
cdhit-output-4_10.iteration.1 0.99 maker-168186751-snap-gene-0.38-mRNA-1 0 2915077 113M187N53M117N129M164N604M MD:Z:221A335A5C142T192 NM:i:4 187,117,164 3
cdhit-output-4_9.iteration.1 0.99 maker-168186670-snap-gene-0.10-mRNA-1 16 3260749 17M48N207M112N34M MD:Z:258 NM:i:0 48,112 2
cdhit-output-4_16.iteration.1 0.99 maker-168186647-augustus-gene-0.13-mRNA-2 0 3092652 171M436N306M171N183M296N819M MD:Z:83T16C633C602G49T27A63 NM:i:6 436,171,296 3
cdhit-output-4_15.iteration.1 0.99 maker-168186588-augustus-gene-0.83-mRNA-1 0 3575867 124M533N142M61N91M196N202M120N224M98N273M174N59M167N967M MD:Z:2082 NM:i:0 533,61,196,120,98,174,167 7
cdhit-output-4_12.iteration.1 0.99 maker-168186512-augustus-gene-0.38-mRNA-1 0 3288563 60M113N588M838N303M120N285M MD:Z:19C723A492 NM:i:2 113,838,120 3
cdhit-output-4_17.iteration.1 0.99 maker-168186503-augustus-gene-0.16-mRNA-1 0 2982476 198M254N132M677N790M MD:Z:115T314T689 NM:i:2 254,677 2
cdhit-output-4_16.iteration.1 0.99 maker-168186487-snap-gene-0.44-mRNA-1 0 3092993 1952M125N274M167N201M MD:Z:1184A1242 NM:i:1 125,167 2
cdhit-output-4_17.iteration.1 0.99 maker-168186484-snap-gene-0.13-mRNA-1 16 3052771 21M485N163M1848N1516M MD:Z:252G41C260G258C709T175 NM:i:5 485,1848 2
cdhit-output-4_14.iteration.4 0.99 maker-168186472-snap-gene-0.37-mRNA-1 0 5313036 18M254N180M2860N1143M MD:Z:129T288G32C889 NM:i:3 254,2860 2
cdhit-output-4_14.iteration.1 0.99 maker-168186385-augustus-gene-0.20-mRNA-1 0 3011816 149M753N543M MD:Z:692 NM:i:0 753 1
cdhit-output-4_15.iteration.1 0.99 maker-168186314-augustus-gene-1.59-mRNA-1 16 3576065 505M267N4245M MD:Z:103A970T33T661G267A761AA109T1838 NM:i:8 267 1
cdhit-output-4_16.iteration.1 0.99 maker-168186314-augustus-gene-1.58-mRNA-1 0 3093417 649M2215N136M90N833M MD:Z:393G1224 NM:i:1 2215,90 2
cdhit-output-4_17.iteration.1 0.99 maker-168186310-augustus-gene-0.21-mRNA-1 0 2982690 510M502N542M241N46M MD:Z:407G690 NM:i:1 502,241 2
cdhit-output-4_15.iteration.1 0.99 maker-168186302-augustus-gene-0.35-mRNA-1 0 3575277 48M236N303M121N111M165N108M121N3045M201N162M197N117M195N104M113N135M172N88M175N52M225N87M490N86M MD:Z:281A445A273A68T260T38C45T145C1957C582T342 NM:i:10 236,121,165,121,201,197,195,113,172,175,225,490 12
cdhit-output-4_18.iteration.1 0.99 maker-168186080-augustus-gene-0.58-mRNA-1 0 3677569 583M193N47M329N131M379N118M119N227M171N780M MD:Z:205C63G1429A186 NM:i:3 193,329,379,119,171 5
cdhit-output-4_14.iteration.1 0.99 maker-168186068-augustus-gene-0.21-mRNA-1 16 3011603 1250M104N1634M MD:Z:41C2524A317 NM:i:2 104 1
cdhit-output-4_13.iteration.1 0.99 maker-168186029-augustus-gene-0.7-mRNA-1 0 3957602 180M124N249M111N221M127N259M188N233M169N535M720N618M MD:Z:446G278T144C1111T312 NM:i:4 124,111,127,188,169,720 6
cdhit-output-4_13.iteration.1 0.99 maker-168185900-augustus-gene-0.49-mRNA-1 16 3871135 61M453N81M87N213M98N120M71N20M223N156M MD:Z:351G89A48G160 NM:i:3 453,87,98,71,223 5
cdhit-output-4_9.iteration.1 0.99 maker-168185856-augustus-gene-0.54-mRNA-1 16 3260969 1005M496N898M928N99M106N198M873N138M MD:Z:1144T739C188G9G25T73A154 NM:i:6 496,928,106,873 4
cdhit-output-4_17.iteration.1 0.99 maker-168185854-snap-gene-0.74-mRNA-1 0 3051856 350M99N1536M MD:Z:680G1054C150 NM:i:2 99 1
cdhit-output-4_16.iteration.4 0.99 maker-168185763-augustus-gene-0.15-mRNA-1 16 4860721 253M735N128M98N195M MD:Z:250T90G234 NM:i:2 735,98 2
cdhit-output-4_8.iteration.1 0.99 maker-168185699-augustus-gene-0.30-mRNA-1 0 4560153 78M246N48M100N219M474N93M92N641M MD:Z:1079 NM:i:0 246,100,474,92 4
cdhit-output-4_10.iteration.1 0.99 maker-168185694-augustus-gene-1.68-mRNA-1 0 2915112 24M127N123M388N86M165N613M218N78M86N1364M MD:Z:374T230A278T32A602G604GA161 NM:i:7 127,388,165,218,86 5
cdhit-output-4_16.iteration.1 0.99 maker-168185429-augustus-gene-0.61-mRNA-1 0 3093421 144M152N268M262N422M189N568M MD:Z:163G1238 NM:i:1 152,262,189 3
cdhit-output-4_14.iteration.1 0.99 maker-168185423-augustus-gene-0.25-mRNA-1 16 2952277 490M596N367M109N131M MD:Z:517G470 NM:i:1 596,109 2
cdhit-output-4_15.iteration.1 0.99 maker-168184973-snap-gene-0.55-mRNA-1 16 3575923 330M272N104M1539N766M MD:Z:167T23T26G116C864 NM:i:4 272,1539 2
cdhit-output-4_17.iteration.1 0.99 maker-168184972-augustus-gene-0.4-mRNA-1 0 2985066 231M586N176M383N244M105N237M MD:Z:6C116G10T9A73A1A6G20T269C110C20A95C12G128 NM:i:13 586,383,105 3
cdhit-output-4_16.iteration.1 0.99 maker-168184936-snap-gene-0.39-mRNA-1 16 3093541 924M320N1008M96N69M169N776M966N175M236N83M MD:Z:39G55G108GG21A54A276A527G1947 NM:i:8 320,96,169,966,236 5
cdhit-output-4_15.iteration.1 0.99 maker-168184860-augustus-gene-0.9-mRNA-1 16 3575413 521M231N514M MD:Z:1035 NM:i:0 231 1
cdhit-output-4_9.iteration.1 0.99 maker-168184799-augustus-gene-0.11-mRNA-1 0 3261129 354M94N398M75N292M980N442M119N210M MD:Z:855C271C249N269C48 NM:i:4 94,75,980,119 4
cdhit-output-4_12.iteration.1 0.99 maker-168184765-snap-gene-0.6-mRNA-1 16 3364056 75M1074N2067M669N1458M MD:Z:32A6A319G183T150A82G875A723C55G95G37T153A1C55A229G311A51C81T1T142 NM:i:19 1074,669 2
cdhit-output-4_18.iteration.1 0.99 maker-168184700-snap-gene-0.39-mRNA-1 0 3751231 78M124N108M353N552M140N594M95N213M190N66M155N270M MD:Z:387T1402C19A70 NM:i:3 124,353,140,95,190,155 6
cdhit-output-4_13.iteration.1 0.99 maker-168184691-augustus-gene-0.4-mRNA-1 16 3870612 443M227N138M140N155M MD:Z:135AA599 NM:i:2 227,140 2
cdhit-output-4_9.iteration.1 0.99 maker-168184688-augustus-gene-0.53-mRNA-1 16 3259979 316M302N181M249N93M932N140M226N165M792N53M280N313M MD:Z:17A198A382T661 NM:i:3 302,249,932,226,792,280 6
cdhit-output-4_14.iteration.1 0.99 maker-168184665-augustus-gene-0.15-mRNA-1 0 3011296 398M123N104M1013N107M85N438M MD:Z:220C106G41G91G110G474 NM:i:5 123,1013,85 3
cdhit-output-4_13.iteration.1 0.99 maker-168184559-augustus-gene-0.9-mRNA-1 0 3957882 835M141N82M MD:Z:192C392G331 NM:i:2 141 1
cdhit-output-4_17.iteration.1 0.99 maker-168184554-snap-gene-0.29-mRNA-1 16 3052581 1193M2144N647M MD:Z:211A239C959C234C90A102 NM:i:5 2144 1
cdhit-output-4_18.iteration.1 0.99 maker-168184393-snap-gene-0.67-mRNA-1 0 3751130 197M141N562M MD:Z:347G411 NM:i:1 141 1
cdhit-output-4_11.iteration.1 0.99 maker-168184393-augustus-gene-0.64-mRNA-1 0 3287805 61M672N151M304N99M84N419M111N83M181N126M288N113M648N159M101N103M MD:Z:61A42T569C29G609 NM:i:4 672,304,84,111,181,288,648,101 8
cdhit-output-4_16.iteration.1 0.99 maker-168184206-snap-gene-0.6-mRNA-1 0 3093603 1795M3083N374M MD:Z:70T1128C969 NM:i:2 3083 1
cdhit-output-4_15.iteration.1 0.99 maker-168184203-snap-gene-0.7-mRNA-1 0 3496091 81M98N117M772N69M112N67M709N634M MD:Z:453A190C64G258 NM:i:3 98,772,112,709 4
cdhit-output-4_15.iteration.1 0.99 maker-168184200-augustus-gene-0.8-mRNA-1 16 3575712 401M99N73M1078N1841M MD:Z:23C337T37A101T89T322G5T54T703C206G59C26T9T70C40A63C17C47A89 NM:i:18 99,1078 2
cdhit-output-4_12.iteration.1 0.99 maker-168184186-augustus-gene-0.5-mRNA-1 0 3365123 266M470N536M84N138M594N158M67N84M231N245M85N151M85N558M MD:Z:807A22C767C14T11C16A63A29C212T186 NM:i:9 470,84,594,67,231,85,85 7
cdhit-output-4_19.iteration.4 0.99 maker-168184178-snap-gene-0.22-mRNA-1 0 1931190 113M131N53M183N129M161N128M MD:Z:423 NM:i:0 131,183,161 3
cdhit-output-4_11.iteration.2 0.99 maker-168184027-snap-gene-0.12-mRNA-1 0 3093029 65M283N219M471N108M247N61M MD:Z:385C63G3 NM:i:2 283,471,247 3
cdhit-output-4_18.iteration.1 0.99 maker-168183791-snap-gene-0.31-mRNA-1 16 3751846 1036M219N479M1609N147M131N2153M MD:Z:39C413A73T18A71T119G146T1054C111A312A196G1252 NM:i:11 219,1609,131 3
cdhit-output-4_9.iteration.1 0.99 maker-168183594-snap-gene-0.20-mRNA-1 0 3260167 135M437N81M1532N90M127N66M223N57M100N78M87N48M154N674M MD:Z:278G950 NM:i:1 437,1532,127,223,100,87,154 7
cdhit-output-4_8.iteration.1 0.99 maker-168183593-snap-gene-0.44-mRNA-1 16 4532476 407M183N172M108N96M MD:Z:675 NM:i:0 183,108 2
cdhit-output-4_13.iteration.1 0.99 maker-168183563-augustus-gene-0.13-mRNA-1 0 3958195 2565M260N1049M147N1836M112N244M97N1433M MD:Z:2165G1724G364C32C74G339T523C266G17A261T1352 NM:i:10 260,147,112,97 4
cdhit-output-4_9.iteration.5 0.99 maker-168183550-augustus-gene-0.8-mRNA-1 16 3180093 236M1314N155M100N168M132N71M148N215M878N150M259N1085M MD:Z:5T137C33C321C148T92A512A234T231C8A264T84 NM:i:11 1314,100,132,148,878,259 6
cdhit-output-4_10.iteration.1 0.99 maker-168183357-augustus-gene-0.10-mRNA-1 16 2914885 103M121N37M102N331M81N336M658N725M332N56M596N124M190N40M MD:Z:1068T683 NM:i:1 121,102,81,658,332,596,190 7
cdhit-output-4_16.iteration.1 0.99 maker-168183346-augustus-gene-0.19-mRNA-1 16 3092701 781M122N335M MD:Z:18A1097 NM:i:1 122 1
cdhit-output-4_17.iteration.1 0.99 maker-168183258-augustus-gene-0.8-mRNA-1 16 2992708 931M225N1309M MD:Z:59T937C248G462A14T18T9A41T224A191G27 NM:i:10 225 1
cdhit-output-4_18.iteration.1 0.99 maker-168183244-augustus-gene-0.5-mRNA-1 0 3751487 253M116N425M MD:Z:678 NM:i:0 116 1
cdhit-output-4_17.iteration.1 0.99 maker-168183214-augustus-gene-0.15-mRNA-1 16 3052488 806M975N212M107N134M MD:Z:6G49T99A53C372A56C511 NM:i:6 975,107 2
cdhit-output-4_11.iteration.1 0.99 maker-168183161-augustus-gene-0.24-mRNA-1 16 3287599 369M177N33M64N3534M MD:Z:558G648G295C472T274G879CC320A134C104C242 NM:i:10 177,64 2
cdhit-output-4_14.iteration.1 0.99 maker-168183134-snap-gene-0.30-mRNA-1 0 3012315 438M377N207M126N459M MD:Z:518C581G3 NM:i:2 377,126 2
cdhit-output-4_13.iteration.2 0.99 maker-168183081-augustus-gene-0.97-mRNA-1 16 4336540 911M83N170M135N103M1190N112M96N65M MD:Z:202G11G234C911 NM:i:3 83,135,1190,96 4
cdhit-output-4_17.iteration.1 0.99 maker-168182986-snap-gene-0.101-mRNA-1 0 3052683 695M2705N83M580N89M118N74M111N51M663N77M194N843M MD:Z:441T8A113AA1346 NM:i:4 2705,580,118,111,663,194 6
cdhit-output-4_10.iteration.1 0.99 maker-168182961-augustus-gene-0.110-mRNA-1 16 2915001 594M125N108M162N45M856N54M718N54M660N78M135N323M MD:Z:999A256 NM:i:1 125,162,856,718,660,135 6
cdhit-output-4_12.iteration.1 0.99 maker-168182950-augustus-gene-0.51-mRNA-1 16 3364272 93M173N261M92N205M257N131M177N132M259N291M MD:Z:438A54A26T592 NM:i:3 173,92,257,177,259 5
cdhit-output-4_8.iteration.1 0.99 maker-168182894-snap-gene-0.20-mRNA-3 16 4560441 535M231N100M3474N486M492N188M MD:Z:1159G92A12A43 NM:i:3 231,3474,492 3
cdhit-output-4_11.iteration.1 0.99 maker-168182824-snap-gene-0.20-mRNA-1 16 3216581 653M157N68M83N111M MD:Z:563C215C52 NM:i:2 157,83 2
cdhit-output-4_16.iteration.1 0.99 maker-168182806-snap-gene-0.5-mRNA-1 16 3020822 111M472N16M308N1103M2119N1964M MD:Z:45C3148 NM:i:1 472,308,2119 3
cdhit-output-4_13.iteration.1 0.99 maker-168173517-augustus-gene-0.14-mRNA-1 0 3958094 1400M108N124M232N294M148N203M285N644M MD:Z:106G17A17A5G56T81C21G60G25A211G102T169C282G12T84T240T157C530T114G59T297 NM:i:20 108,232,148,285 4
cdhit-output-4_11.iteration.1 0.99 maker-168171679-augustus-gene-0.9-mRNA-1 16 3245956 726M1046N447M MD:Z:239G174C604A22C130 NM:i:4 1046 1
cdhit-output-4_19.iteration.1 0.99 maker-168167480-snap-gene-0.64-mRNA-1 0 832018 289M123N45M409N460M MD:Z:794 NM:i:0 123,409 2
cdhit-output-4_10.iteration.1 0.99 maker-168157742-snap-gene-0.13-mRNA-1 16 2915205 1082M110N130M740N448M MD:Z:227T51G148G50A59T49A36T104G4T13C6T84G304T512 NM:i:13 110,740 2
cdhit-output-4_12.iteration.2 0.99 maker-168156708-snap-gene-0.8-mRNA-1 16 2750281 384M250N711M130N36M MD:Z:47G36C2A95G222G106C21A90C1T15T79A6C74T78C28A158C57 NM:i:16 250,130 2
cdhit-output-4_16.iteration.1 0.99 maker-168156654-snap-gene-0.5-mRNA-1 16 3093594 74M609N414M65N141M575N663M MD:Z:8G368N207T156C105A92C350 NM:i:6 609,65,575 3
cdhit-output-4_10.iteration.1 0.99 maker-168156423-augustus-gene-0.30-mRNA-1 0 2845434 238M145N786M MD:Z:933T90 NM:i:1 145 1
cdhit-output-4_9.iteration.1 0.99 maker-168155809-augustus-gene-0.19-mRNA-1 16 3260582 358M75N82M232N100M134N150M MD:Z:482C116A90 NM:i:2 75,232,134 3
cdhit-output-4_14.iteration.1 0.99 maker-168153502-augustus-gene-0.13-mRNA-1 0 3011575 341M130N191M347N747M MD:Z:1279 NM:i:0 130,347 2
cdhit-output-4_8.iteration.1 0.99 maker-168152388-augustus-gene-0.6-mRNA-1 0 4560057 141M120N269M312N448M MD:Z:720A106A30 NM:i:2 120,312 2
cdhit-output-4_9.iteration.5 0.99 maker-168151391-augustus-gene-0.5-mRNA-1 16 3180098 436M1150N204M133N92M MD:Z:21T40C118C119T103A310C15 NM:i:6 1150,133 2
cdhit-output-4_10.iteration.1 0.99 maker-168149779-augustus-gene-0.20-mRNA-1 16 2914721 1025M86N220M116N563M MD:Z:14C1655G137 NM:i:2 86,116 2
cdhit-output-4_14.iteration.1 0.99 maker-168147723-augustus-gene-0.13-mRNA-1 16 3012274 1035M232N1521M178N31M507N336M MD:Z:1275A873A773 NM:i:2 232,178,507 3
