bin coverage transcript strand gene cigar MD NM
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168481841-processed-gene-0.2-mRNA-1 16 3287713 405M MD:Z:5C210A89C98 NM:i:3
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168481841-processed-gene-0.1-mRNA-1 16 3287713 513M MD:Z:185C265T61 NM:i:2
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168481779-processed-gene-0.0-mRNA-1 0 3215332 3384M MD:Z:297C98T35C138T553T419A134A196T353C44A1107 NM:i:10
cdhit-output-4_14.iteration.1 0.99 augustus_masked-168481144-processed-gene-0.6-mRNA-1 0 3012359 2679M MD:Z:74C1125N106N174N739T456 NM:i:5
cdhit-output-4_17.iteration.1 0.99 augustus_masked-168481022-processed-gene-0.3-mRNA-1 16 2990125 522M MD:Z:52C247G221 NM:i:2
cdhit-output-4_16.iteration.1 0.99 augustus_masked-168480669-processed-gene-0.1-mRNA-1 16 3022164 2508M MD:Z:264T307A1016T135T782 NM:i:4
cdhit-output-4_13.iteration.4 0.99 augustus_masked-168480493-processed-gene-0.9-mRNA-1 16 2297116 303M MD:Z:107T195 NM:i:1
cdhit-output-4_15.iteration.1 0.99 augustus_masked-168480452-processed-gene-0.4-mRNA-1 0 3575346 387M MD:Z:59C143T183 NM:i:2
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168480452-processed-gene-0.1-mRNA-1 0 2915488 1686M MD:Z:296A1389 NM:i:1
cdhit-output-4_9.iteration.2 0.99 augustus_masked-168479143-processed-gene-0.9-mRNA-1 0 438060 303M MD:Z:45G113G143 NM:i:2
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168478641-processed-gene-0.1-mRNA-1 16 3287860 1320M MD:Z:141A754T423 NM:i:2
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168477985-processed-gene-0.12-mRNA-1 0 3751403 908M MD:Z:57T353C221C274 NM:i:3
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168477412-processed-gene-0.1-mRNA-1 16 3288116 1716M MD:Z:115T317C97T196C8A617C16A20G322 NM:i:8
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168477257-processed-gene-0.3-mRNA-1 16 2914964 2460M MD:Z:339CG390T27G1124A575 NM:i:5
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168477037-processed-gene-0.3-mRNA-1 0 2915484 1017M MD:Z:32C8G373G601 NM:i:3
cdhit-output-4_16.iteration.1 0.99 augustus_masked-168475934-processed-gene-0.0-mRNA-1 16 3093383 480M MD:Z:417A28G33 NM:i:2
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168475619-processed-gene-0.3-mRNA-1 0 3261038 1446M MD:Z:437C87G70C437G332G6G71 NM:i:6
cdhit-output-4_19.iteration.3 0.99 augustus_masked-168475445-processed-gene-0.3-mRNA-1 16 1976491 345M MD:Z:42C80T72G148 NM:i:3
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168473761-processed-gene-0.5-mRNA-1 16 3260554 1521M MD:Z:111A245A92T53T479C536 NM:i:5
cdhit-output-4_14.iteration.1 0.99 augustus_masked-168473015-processed-gene-0.0-mRNA-1 16 3012035 654M MD:Z:163A263T142C83 NM:i:3
cdhit-output-4_15.iteration.1 0.99 augustus_masked-168471689-processed-gene-0.28-mRNA-1 16 3575909 2001M MD:Z:1609C105G285 NM:i:2
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168470676-processed-gene-0.4-mRNA-1 16 1200684 189M MD:Z:189 NM:i:0
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168470343-processed-gene-0.4-mRNA-1 0 3921910 471M MD:Z:471 NM:i:0
cdhit-output-4_13.iteration.3 0.99 augustus_masked-168469727-processed-gene-0.0-mRNA-1 16 4700326 2301M MD:Z:50G207G321G334G944A65G11G57C4A224G13T60 NM:i:11
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168468795-processed-gene-0.0-mRNA-1 16 3287595 528M MD:Z:310G217 NM:i:1
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168467036-processed-gene-0.9-mRNA-1 0 3288261 2166M MD:Z:257T347C1262G14A282 NM:i:4
cdhit-output-4_13.iteration.2 0.99 augustus_masked-168466351-processed-gene-0.8-mRNA-1 0 4336820 939M MD:Z:28A99C119N104A365T26C35G156 NM:i:7
cdhit-output-4_8.iteration.1 0.99 augustus_masked-168465968-processed-gene-0.0-mRNA-1 0 4540122 2226M MD:Z:1583C244C383G13 NM:i:3
cdhit-output-4_16.iteration.1 0.99 augustus_masked-168464690-processed-gene-0.7-mRNA-1 0 3092529 1605M MD:Z:74C181T648T434A152G111 NM:i:5
cdhit-output-4_8.iteration.1 0.99 augustus_masked-168464524-processed-gene-0.3-mRNA-1 0 4465112 664M MD:Z:55A355A252 NM:i:2
cdhit-output-4_14.iteration.1 0.99 augustus_masked-168462322-processed-gene-0.1-mRNA-1 16 3011425 1992M MD:Z:261G574T184G970 NM:i:3
cdhit-output-4_8.iteration.5 0.99 augustus_masked-168458829-processed-gene-0.0-mRNA-1 16 3297530 174M MD:Z:21G152 NM:i:1
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168458013-processed-gene-0.3-mRNA-1 16 3288385 945M MD:Z:945 NM:i:0
cdhit-output-4_14.iteration.1 0.99 augustus_masked-168456677-processed-gene-0.2-mRNA-1 16 3011870 2643M MD:Z:471G176A176C239A23A757T456T137T12G187 NM:i:9
cdhit-output-4_16.iteration.1 0.99 augustus_masked-168456130-processed-gene-0.3-mRNA-1 16 3029763 2196M MD:Z:259C223T131G121G6A220C54C137A21T22T61T70C14G31C17A412T63T44A79C72C85T33 NM:i:21
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168455891-processed-gene-0.1-mRNA-1 16 3668533 2253M MD:Z:1404T848 NM:i:1
cdhit-output-4_16.iteration.1 0.99 augustus_masked-168455062-processed-gene-0.10-mRNA-1 16 3092460 2346M MD:Z:38C1C1138A299G653T212 NM:i:5
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168454032-processed-gene-0.8-mRNA-1 16 3184893 1560M MD:Z:461C84G361T51C59A539 NM:i:5
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168453061-processed-gene-0.6-mRNA-1 16 3260917 2259M MD:Z:227T253C238T362A22C14T252A152C32A125T359C57G2T60C4T9T30T44 NM:i:17
cdhit-output-4_16.iteration.1 0.99 augustus_masked-168452640-processed-gene-0.8-mRNA-1 16 3093067 225M MD:Z:225 NM:i:0
cdhit-output-4_15.iteration.1 0.99 augustus_masked-168452571-processed-gene-0.15-mRNA-1 16 3552104 939M MD:Z:18G116C2TC31A15A55T20T146C144A16G365 NM:i:11
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168452559-processed-gene-0.5-mRNA-1 16 2914882 1197M MD:Z:6G411T5C356G90G324 NM:i:5
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168451943-processed-gene-0.12-mRNA-1 0 3183514 2193M MD:Z:410T241C150T42A152T565T83G351C16C174 NM:i:9
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168450074-processed-gene-0.0-mRNA-1 16 3958037 585M MD:Z:129A5G21C279A147 NM:i:4
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168449905-processed-gene-0.3-mRNA-1 0 3751049 501M MD:Z:376A124 NM:i:1
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168449844-processed-gene-0.2-mRNA-1 0 3874718 294M MD:Z:294 NM:i:0
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168449673-processed-gene-3.7-mRNA-1 0 3751011 870M MD:Z:50T819 NM:i:1
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168449478-processed-gene-0.2-mRNA-1 0 2915554 2304M MD:Z:312G91C290A81G487C533T279C52C90G41T38 NM:i:10
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168449167-processed-gene-0.8-mRNA-1 16 3958137 1695M MD:Z:1586T85G22 NM:i:2
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168448083-processed-gene-0.7-mRNA-1 0 3751326 2754M MD:Z:20A2A37C29A427G63G65C66T99A124G43A401AT412G675T50A83A116G24 NM:i:18
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168448022-processed-gene-0.1-mRNA-1 16 2915071 2841M MD:Z:368G207C778C421A25T323C490T135C86 NM:i:8
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168447409-processed-gene-0.1-mRNA-1 0 3318207 690M MD:Z:495G194 NM:i:1
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168447325-processed-gene-0.10-mRNA-1 16 3925494 1238M MD:Z:16A432T151T134T334C166 NM:i:5
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168447297-processed-gene-0.3-mRNA-1 16 3364540 1521M MD:Z:397G22TA109T53A112T233C588 NM:i:7
cdhit-output-4_14.iteration.1 0.99 augustus_masked-168446333-processed-gene-0.1-mRNA-1 16 2942638 579M MD:Z:579 NM:i:0
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168445827-processed-gene-0.11-mRNA-1 16 3364875 831M MD:Z:831 NM:i:0
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168445520-processed-gene-0.0-mRNA-1 16 3364940 1461M MD:Z:30C389A71C968 NM:i:3
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168445516-processed-gene-0.1-mRNA-1 16 3873099 459M MD:Z:3G455 NM:i:1
cdhit-output-4_15.iteration.1 0.99 augustus_masked-168444964-processed-gene-0.4-mRNA-1 16 3494521 2208M MD:Z:791C1416 NM:i:1
cdhit-output-4_19.iteration.1 0.99 augustus_masked-168443762-processed-gene-0.3-mRNA-1 0 831781 1179M MD:Z:593G65C519 NM:i:2
cdhit-output-4_14.iteration.1 0.99 augustus_masked-168442181-processed-gene-0.0-mRNA-1 0 3011348 1464M MD:Z:1464 NM:i:0
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168440394-processed-gene-0.6-mRNA-1 0 3751354 804M MD:Z:65A266C63T102C27T105G170 NM:i:6
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168439447-processed-gene-0.5-mRNA-1 16 3260648 1695M MD:Z:96GC43T326A196C83C225G58C213A269A176 NM:i:10
cdhit-output-4_15.iteration.1 0.99 augustus_masked-168438602-processed-gene-0.0-mRNA-1 0 3494159 480M MD:Z:480 NM:i:0
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168437475-processed-gene-0.5-mRNA-1 16 3957703 771M MD:Z:494G276 NM:i:1
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168437384-processed-gene-0.1-mRNA-1 0 3288211 627M MD:Z:627 NM:i:0
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168436361-processed-gene-0.2-mRNA-1 16 3287886 1149M MD:Z:17T192G938 NM:i:2
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168435244-processed-gene-0.2-mRNA-1 0 3182475 2199M MD:Z:173C62T152T95A22G29T36A25G52G76G32T119A76G182T180G71C71T137G108T55T328T97 NM:i:21
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168433801-processed-gene-0.2-mRNA-1 0 2915553 822M MD:Z:822 NM:i:0
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168433354-processed-gene-0.0-mRNA-1 0 2915533 2160M MD:Z:176T84A1T114A103A43G517G467A369C277 NM:i:9
cdhit-output-4_15.iteration.2 0.99 augustus_masked-168432818-processed-gene-0.11-mRNA-1 0 3663384 966M MD:Z:292A118C17A10T94G42A23A101G101T56G102 NM:i:10
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168431253-processed-gene-0.7-mRNA-1 16 3364599 1233M MD:Z:161C183C29A92A14T2T26G70G397T31C218 NM:i:10
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168431240-processed-gene-0.22-mRNA-1 16 3958184 2352M MD:Z:253T119T226G83C113C22G284C165G238T6C50T115CT119A23A47T73C50T2A30A162T13G19C117 NM:i:23
cdhit-output-4_17.iteration.1 0.99 augustus_masked-168431040-processed-gene-1.57-mRNA-1 0 2985758 470M MD:Z:134A287T47 NM:i:2
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168431040-processed-gene-0.5-mRNA-1 0 3751542 282M MD:Z:237G44 NM:i:1
cdhit-output-4_16.iteration.1 0.99 augustus_masked-168430371-processed-gene-0.13-mRNA-1 0 3093258 345M MD:Z:278A66 NM:i:1
cdhit-output-4_15.iteration.1 0.99 augustus_masked-168430135-processed-gene-0.12-mRNA-1 16 3575628 384M MD:Z:55T312A15 NM:i:2
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168429289-processed-gene-0.3-mRNA-1 16 3288209 2874M MD:Z:75T4G79G109C452A1064A161G11T148T224C72T255G84G115AA6 NM:i:15
cdhit-output-4_9.iteration.5 0.99 augustus_masked-168429253-processed-gene-0.8-mRNA-1 16 3180024 1242M MD:Z:95T6G59T44T75C130T70A6T92A105G41G122G96C51C72A93A69 NM:i:16
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168428171-processed-gene-0.1-mRNA-1 16 3260214 2431M MD:Z:207A50A346T458T752A12A18A244T52A283 NM:i:9
cdhit-output-4_19.iteration.1 0.99 augustus_masked-168426104-processed-gene-1.31-mRNA-1 16 811303 339M MD:Z:181G22A134 NM:i:2
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168425879-processed-gene-0.8-mRNA-1 16 2914791 2448M MD:Z:421C515G1510 NM:i:2
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168425204-processed-gene-0.0-mRNA-1 16 3287861 2463M MD:Z:83T285A13T92T83T137T6C310C116C415G7A97T48T181C576 NM:i:14
cdhit-output-4_15.iteration.1 0.99 augustus_masked-168425098-processed-gene-0.6-mRNA-1 0 3495848 2592M MD:Z:132G2A383C798A120A698A453 NM:i:6
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168421958-processed-gene-0.3-mRNA-1 0 3335236 384M MD:Z:384 NM:i:0
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168421411-processed-gene-0.13-mRNA-1 16 3958116 327M MD:Z:327 NM:i:0
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168421230-processed-gene-0.3-mRNA-1 0 3667774 510M MD:Z:510 NM:i:0
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168420684-processed-gene-0.10-mRNA-1 16 3751461 2547M MD:Z:54C38G257G72T113C412A234C131C657C33G47G212A20A57G196 NM:i:14
cdhit-output-4_13.iteration.2 0.99 augustus_masked-168420490-processed-gene-0.9-mRNA-1 16 4336675 534M MD:Z:90A200C219T22 NM:i:3
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168420254-processed-gene-0.1-mRNA-1 0 3958057 2115M MD:Z:40C81C1563C309C118 NM:i:4
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168419721-processed-gene-0.1-mRNA-1 16 3184697 1059M MD:Z:885G31T141 NM:i:2
cdhit-output-4_13.iteration.2 0.99 augustus_masked-168419347-processed-gene-0.9-mRNA-1 16 4336612 1176M MD:Z:100G202A217T85G325T242 NM:i:5
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168419271-processed-gene-0.2-mRNA-1 16 3287578 1662M MD:Z:1662 NM:i:0
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168417785-processed-gene-0.1-mRNA-1 0 3260590 1518M MD:Z:148A222A1146 NM:i:2
cdhit-output-4_15.iteration.1 0.99 augustus_masked-168417715-processed-gene-0.1-mRNA-1 0 3493827 2925M MD:Z:326A186T7T26C87A268T192T55A183C42A6C67C370T223A86T786 NM:i:15
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168417232-processed-gene-0.11-mRNA-1 0 3260800 2064M MD:Z:28G7G29G67G407A104A47A110T652A15C131C14C185G8A27G111T99T6 NM:i:17
cdhit-output-4_17.iteration.1 0.99 augustus_masked-168417218-processed-gene-0.1-mRNA-1 0 2983667 1077M MD:Z:311A32A177G86T241A16G88A119 NM:i:7
cdhit-output-4_17.iteration.1 0.99 augustus_masked-168416866-processed-gene-0.4-mRNA-1 16 3052161 2676M MD:Z:414T904C453C1A11A11C10G98G766 NM:i:8
cdhit-output-4_17.iteration.1 0.99 augustus_masked-168415569-processed-gene-0.24-mRNA-1 16 3051716 786M MD:Z:786 NM:i:0
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168414172-processed-gene-0.5-mRNA-1 0 3957500 867M MD:Z:736A130 NM:i:1
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168414024-processed-gene-1.86-mRNA-1 16 2915240 1308M MD:Z:649T213A147A51G19T104G119 NM:i:6
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168413161-processed-gene-0.7-mRNA-1 0 2914932 396M MD:Z:396 NM:i:0
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168411945-processed-gene-0.3-mRNA-1 0 3881000 1758M MD:Z:82C3G41C98C512C1017 NM:i:5
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168411528-processed-gene-0.0-mRNA-1 16 3286601 1491M MD:Z:53A141C140G221G87G760A15A35A31 NM:i:8
cdhit-output-4_19.iteration.1 0.99 augustus_masked-168411355-processed-gene-0.2-mRNA-1 0 831773 1371M MD:Z:92T68C33G73C33T78C226G308T452 NM:i:8
cdhit-output-4_16.iteration.1 0.99 augustus_masked-168409073-processed-gene-0.11-mRNA-1 0 3043787 378M MD:Z:378 NM:i:0
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168408448-processed-gene-0.3-mRNA-1 0 2888716 603M MD:Z:479C123 NM:i:1
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168407599-processed-gene-0.6-mRNA-1 16 3665769 1602M MD:Z:259C132T801A407 NM:i:3
cdhit-output-4_14.iteration.1 0.99 augustus_masked-168407234-processed-gene-0.9-mRNA-1 16 3011679 2082M MD:Z:1238A174G122A490C54 NM:i:4
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168406521-processed-gene-0.0-mRNA-1 0 3957424 2367M MD:Z:156A171G14A137G531G12A11A252C142G913T18 NM:i:10
cdhit-output-4_15.iteration.3 0.99 augustus_masked-168406049-processed-gene-0.11-mRNA-1 0 3425654 468M MD:Z:47A10T208C45A10C59A83 NM:i:6
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168405760-processed-gene-0.0-mRNA-1 0 2914761 1461M MD:Z:90CA1131T237 NM:i:3
cdhit-output-4_16.iteration.1 0.99 augustus_masked-168405201-processed-gene-0.0-mRNA-1 16 3093288 219M MD:Z:219 NM:i:0
cdhit-output-4_9.iteration.2 0.99 augustus_masked-168405196-processed-gene-0.12-mRNA-1 16 3334426 291M MD:Z:75G32C182 NM:i:2
cdhit-output-4_8.iteration.1 0.99 augustus_masked-168405006-processed-gene-0.1-mRNA-1 0 4478556 2142M MD:Z:404G1737 NM:i:1
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168404722-processed-gene-0.8-mRNA-1 16 3364616 2154M MD:Z:879G116T79T53G123T465T1G56T32T103C5T24T206 NM:i:12
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168404664-processed-gene-0.1-mRNA-1 16 3751603 423M MD:Z:215A207 NM:i:1
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168403765-processed-gene-0.4-mRNA-1 0 2915582 753M MD:Z:41G23C50T35T236C102G7T9G169A72 NM:i:9
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168401909-processed-gene-0.3-mRNA-1 0 3288014 2040M MD:Z:57A1C53A58A213C63G125C10G446A468C536 NM:i:10
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168401086-processed-gene-0.3-mRNA-1 16 3213951 1407M MD:Z:1407 NM:i:0
cdhit-output-4_17.iteration.3 0.99 augustus_masked-168401046-processed-gene-0.0-mRNA-1 16 3680326 519M MD:Z:5A64C12G27T1T121T15A62T1G5G19G4T22T38G8A1C8C7C25G10TG6AT3G2T12C10T4 NM:i:27
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168400715-processed-gene-0.0-mRNA-1 0 3216279 2274M MD:Z:65C237A22G273G143T758T103A521C144 NM:i:8
cdhit-output-4_19.iteration.1 0.99 augustus_masked-168400707-processed-gene-0.8-mRNA-1 0 831895 1962M MD:Z:115G31G102T15A449C59A1185 NM:i:6
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168399192-processed-gene-0.1-mRNA-1 16 3364536 1614M MD:Z:21C14A144G124G443G430A130T151A149 NM:i:8
cdhit-output-4_14.iteration.1 0.99 augustus_masked-168398745-processed-gene-0.2-mRNA-1 16 3011417 480M MD:Z:123C319A20G15 NM:i:3
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168398566-processed-gene-0.7-mRNA-1 16 3260972 1749M MD:Z:239T67T10T27G19C45C7T248G158T260G9T33T147N150N219C74C7C13 NM:i:17
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168397799-processed-gene-0.9-mRNA-1 16 3285786 1035M MD:Z:78A302T653 NM:i:2
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168397799-processed-gene-0.4-mRNA-1 16 3260656 489M MD:Z:92T396 NM:i:1
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168396338-processed-gene-0.0-mRNA-1 0 3750929 2241M MD:Z:1005A1235 NM:i:1
cdhit-output-4_17.iteration.1 0.99 augustus_masked-168395854-processed-gene-0.3-mRNA-1 0 3051679 684M MD:Z:136C547 NM:i:1
cdhit-output-4_16.iteration.5 0.99 augustus_masked-168395551-processed-gene-0.12-mRNA-1 0 1588415 189M MD:Z:189 NM:i:0
cdhit-output-4_16.iteration.1 0.99 augustus_masked-168395455-processed-gene-0.0-mRNA-1 16 3093148 1089M MD:Z:32C41C41T31C163CA108C12A157T145G85C38C2A59C161 NM:i:14
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168395168-processed-gene-0.6-mRNA-1 16 2914754 2169M MD:Z:546T104A210G534T189T208C100C9T11C27T83A15T5A1G53T25T7A25 NM:i:17
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168394829-processed-gene-0.3-mRNA-1 16 3663232 1410M MD:Z:10T1399 NM:i:1
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168393844-processed-gene-0.2-mRNA-1 0 3261001 516M MD:Z:108C407 NM:i:1
cdhit-output-4_17.iteration.1 0.99 augustus_masked-168391474-processed-gene-0.1-mRNA-1 16 2985848 2232M MD:Z:931C336C669A101G24C22A77C65 NM:i:7
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168391095-processed-gene-0.3-mRNA-1 0 3260971 2088M MD:Z:35G340A111T297G24A150G32C334C47T34A545A128 NM:i:11
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168390062-processed-gene-0.1-mRNA-1 16 3751150 348M MD:Z:3T33G9C300 NM:i:3
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168389663-processed-gene-0.0-mRNA-1 16 3229350 696M MD:Z:83A56A2C1T24T7G11T74A26A201G137T41C21 NM:i:12
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168389590-processed-gene-0.8-mRNA-1 0 3872324 390M MD:Z:294T95 NM:i:1
cdhit-output-4_15.iteration.1 0.99 augustus_masked-168386339-processed-gene-0.9-mRNA-1 0 3575737 312M MD:Z:312 NM:i:0
cdhit-output-4_17.iteration.1 0.99 augustus_masked-168386339-processed-gene-0.6-mRNA-1 16 871709 354M MD:Z:164C189 NM:i:1
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168385668-processed-gene-0.30-mRNA-1 0 3364293 2079M MD:Z:172T1392G513 NM:i:2
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168385333-processed-gene-0.1-mRNA-1 16 3287717 1344M MD:Z:92C1251 NM:i:1
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168384615-processed-gene-0.0-mRNA-1 16 3869974 258M MD:Z:258 NM:i:0
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168383349-processed-gene-0.11-mRNA-1 16 3321039 345M MD:Z:345 NM:i:0
cdhit-output-4_14.iteration.1 0.99 augustus_masked-168383017-processed-gene-0.6-mRNA-1 16 2941813 873M MD:Z:873 NM:i:0
cdhit-output-4_17.iteration.1 0.99 augustus_masked-168382767-processed-gene-0.0-mRNA-1 0 3051738 1257M MD:Z:23C1233 NM:i:1
cdhit-output-4_12.iteration.2 0.99 augustus_masked-168382621-processed-gene-0.0-mRNA-1 16 2804810 1485M MD:Z:131T270A43C7A10G27G60T15A184C53C74C101C30G194G202T69 NM:i:15
cdhit-output-4_17.iteration.1 0.99 augustus_masked-168379447-processed-gene-0.2-mRNA-1 0 3051888 673M MD:Z:174G36A105G152C179A22 NM:i:5
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168379294-processed-gene-0.0-mRNA-1 0 2914995 1668M MD:Z:655A9G872C129 NM:i:3
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168378904-processed-gene-0.6-mRNA-1 0 3288445 2175M MD:Z:77A439A1038T31C174A411 NM:i:5
cdhit-output-4_14.iteration.1 0.99 augustus_masked-168377623-processed-gene-0.8-mRNA-1 16 3011839 1419M MD:Z:1419 NM:i:0
cdhit-output-4_14.iteration.1 0.99 augustus_masked-168376524-processed-gene-0.1-mRNA-1 0 3011658 3504M MD:Z:29G302A53A45G444G167G2458 NM:i:6
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168376361-processed-gene-0.3-mRNA-1 16 3284858 2313M MD:Z:712G20A388G14G1044C74C55 NM:i:6
cdhit-output-4_8.iteration.1 0.99 augustus_masked-168375748-processed-gene-0.5-mRNA-1 16 4560108 2421M MD:Z:741T529C216T873C11A46 NM:i:5
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168375251-processed-gene-0.4-mRNA-1 0 3268026 354M MD:Z:354 NM:i:0
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168374514-processed-gene-0.15-mRNA-1 0 3288254 984M MD:Z:984 NM:i:0
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168374255-processed-gene-0.0-mRNA-1 0 3957776 1851M MD:Z:1851 NM:i:0
cdhit-output-4_8.iteration.1 0.99 augustus_masked-168372370-processed-gene-0.17-mRNA-1 0 4465164 321M MD:Z:244A38C37 NM:i:2
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168370762-processed-gene-0.5-mRNA-1 16 2915182 912M MD:Z:108G272G530 NM:i:2
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168369787-processed-gene-0.0-mRNA-1 0 3751310 5328M MD:Z:650G636T598G62T529A70C1C346T2054G373 NM:i:9
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168369750-processed-gene-0.0-mRNA-1 0 3364923 1146M MD:Z:28T63C1053 NM:i:2
cdhit-output-4_14.iteration.2 0.99 augustus_masked-168368630-processed-gene-0.18-mRNA-1 16 5172968 339M MD:Z:176G162 NM:i:1
cdhit-output-4_8.iteration.1 0.99 augustus_masked-168367166-processed-gene-0.14-mRNA-1 0 4559794 552M MD:Z:19C268C98G164 NM:i:3
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168365837-processed-gene-0.5-mRNA-1 0 3260857 429M MD:Z:120G308 NM:i:1
cdhit-output-4_15.iteration.1 0.99 augustus_masked-168364559-processed-gene-0.3-mRNA-1 0 3497988 1095M MD:Z:123A268T172G39G64T309C78G35 NM:i:7
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168360713-processed-gene-0.10-mRNA-1 0 2914917 1935M MD:Z:163T12T89G251A18G81G117A56G152G16C197A291C68T311C99 NM:i:14
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168359987-processed-gene-0.2-mRNA-1 16 3364596 1374M MD:Z:595G87T138A64G379C106 NM:i:5
